system_id,title,initials,first_name,given_name,last_name,suffix,party,department,municipality,role,gender
22585026,Mw.,A.E.,,Liseth,Oosterbroek,,GroenLinks,,IJsselstein,Raadslid,female
121641,Dhr.,H.,,,de Bie,,LDIJ,,IJsselstein,Raadslid,unknown
112749,Dhr. ing.,N.,,,Slob,,LDIJ,,IJsselstein,Raadslid,unknown
131266,Dhr.,J.,,,Reindertsen,,LDIJ,,IJsselstein,Raadslid,unknown
121642,Dhr.,M.W.,,,Rademaker,,LDIJ,,IJsselstein,Raadslid,unknown
122545,Dhr.,R.H.,,,Koehorst,,LDIJ,,IJsselstein,Raadslid,unknown
85803,Mw.,A.T.,,Jeanette,de Neijs-van Rossum,,PvdA,,IJsselstein,Raadslid,female
85804,Dhr.,J.N.M.,,,van Well,,SOFIJ,,IJsselstein,Raadslid,unknown
121643,Mw.,H.,,,Boterman,,SOFIJ,,IJsselstein,Raadslid,unknown
85805,Dhr.,B.W.,,Bas,van der Horst,,VVD,,IJsselstein,Raadslid,male
85810,Dhr. mr.,S.M.,,Marcel,Sijbrandij,,VVD,,IJsselstein,Raadslid,male
85812,Mw.,A.M.P.M.,,Anastasia,van der Lugt,,VVD,,IJsselstein,Raadslid,female
128794,Mw.,S.,,Saskia,van Dijk,,VVD,,IJsselstein,Raadslid,female
21679626,Dhr.,E.,,,Luchtenburg,,,,IJsselstein,Secretaris,unknown
22585049,Dhr.,A.M.,,,de Regt,,CDA,,IJsselstein,Wethouder,unknown
22585055,Dhr. mr.,N.P.L.M.,,,Doesburg,,PvdA,,IJsselstein,Wethouder,unknown
22585061,Mw.,I.C.J.,,,Nieuwenhuizen,,VVD,,IJsselstein,Wethouder,unknown
118695,Dhr.,R.T.,,,Metz,,VVD,,Soest,Burgemeester,unknown
112393,Dhr.,J.A.,,Johan,Baks,,Burgerbelangen Soest-Soesterberg,,Soest,Fractievoorzitter,male
126662,Dhr.,P.,,Peter,Lucas,,CDA,,Soest,Fractievoorzitter,male
134456,Dhr.,H.E.,,,Dijkhuizen,,Christenunie-SGP,,Soest,Fractievoorzitter,unknown
128154,Mw.,Y.C.M.,,Yolande,Gastelaars,,Democraten Soest Natuurlijk,,Soest,Fractievoorzitter,female
126663,Dhr.,R.J.,,Rolf-Jan,Sielcken,,D66,,Soest,Fractievoorzitter,male
121470,Dhr.,H.L.,,Harry,Witte,,Gemeentebelangen Groen Soest,,Soest,Fractievoorzitter,male
121471,Mw.,R.T.,,,Coppes,,GroenLinks,,Soest,Fractievoorzitter,unknown
116518,Dhr.,J.,,Hans,Boks,,Lokaal Anders Soest,,Soest,Fractievoorzitter,male
135268,Dhr.,M.,,,Baskaya,,PvdA,,Soest,Fractievoorzitter,unknown
126664,Dhr.,T.,,Tijmen,Koelewijn,,Soest 2002,,Soest,Fractievoorzitter,male
92474,Dhr.,M.K.,,,van Geet,,VVD,,Soest,Fractievoorzitter,unknown
134457,Dhr.,P.A.,,Peter,van der Torre,,VVD,,Soest,Locoburgemeester,male
20271701,Dhr.,M.,,,van Vliet,,,,Soest,Raadsgriffier,unknown
112394,Dhr.,J.A.,,Johan,Baks,,Burgerbelangen Soest-Soesterberg,,Soest,Raadslid,male
121473,Dhr.,J.W.A.,,Jos,Dijkmans,,CDA,,Soest,Raadslid,male
77308,Dhr.,P.,,Peter,Lucas,,CDA,,Soest,Raadslid,male
126665,Dhr.,R.F.,,,van der Woud,,CDA,,Soest,Raadslid,unknown
121474,Dhr.,R.P.O.,,Raymond,Kramer,,CDA,,Soest,Raadslid,male
134458,Dhr.,H.E.,,,Dijkhuizen,,Christenunie-SGP,,Soest,Raadslid,unknown
134661,Dhr.,J.J.,,,Balfoort,,Christenunie-SGP,,Soest,Raadslid,unknown
119287,Mw.,Y.C.M.,,Yolande,Gastelaars,,Democraten Soest Natuurlijk,,Soest,Raadslid,female
121478,Dhr.,A.,,,Van der Hulst,,D66,,Soest,Raadslid,unknown
77311,Dhr.,J.,,,van Tol,,D66,,Soest,Raadslid,unknown
121479,Dhr.,R.J.,,Rolf-Jan,Sielcken,,D66,,Soest,Raadslid,male
121480,Dhr.,T.J.B.,,,Reijinga,,D66,,Soest,Raadslid,unknown
132676,Mw.,L.A.,,Linda,Kruit-Jansen,,D66,,Soest,Raadslid,female
121482,Dhr.,H.L.,,Harry,Witte,,Gemeentebelangen Groen Soest,,Soest,Raadslid,male
76842,Dhr.,J.A.,,Jan,Paauw,,Gemeentebelangen Groen Soest,,Soest,Raadslid,male
121483,Mw.,S.E.,,,Haenen,,Gemeentebelangen Groen Soest,,Soest,Raadslid,unknown
121484,Mw.,M.R.,,,Falck,,GroenLinks,,Soest,Raadslid,unknown
121485,Mw.,R.T.,,,Coppes,,GroenLinks,,Soest,Raadslid,unknown
116519,Dhr.,J.,,Hans,Boks,,Lokaal Anders Soest,,Soest,Raadslid,male
135437,Dhr.,A.,,,Witlox,,PvdA,,Soest,Raadslid,unknown
77320,Dhr.,M.,,,Baskaya,,PvdA,,Soest,Raadslid,unknown
121486,Dhr.,B.R.,,Bert,Groothuis,,Soest 2002,,Soest,Raadslid,male
126667,Dhr.,H.J.,,,Hilgeman,,Soest 2002,,Soest,Raadslid,unknown
77322,Dhr.,M.,,Martien,van Leijenhorst,,Soest 2002,,Soest,Raadslid,male
76847,Dhr.,T.,,Tijmen,Koelewijn,,Soest 2002,,Soest,Raadslid,male
77324,Dhr.,E.,,Eric,de Wilde,,VVD,,Soest,Raadslid,male
77325,Dhr.,M.K.,,,van Geet,,VVD,,Soest,Raadslid,unknown
121488,Mw.,E.F.,,,Veldman,,VVD,,Soest,Raadslid,unknown
121489,Mw.,S.E.,,Sietske,van der Vijgh-Dhondt,,VVD,,Soest,Raadslid,female
20271739,Dhr.,A.R.,,,Veenstra,,,,Soest,Secretaris,unknown
128845,Mw. mr. drs.,J.L.,,Jannelies,van Berkel-Vissers,,CDA,,Soest,Wethouder,female
132194,Dhr.,M.J.,,Marcel,Adriani,,D66,,Soest,Wethouder,male
126640,Mw.,J.G.S.,,Janne,Pijnenborg,,Soest 2002,,Soest,Wethouder,female
134460,Dhr.,P.A.,,Peter,van der Torre,,VVD,,Soest,Wethouder,male
117439,Dhr. drs.,W.M.,,,de Jong,,ChristenUnie,,Houten,Burgemeester,unknown
83918,Dhr.,E.J.,,Erik Jan,Visser,,CDA,,Houten,Fractievoorzitter,male
132987,Mw.,J.,,,Smith-Visser,,ChristenUnie,,Houten,Fractievoorzitter,unknown
112936,Dhr.,E.W.O.,,Eric,van Vliet,,D66,,Houten,Fractievoorzitter,male
132989,Mw.,H.S.,,Hilde,de Groot,,GroenLinks,,Houten,Fractievoorzitter,female
118321,Dhr.,M.G.H.M.,,Michel,Hofstee,,Houten Anders! (HA!),,Houten,Fractievoorzitter,male
77838,Dhr.,G.,,,Zandbergen,,Inwonerspartij Toekomst Houten (ITH),,Houten,Fractievoorzitter,unknown
20743176,Mw.,J.,,Anneke,Dubbink,,PvdA,,Houten,Fractievoorzitter,female
132990,Dhr.,W.,,Wouter,van den Berg,,SGP,,Houten,Fractievoorzitter,male
20743183,Dhr.,E.G.J.,,Eef,Stiekema,,VVD,,Houten,Fractievoorzitter,male
89878,Dhr.,H.J.C.,,Herman,Geerdes,,VVD,,Houten,Locoburgemeester,male
20271625,Dhr. drs.,W.,,,van Zanen,,,,Houten,Raadsgriffier,unknown
77843,Dhr.,E.J.,,Erik Jan,Visser,,CDA,,Houten,Raadslid,male
113910,Dhr.,J.N.,,Jan,de Jong,,CDA,,Houten,Raadslid,male
125338,Dhr.,R.M.,,Robert,Pelleboer,,CDA,,Houten,Raadslid,male
121229,Mw.,W.,,Willy,Boersma-Zandbergen,,CDA,,Houten,Raadslid,female
135666,Dhr.,R.J.,,René,Speksnijder,,ChristenUnie,,Houten,Raadslid,male
78284,Mw.,J.,,,Smith-Visser,,ChristenUnie,,Houten,Raadslid,unknown
121230,Dhr.,E.,,Eldert,van Luling,,D66,,Houten,Raadslid,male
78285,Dhr.,E.W.O.,,Eric,van Vliet,,D66,,Houten,Raadslid,male
20271642,Dhr.,J.A.,,Jarno,Groenveld,,D66,,Houten,Raadslid,male
121232,Mw.,A.M.,,,Dekker-Groen,,D66,,Houten,Raadslid,unknown
78287,Mw.,E.M.H.,,Ine,Noteborn-Hendriks,,D66,,Houten,Raadslid,female
132992,Dhr.,D.J.P.,,David,Jimmink,,GroenLinks,,Houten,Raadslid,male
121233,Mw.,H.S.,,Hilde,de Groot,,GroenLinks,,Houten,Raadslid,female
121234,Dhr.,A.A.F.,,Cisca,ten Hoeve,,Houten Anders! (HA!),,Houten,Raadslid,male
118323,Dhr.,M.G.H.M.,,Michel,Hofstee,,Houten Anders! (HA!),,Houten,Raadslid,male
85692,Dhr.,F.G.J.,,,van der Meij,,Inwonerspartij Toekomst Houten (ITH),,Houten,Raadslid,unknown
77849,Dhr.,G.,,,Zandbergen,,Inwonerspartij Toekomst Houten (ITH),,Houten,Raadslid,unknown
121231,Dhr.,P.,,,Steehouwer,,Inwonerspartij Toekomst Houten (ITH),,Houten,Raadslid,unknown
121235,Dhr.,W.E.,,,Zandbergen,,Inwonerspartij Toekomst Houten (ITH),,Houten,Raadslid,unknown
85693,Mw.,J.C.W.,,,van Doorn-van Bijlevelt,,Inwonerspartij Toekomst Houten (ITH),,Houten,Raadslid,unknown
121236,Dhr.,A.,,Arnold,Biesheuvel,,PvdA,,Houten,Raadslid,male
113911,Dhr.,A.E.,,André,van Loon,,PvdA,,Houten,Raadslid,male
83923,Mw.,J.,,Anneke,Dubbink,,PvdA,,Houten,Raadslid,female
121237,Dhr.,P.,,Pascal,Ooms,,SGP,,Houten,Raadslid,male
132993,Dhr.,W.,,Wouter,van den Berg,,SGP,,Houten,Raadslid,male
77851,Dhr.,E.G.J.,,Eef,Stiekema,,VVD,,Houten,Raadslid,male
121238,Dhr.,M.G.,,,Dagniaux,,VVD,,Houten,Raadslid,unknown
125339,Dhr.,R.C.P.,,Ruud,Vis,,VVD,,Houten,Raadslid,male
77855,Mw.,Y.,,,van Dijk-Hessing,,VVD,,Houten,Raadslid,unknown
20271670,Dhr.,H.S.,,,den Bieman,,,,Houten,Secretaris,unknown
112030,Dhr. drs.,C.,,Kees,van Dalen,,CDA,,Houten,Wethouder,male
84775,Dhr.,M.,,Michiel,van Liere,,D66,,Houten,Wethouder,male
127417,Dhr.,J.C.H.,,Jocko,Rensen,,PvdA,,Houten,Wethouder,male
84776,Dhr.,H.J.C.,,Herman,Geerdes,,VVD,,Houten,Wethouder,male
22584804,Dhr. drs.,Th.L.N.,,,Weterings,,VVD,,Tilburg,Burgemeester,unknown
94886,Dhr.,M.A.F.H.,,Marcel,van den Hoven,,CDA,,Tilburg,Fractievoorzitter,male
132719,Dhr.,P.W.H.C.,,Peter,van Gool,,D66,,Tilburg,Fractievoorzitter,male
21651028,Dhr.,P.C.M.,,Paulus,Oerlemans,,GroenLinks,,Tilburg,Fractievoorzitter,male
135167,Dhr.,F.J.C.M.,,Frans,van Aarle,,Lokaal Tilburg,,Tilburg,Fractievoorzitter,male
119863,Dhr.,H.A.J.,,,Smolders,,LST,,Tilburg,Fractievoorzitter,unknown
119864,Dhr.,J.P.H.,,Jan,van Beurden,,OPA,,Tilburg,Fractievoorzitter,male
135168,Dhr.,Y.,,,Ãelik,,PvdA,,Tilburg,Fractievoorzitter,unknown
135169,Mw.,F.C.C.M.,,Fráncy,van Iersel,,SP,,Tilburg,Fractievoorzitter,female
135170,Dhr.,C.A.R.,,,Seij,,Tilburgse Volks Partij,,Tilburg,Fractievoorzitter,unknown
119865,Mw.,L.E.C.P.M.,,Linda,Oerlemans,,Voor Tilburg,,Tilburg,Fractievoorzitter,female
132722,Dhr.,Y.,,,Balkaya,,VSP,,Tilburg,Fractievoorzitter,unknown
21651042,Dhr.,A.J.M.,,Jeroen,van Dijk,,VVD,,Tilburg,Fractievoorzitter,male
127126,Dhr. mr.,B.R.,,,Vries,,D66,,Tilburg,Locoburgemeester,unknown
20271533,Dhr. mr.,G.J.C.M.,,,Vrenken,,,,Tilburg,Raadsgriffier,unknown
119868,Dhr.,J.F.M.,,Joost,van Puijenbroek,,CDA,,Tilburg,Raadslid,male
76477,Dhr.,M.A.F.H.,,Marcel,van den Hoven,,CDA,,Tilburg,Raadslid,male
132724,Dhr.,M.M.,,Marti,de Brouwer,,CDA,,Tilburg,Raadslid,male
119870,Dhr.,R.A.M.,,,Valk,,CDA,,Tilburg,Raadslid,unknown
132726,Mw.,C.C.J.T.,,,van Berkel,,CDA,,Tilburg,Raadslid,unknown
132756,Dhr.,E.J.M.,,Erik,Blommestijn,,D66,,Tilburg,Raadslid,male
119872,Dhr.,J.A.G.,,Jan,Stoop,,D66,,Tilburg,Raadslid,male
128302,Dhr.,J.J.V.D.M.,,Jan,van Esch,,D66,,Tilburg,Raadslid,male
87610,Dhr.,P.W.H.C.,,Peter,van Gool,,D66,,Tilburg,Raadslid,male
132727,Mw.,A.,,Anneke,Dunning,,D66,,Tilburg,Raadslid,female
126947,Mw.,E.P.J.M.,,Beppie,Smit,,D66,,Tilburg,Raadslid,female
82314,Mw.,M.A.W.,,Mieke,Heuvelmans-van Leuven,,D66,,Tilburg,Raadslid,female
132728,Mw.,S.F.,,Stefanie,Vatta,,D66,,Tilburg,Raadslid,female
119873,Mw.,S.R.,,Sedi,van Loon,,D66,,Tilburg,Raadslid,female
132725,Mw.,C.,,,Dankers,,Fractie CD,,Tilburg,Raadslid,unknown
77100,Dhr.,A,,,Yenice,,GroenLinks,,Tilburg,Raadslid,unknown
91826,Dhr.,P.C.M.,,Paulus,Oerlemans,,GroenLinks,,Tilburg,Raadslid,male
119874,Mw.,N.C.H.,,Nathalie,Nijs,,GroenLinks,,Tilburg,Raadslid,female
135171,Dhr.,F.J.C.M.,,Frans,van Aarle,,Lokaal Tilburg,,Tilburg,Raadslid,male
131628,Dhr.,C.J.,,,van Dijk,,LST,,Tilburg,Raadslid,unknown
119877,Dhr.,H.A.J.,,,Smolders,,LST,,Tilburg,Raadslid,unknown
122298,Dhr.,P.H.J.M.,,,van den Hoven,,LST,,Tilburg,Raadslid,unknown
119878,Dhr.,W.J.F.,,,van den Bogaard,,LST,,Tilburg,Raadslid,unknown
132731,Mw.,A.C.M.,,,van Huffel,,LST,,Tilburg,Raadslid,unknown
119879,Dhr.,J.P.H.,,Jan,van Beurden,,OPA,,Tilburg,Raadslid,male
128305,Dhr.,A.A.M.,,Auke,Blaauwbroek,,PvdA,,Tilburg,Raadslid,male
134243,Dhr.,G.,,,Sluijter,,PvdA,,Tilburg,Raadslid,unknown
135304,Dhr. mr.,A.P.M.,,Guus,Sluijter,,PvdA,,Tilburg,Raadslid,male
77103,Dhr.,O.,,,Baytemir,,PvdA,,Tilburg,Raadslid,unknown
132732,Dhr.,Y.,,,Ãelik,,PvdA,,Tilburg,Raadslid,unknown
119881,Mw.,P.L.R.,,Bea,Mieris,,PvdA,,Tilburg,Raadslid,female
135305,Dhr.,B.A.H.,,Bob,Jansen,,SP,,Tilburg,Raadslid,male
135306,Dhr.,C.W.R.M.,,,van Ham,,SP,,Tilburg,Raadslid,unknown
132734,Dhr.,H.H.F.,,Henri,Mandemaker,,SP,,Tilburg,Raadslid,male
119882,Dhr.,M.J.M.,,,Antens,,SP,,Tilburg,Raadslid,unknown
132735,Mw.,F.C.C.M.,,Fráncy,van Iersel,,SP,,Tilburg,Raadslid,female
132736,Mw.,N.H.M.,,,van Hoof,,SP,,Tilburg,Raadslid,unknown
135172,Dhr.,C.A.R.,,,Seij,,Tilburgse Volks Partij,,Tilburg,Raadslid,unknown
119886,Mw.,L.E.C.P.M.,,Linda,Oerlemans,,Voor Tilburg,,Tilburg,Raadslid,female
132647,Dhr.,Y.,,,Balkaya,,VSP,,Tilburg,Raadslid,unknown
132737,Dhr.,A.J.M.,,Jeroen,van Dijk,,VVD,,Tilburg,Raadslid,male
132739,Dhr.,R.G.J.,,,Lauwerier,,VVD,,Tilburg,Raadslid,unknown
76501,Mw.,C.B.M.E.,,Cecile,Franssen,,VVD,,Tilburg,Raadslid,female
134244,Mw.,J.N.,,,Gerssen,,VVD,,Tilburg,Raadslid,unknown
132740,Mw.,N.E.C.W.J.A.,,,de Kort,,VVD,,Tilburg,Raadslid,unknown
20271588,Dhr. drs.,M.J.M.,,,Meijs,,,,Tilburg,Secretaris,unknown
91831,Dhr. drs.,E.,,Erik,de Ridder,,CDA,,Tilburg,Wethouder,male
110491,Dhr. mr.,B.R.,,,Vries,,D66,,Tilburg,Wethouder,unknown
20271598,Mw.,M.,,,Hendrickx,,D66,,Tilburg,Wethouder,unknown
127129,Dhr.,M.,,,Jacobs,,GroenLinks,,Tilburg,Wethouder,unknown
127130,Dhr.,J.M.A.,,,Kokke,,SP,,Tilburg,Wethouder,unknown
118849,Dhr. mr.,J.H.C.,,,van Zanen,,VVD,,Utrecht,Burgemeester,unknown
116583,Dhr. drs.,A,,,van Waveren,,CDA,,Utrecht,Fractievoorzitter,unknown
123361,Dhr.,M.,,Maarten,van Ooijen,,ChristenUnie,,Utrecht,Fractievoorzitter,male
106621,Dhr. drs.,N.J.,,Klaas,Verschuure,,D66,,Utrecht,Fractievoorzitter,male
115406,Mw.,A.H.,,Heleen,de Boer,,GroenLinks,,Utrecht,Fractievoorzitter,female
123362,Mw.,E.M.,,Eva,van Esch,,Partij voor de Dieren,,Utrecht,Fractievoorzitter,female
20958720,Dhr. drs.,R.,,Ruben,Post,,PvdA,,Utrecht,Fractievoorzitter,male
79932,Dhr.,T.W.,,Tim,Schipper,,SP,,Utrecht,Fractievoorzitter,male
128419,Dhr.,C.H.,,Cees,Bos,,Stadsbelang Utrecht,,Utrecht,Fractievoorzitter,male
135378,Mw.,R.,,,Freytag,,Student & Starter,,Utrecht,Fractievoorzitter,unknown
124538,Dhr. drs.,D.N.E.A.,,Dimitri,Gilissen,,VVD,,Utrecht,Fractievoorzitter,male
127187,Dhr. mr. drs.,V.,,Victor,Everhardt,,D66,,Utrecht,Locoburgemeester,male
20271447,Mw. mr.,M.,,,van Hall,,,,Utrecht,Raadsgriffier,unknown
94194,Dhr. drs.,A,,,van Waveren,,CDA,,Utrecht,Raadslid,unknown
123366,Dhr.,L.J.,,Bert-Jan,Brussaard,,CDA,,Utrecht,Raadslid,male
123367,Mw.,M.T.,,,Metaal-Froon,,CDA,,Utrecht,Raadslid,unknown
123368,Dhr.,M.,,Maarten,van Ooijen,,ChristenUnie,,Utrecht,Raadslid,male
123369,Mw.,G.J.,,Jolande,Uringa,,ChristenUnie,,Utrecht,Raadslid,female
123370,Dhr. drs.,B.,,Bas,Meijer,,D66,,Utrecht,Raadslid,male
76935,Dhr. drs.,N.J.,,Klaas,Verschuure,,D66,,Utrecht,Raadslid,male
20958744,Dhr.,H.J.J.M.,,Has,Bakker,,D66,,Utrecht,Raadslid,male
134828,Dhr.,I.,,,te Ronde,,D66,,Utrecht,Raadslid,unknown
76934,Dhr.,J.A.,,Arjan,Kleuver,,D66,,Utrecht,Raadslid,male
123372,Dhr.,M.A.,,Maarten,Koning,,D66,,Utrecht,Raadslid,male
89194,Dhr. mr.,L.A.,,Lars,Roodenburg,,D66,,Utrecht,Raadslid,male
123373,Mw.,A.,,Anne-Marijke,Podt,,D66,,Utrecht,Raadslid,female
123374,Mw.,A.C.,,Aline,Knip,,D66,,Utrecht,Raadslid,female
123375,Mw.,J.,,Jony,Ferket,,D66,,Utrecht,Raadslid,female
115411,Mw.,S.,,,Bas,,D66,,Utrecht,Raadslid,unknown
134829,Mw.,S.,,,Schilderman,,D66,,Utrecht,Raadslid,unknown
76944,Dhr.,P.,,Pepijn,Zwanenberg,,GroenLinks,,Utrecht,Raadslid,male
76945,Dhr.,P.H.,,Peter,van Corler,,GroenLinks,,Utrecht,Raadslid,male
76946,Dhr.,S.,,Steven,de Vries,,GroenLinks,,Utrecht,Raadslid,male
123377,Dhr.,T.IJ.W.,,Thijs,Weistra,,GroenLinks,,Utrecht,Raadslid,male
76947,Mw.,A.H.,,Heleen,de Boer,,GroenLinks,,Utrecht,Raadslid,female
118037,Mw. dr.,B.P.,,,Paardekooper,,GroenLinks,,Utrecht,Raadslid,unknown
123378,Mw. drs. ing.,M.J.S.,,,Bollen,,GroenLinks,,Utrecht,Raadslid,unknown
123379,Mw.,M.,,,de Regt,,GroenLinks,,Utrecht,Raadslid,unknown
123380,Mw.,T.M.,,,Scally,,GroenLinks,,Utrecht,Raadslid,unknown
123381,Mw.,E.M.,,Eva,van Esch,,Partij voor de Dieren,,Utrecht,Raadslid,female
76953,Dhr.,B.,,,Isik,,PvdA,,Utrecht,Raadslid,unknown
128945,Dhr. drs.,R.,,Ruben,Post,,PvdA,,Utrecht,Raadslid,male
20958771,Dhr.,E.,,,Derks,,PvdA,,Utrecht,Raadslid,unknown
115413,Mw.,B.,,,Dibi,,PvdA,,Utrecht,Raadslid,unknown
76958,Mw.,K.,,,Bouazani,,PvdA,,Utrecht,Raadslid,unknown
131173,Dhr.,M.E.J.,,Michel,Eggermont,,SP,,Utrecht,Raadslid,male
76963,Dhr.,T.W.,,Tim,Schipper,,SP,,Utrecht,Raadslid,male
135379,Mw. drs.,N.M.,,Nicole,van Gemert,,SP,,Utrecht,Raadslid,female
123384,Mw.,H.,,Hilde,Koelmans,,SP,,Utrecht,Raadslid,female
128420,Dhr.,C.H.,,Cees,Bos,,Stadsbelang Utrecht,,Utrecht,Raadslid,male
135380,Dhr.,S.,,Stephan,Oost,,Stadsbelang Utrecht,,Utrecht,Raadslid,male
135381,Mw.,R.,,,Freytag,,Student & Starter,,Utrecht,Raadslid,unknown
76966,Dhr.,A.G.,,André,van Schie,,VVD,,Utrecht,Raadslid,male
94139,Dhr. drs.,D.N.E.A.,,Dimitri,Gilissen,,VVD,,Utrecht,Raadslid,male
134228,Dhr.,L.,,,van Eijndhoven,,VVD,,Utrecht,Raadslid,unknown
123389,Mw.,Q.M.,,Queeny-Aimée,Rajkowski,,VVD,,Utrecht,Raadslid,female
20271500,Mw. drs.,G.G.H.M.,,,Haanen,MBA,,,Utrecht,Secretaris,unknown
84372,Dhr. ir.,J.,,Jeroen,Kreijkamp,,D66,,Utrecht,Wethouder,male
84373,Dhr. mr. drs.,V.,,Victor,Everhardt,,D66,,Utrecht,Wethouder,male
132603,Dhr. mr. drs.,K.,,Kees,Diepeveen,,GroenLinks,,Utrecht,Wethouder,male
127189,Mw.,L.,,,van Hooijdonk,,GroenLinks,,Utrecht,Wethouder,unknown
127191,Dhr. ir.,P.F.C.,,Paulus,Jansen,,SP,,Utrecht,Wethouder,male
127192,Dhr. drs.,C.A.,,Kees,Geldof,,VVD,,Utrecht,Wethouder,male
133705,Dhr. ing.,B.,,,van de Weerd,,SGP,,Nunspeet,Burgemeester,unknown
131060,Dhr.,H.,,,Junte,,Algemeen Belang Nunspeet,,Nunspeet,Fractievoorzitter,unknown
84995,Dhr.,J.,,Koos,Meijer,,CDA,,Nunspeet,Fractievoorzitter,male
133378,Dhr.,E.,,Evert,Leusink,,ChristenUnie,,Nunspeet,Fractievoorzitter,male
129274,Dhr.,H.J.,,Henry,Stulen,,Gemeentebelang,,Nunspeet,Fractievoorzitter,male
84998,Dhr.,M.W.,,,Verheijdt,,PvdA,,Nunspeet,Fractievoorzitter,unknown
84999,Dhr.,C.,,Chris,Stoffer,,SGP,,Nunspeet,Fractievoorzitter,male
131658,Dhr.,B.G.,,Ben,ten Wolde,,VVD,,Nunspeet,Fractievoorzitter,male
132654,Dhr.,G.,,Gert,van den Berg,,ChristenUnie,,Nunspeet,Locoburgemeester,male
20271387,Dhr. mr.,A.,,,Heijkamp,,,,Nunspeet,Raadsgriffier,unknown
131062,Dhr.,H.,,,Junte,,Algemeen Belang Nunspeet,,Nunspeet,Raadslid,unknown
85002,Dhr.,J.,,Koos,Meijer,,CDA,,Nunspeet,Raadslid,male
121333,Dhr.,K.M.,,Karel,van Bronswijk,,CDA,,Nunspeet,Raadslid,male
106903,Dhr.,E.,,Evert,Leusink,,ChristenUnie,,Nunspeet,Raadslid,male
77923,Dhr.,G.,,Bertus,Schouten,,ChristenUnie,,Nunspeet,Raadslid,male
128378,Dhr.,K.,,Klaas,van Harten,,ChristenUnie,,Nunspeet,Raadslid,male
121334,Mw.,I.M,,,Slaa,,ChristenUnie,,Nunspeet,Raadslid,unknown
129276,Dhr.,H.J.,,Henry,Stulen,,Gemeentebelang,,Nunspeet,Raadslid,male
133379,Dhr.,M.A.,,Martin,Mol,,Gemeentebelang,,Nunspeet,Raadslid,male
134691,Mw.,C.,,,Jansen-van de Brink,,Gemeentebelang,,Nunspeet,Raadslid,unknown
115293,Mw.,J.J.,,Julia,Vriend,,Gemeentebelang,,Nunspeet,Raadslid,female
77933,Dhr.,M.W.,,,Verheijdt,,PvdA,,Nunspeet,Raadslid,unknown
77934,Dhr.,A.T.,,Arie,van de Pol,,SGP,,Nunspeet,Raadslid,male
77935,Dhr.,C.,,Chris,Stoffer,,SGP,,Nunspeet,Raadslid,male
77936,Dhr.,G.,,Gerrit,Polinder,,SGP,,Nunspeet,Raadslid,male
131659,Dhr.,G.M.,,Gerard,Mulder,,SGP,,Nunspeet,Raadslid,male
121336,Dhr.,H.J,,,Polinder,,SGP,,Nunspeet,Raadslid,unknown
127454,Dhr.,L.A.,,Lambert,van de Weerd,,SGP,,Nunspeet,Raadslid,male
85004,Dhr.,M.,,Marcel,van Klompenburg,,SGP,,Nunspeet,Raadslid,male
131849,Dhr.,B.,,Bert,Kamp,,VVD,,Nunspeet,Raadslid,male
131660,Dhr.,B.G.,,Ben,ten Wolde,,VVD,,Nunspeet,Raadslid,male
20271417,Dhr.,J.J.,,,Kerkhof,,,,Nunspeet,Secretaris,unknown
106904,Dhr.,G.,,Gert,van den Berg,,ChristenUnie,,Nunspeet,Wethouder,male
133380,Mw.,M.W,,,Storteboom,,Gemeentebelang,,Nunspeet,Wethouder,unknown
127455,Dhr.,J.,,Jaap,Groothuis,,SGP,,Nunspeet,Wethouder,male
134483,Dhr.,L.,,Leen,van der Maas,,SGP,,Nunspeet,Wethouder,male
22611554,Mw.,C.A.A.,,,van Rhee-Oud Ammerveld,,PvdA,,Scherpenzeel,Burgemeester waarnemend,unknown
61089,Dhr.,J.A.,,Johan,Slappendel,,CDA,,Scherpenzeel,Fractievoorzitter,male
124621,Mw.,M.J.,,Marieke,van de Beek-Lindhout,,ChristenUnie,,Scherpenzeel,Fractievoorzitter,female
120754,Dhr.,A.,,,van Es,,Democraten Scherpenzeel,,Scherpenzeel,Fractievoorzitter,unknown
95843,Dhr.,H.M.,,Henk,Brons,,GemeenteBelangen Scherpenzeel,,Scherpenzeel,Fractievoorzitter,male
95594,Dhr.,J.,,Johan,Mulder,,SGP,,Scherpenzeel,Fractievoorzitter,male
65963,Dhr.,G.,,,Dijkstra,,VVD,,Scherpenzeel,Fractievoorzitter,unknown
124619,Dhr.,H.J.C.,,,Vreeswijk,,SGP,,Scherpenzeel,Locoburgemeester,unknown
20271347,Mw.,B.S.,,,van Ginkel-Schuur,,,,Scherpenzeel,Raadsgriffier,unknown
120755,Dhr.,H.A.M.,,Hein,Dekker,,CDA,,Scherpenzeel,Raadslid,male
61091,Dhr.,J.A.,,Johan,Slappendel,,CDA,,Scherpenzeel,Raadslid,male
124622,Dhr.,J.L.,,Jan,van Kampen,,CDA,,Scherpenzeel,Raadslid,male
124623,Dhr.,A.,,Aart,van de Peut,,ChristenUnie,,Scherpenzeel,Raadslid,male
120757,Mw.,M.J.,,Marieke,van de Beek-Lindhout,,ChristenUnie,,Scherpenzeel,Raadslid,female
120758,Dhr.,A.,,,van Es,,Democraten Scherpenzeel,,Scherpenzeel,Raadslid,unknown
