system_id,title,initials,first_name,given_name,last_name,suffix,party,department,municipality,role,gender
127961,Mw.,M.S.,,,Albricht,,Rosendael'74,,Rozendaal,Raadslid,unknown
20255865,Mw.,W.G.,,,Pieterse-Pook,,,,Rozendaal,Secretaris,unknown
122988,Dhr.,A.,,,Logemann,,PAK,,Rozendaal,Wethouder,unknown
122989,Dhr.,G.H.,,,van Gorkum,,Rosendael'74,,Rozendaal,Wethouder,unknown
22021777,Dhr.,J.A.M.,,,Vos,,CDA,,Eersel,Burgemeester waarnemend,unknown
124703,Mw.,H.M.L.,,,van Dooren-van Beers,,CDA,,Eersel,Fractievoorzitter,unknown
121597,Mw.,A.H.G.,,Regina,Nieboer,,D66,,Eersel,Fractievoorzitter,female
121598,Dhr.,J.W.C.M.,,,Heezemans,,Eersel Anders,,Eersel,Fractievoorzitter,unknown
88621,Dhr.,H.M.J.,,,Wijnands,,Kernbeleid,,Eersel,Fractievoorzitter,unknown
132994,Dhr.,J.F.M.,,,van Ham,,Leefbaar Eersel,,Eersel,Fractievoorzitter,unknown
133451,Dhr.,W.J.,,Wllem,de Laat,,PvdA/GroenLinks,,Eersel,Fractievoorzitter,male
88623,Dhr.,D.O.,,Dennis,Hoffland,,VVD,,Eersel,Fractievoorzitter,male
131038,Mw.,M.T.L.,,,van der Hamsvoord-Huijbers,,CDA,,Eersel,Locoburgemeester,unknown
20255788,Dhr.,J.W.G.,,,van Bree,,,,Eersel,Raadsgriffier,unknown
77112,Dhr.,A.J.A.,,André,Huijbregts,,CDA,,Eersel,Raadslid,male
124705,Dhr.,W.J.G.,,,de Win,,CDA,,Eersel,Raadslid,unknown
121599,Mw.,H.M.L.,,,van Dooren-van Beers,,CDA,,Eersel,Raadslid,unknown
121602,Dhr.,F.J.A.,,Frank,de Lau,,D66,,Eersel,Raadslid,male
121603,Dhr.,J.P.M.,,,van Boxtel,,D66,,Eersel,Raadslid,unknown
121604,Mw.,A.H.G.,,Regina,Nieboer,,D66,,Eersel,Raadslid,female
121605,Dhr.,H.J.M.,,,Beex,,Eersel Anders,,Eersel,Raadslid,unknown
121606,Dhr.,J.W.C.M.,,,Heezemans,,Eersel Anders,,Eersel,Raadslid,unknown
121607,Dhr.,S.P.G.,,,Kox,,Eersel Anders,,Eersel,Raadslid,unknown
133282,Mw.,J.J.A.M.,,,Wouters-Woestenberg,,Eersel Anders,,Eersel,Raadslid,unknown
77118,Dhr.,H.M.J.,,,Wijnands,,Kernbeleid,,Eersel,Raadslid,unknown
99123,Dhr.,J.A.C.J.,,John,Fleerakkers,,Kernbeleid,,Eersel,Raadslid,male
132995,Dhr.,J.F.M.,,,van Ham,,Leefbaar Eersel,,Eersel,Raadslid,unknown
20255809,Dhr.,D.C.H.,,Daan,van den Broek,,PvdA/GroenLinks,,Eersel,Raadslid,male
99126,Dhr.,W.J.,,Wllem,de Laat,,PvdA/GroenLinks,,Eersel,Raadslid,male
77124,Dhr.,D.O.,,Dennis,Hoffland,,VVD,,Eersel,Raadslid,male
124706,Dhr.,S.J.,,Steven,Kraaijeveld,MBA,VVD,,Eersel,Raadslid,male
20255820,Dhr.,T.,,,Offermans,,,,Eersel,Secretaris,unknown
131039,Mw.,M.T.L.,,,van der Hamsvoord-Huijbers,,CDA,,Eersel,Wethouder,unknown
124502,Mw.,L.M.,,,Sjouw,,D66,,Eersel,Wethouder,unknown
132996,Dhr.,C.A.A.A.,,,TÃ¶nissen,,PvdA-GroenLinks,,Eersel,Wethouder,unknown
134114,Dhr.,F.L.J.,,,van der Meijden,,CDA,,Laarbeek,Burgemeester,unknown
126483,Mw.,M.C.,,,Slaets-Sonneveldt,,ABL,,Laarbeek,Fractievoorzitter,unknown
129394,Dhr.,M.J.T.,,Marcel,van der Heijden,,CDA,,Laarbeek,Fractievoorzitter,male
91551,Dhr.,B.H.M.,,Ben,Swinkels,,De Werkgroep,,Laarbeek,Fractievoorzitter,male
126485,Dhr.,F.M.J.,,,Biemans,,Fractie Frans Biemans,,Laarbeek,Fractievoorzitter,unknown
91552,Mw.,M.A.H.,,,van der Zanden-Swinkels,,PNL,,Laarbeek,Fractievoorzitter,unknown
126541,Dhr.,J.H.,,Hans,Strijbosch,,PvdA,,Laarbeek,Fractievoorzitter,male
127742,Dhr.,J.H.C.M.,,,Briels,,Werkgroep Laarbeek,,Laarbeek,Locoburgemeester,unknown
20255733,Dhr.,M.L.M.,,,Heijnsbergen,,,,Laarbeek,Raadsgriffier,unknown
126542,Dhr.,J.C.M.,,,Verschuren,,ABL,,Laarbeek,Raadslid,unknown
126543,Dhr.,J.J.M.,,,Brouwers,,ABL,,Laarbeek,Raadslid,unknown
97874,Mw.,M.C.,,,Slaets-Sonneveldt,,ABL,,Laarbeek,Raadslid,unknown
129395,Dhr.,M.J.T.,,Marcel,van der Heijden,,CDA,,Laarbeek,Raadslid,male
91556,Dhr.,B.H.M.,,Ben,Swinkels,,De Werkgroep,,Laarbeek,Raadslid,male
78928,Dhr.,H.J.M.,,Erik,van Haperen,,De Werkgroep,,Laarbeek,Raadslid,male
79475,Dhr.,H.M.M.,,Rick,van Bree,,De Werkgroep,,Laarbeek,Raadslid,male
78929,Dhr.,J.P.H.,,Jos,Gruijters,,De Werkgroep,,Laarbeek,Raadslid,male
126544,Mw.,V.T.J.A.,,Veerle,van Schaijk,,De Werkgroep,,Laarbeek,Raadslid,female
126486,Dhr.,F.M.J.,,,Biemans,,Fractie Frans Biemans,,Laarbeek,Raadslid,unknown
78931,Dhr.,A.A.H.G.,,,de Groot,,PNL,,Laarbeek,Raadslid,unknown
126487,Dhr.,A.G.M.,,,van de Wijdeven,,PNL,,Laarbeek,Raadslid,unknown
79476,Dhr.,A.M.,,,Brouwers,,PNL,,Laarbeek,Raadslid,unknown
126488,Dhr.,B.M.,,,Straatman,,PNL,,Laarbeek,Raadslid,unknown
130827,Dhr.,J.B.J.A.M.,,,Hendriks,,PNL,,Laarbeek,Raadslid,unknown
79478,Dhr.,P.A.J.R.,,,Verschuuren,,PNL,,Laarbeek,Raadslid,unknown
126490,Dhr.,W.G.M.,,,van Dijk,,PNL,,Laarbeek,Raadslid,unknown
91557,Mw.,M.A.H.,,,van der Zanden-Swinkels,,PNL,,Laarbeek,Raadslid,unknown
126545,Dhr.,J.H.,,Hans,Strijbosch,,PvdA,,Laarbeek,Raadslid,male
20255761,Mw. drs.,M.J.M.,,,Meertens,,,,Laarbeek,Secretaris,unknown
78934,Dhr.,F.P.A.C.,,Frans,van Zeeland,,Algemeen Belang Laarbeek,,Laarbeek,Wethouder,male
124129,Dhr.,A.J.L.,,Tonny,Meulensteen,,CDA,,Laarbeek,Wethouder,male
124130,Mw.,G.T.,,,Buter-Raaijmakers,,PvdA,,Laarbeek,Wethouder,unknown
59534,Dhr.,J.H.C.M.,,,Briels,,Werkgroep Laarbeek,,Laarbeek,Wethouder,unknown
22482949,Mw.,J.,,,van Aart,,VVD,,Loon op Zand,Burgemeester,unknown
131134,Dhr. mr.,M.,,Marten,Krikken,,CDA,,Loon op Zand,Fractievoorzitter,male
84365,Dhr.,A.J.M.,,,van Laarhoven,,GemeenteBelangen,,Loon op Zand,Fractievoorzitter,unknown
76909,Dhr. drs.,P.J.M.,,Peter,Flohr,,PRO3,,Loon op Zand,Fractievoorzitter,male
125439,Dhr.,J.C.G.M.,,,Brekelmans,,"""VOOR LOON""",,Loon op Zand,Fractievoorzitter,unknown
132007,Dhr.,A.W.J.,,Frank,van Wel,,VVD,,Loon op Zand,Fractievoorzitter,male
127379,Dhr.,G.,,Gerard,Bruijniks,,Gemeentebelangen,,Loon op Zand,Locoburgemeester,male
20255688,Mw.,M.,,,van Minnen,,,,Loon op Zand,Raadsgriffier,unknown
132167,Dhr.,G.A.A.,,Gerben,Burgmans,,CDA,,Loon op Zand,Raadslid,male
76913,Dhr. ir.,G.J.T.J.,,Gert-Jan,van den Dries,,CDA,,Loon op Zand,Raadslid,male
120198,Dhr. mr.,M.,,Marten,Krikken,,CDA,,Loon op Zand,Raadslid,male
76914,Mw.,H.M.I.A.,,Mieke,Broeders-Habraken,,CDA,,Loon op Zand,Raadslid,female
76915,Dhr.,A.J.M.,,,van Laarhoven,,GemeenteBelangen,,Loon op Zand,Raadslid,unknown
120199,Dhr.,A.P.M.,,Jos,Groenendaal,,Gemeentebelangen,,Loon op Zand,Raadslid,male
76916,Dhr.,E.J.,,Bertus,Kemmeren,,Gemeentebelangen,,Loon op Zand,Raadslid,male
120201,Dhr.,H.J.,,Henk,van Komen,,Gemeentebelangen,,Loon op Zand,Raadslid,male
123201,Mw.,L.E.J.,,Loes,Heijs-Schouten,,Gemeentebelangen,,Loon op Zand,Raadslid,female
76923,Dhr. drs.,P.J.M.,,Peter,Flohr,,PRO3,,Loon op Zand,Raadslid,male
113180,Dhr.,J.F.A.,,Jan,van Gorkum,,PRO3,,Loon op Zand,Raadslid,male
120202,Mw.,M.P.L.,,Marianne,Verschure,,PRO3,,Loon op Zand,Raadslid,female
127381,Dhr.,B.G.M.,,,van Drunen,,"""VOOR LOON""",,Loon op Zand,Raadslid,unknown
125441,Dhr.,J.C.G.M.,,,Brekelmans,,"""VOOR LOON""",,Loon op Zand,Raadslid,unknown
122511,Mw.,P.J.C.,,,Coolegem-Jacobs,,"""VOOR LOON""",,Loon op Zand,Raadslid,unknown
88861,Dhr.,A.W.J.,,Frank,van Wel,,VVD,,Loon op Zand,Raadslid,male
120204,Dhr.,R.A.J.,,Richard,de Kort,,VVD,,Loon op Zand,Raadslid,male
76927,Mw.,J.A.M.,,,Smit-van Gijsel,,VVD,,Loon op Zand,Raadslid,unknown
120205,Mw.,S.A.C.,,Suzan,Mandemakers,,VVD,,Loon op Zand,Raadslid,female
21092078,Dhr.,C.,,,Derickx,,,,Loon op Zand,Secretaris,unknown
124086,Dhr.,C.C.J.M.,,Kees,Grootswagers,,CDA,,Loon op Zand,Wethouder,male
124087,Dhr.,G.,,Gerard,Bruijniks,,Gemeentebelangen,,Loon op Zand,Wethouder,male
125442,Dhr.,W.J.J.,,,Ligtenberg,,"""VOOR LOON""",,Loon op Zand,Wethouder,unknown
23241945,Dhr.,J.G.J.,,,Joosten,,VVD,,Dinkelland,Burgemeester,unknown
134794,Dhr.,J.H.J.,,,Meijer,,Algemeen Belang Dinkelland,,Dinkelland,Fractievoorzitter,unknown
124154,Dhr.,J.G.,,Jos,Jogems,,CDA,,Dinkelland,Fractievoorzitter,male
131622,Dhr.,A.P.M.,,Fons,Maathuis,,D66,,Dinkelland,Fractievoorzitter,male
133756,Mw.,A.M.T.,,Anita,ten Dam,,Lokaal Dinkelland,,Dinkelland,Fractievoorzitter,female
131623,Dhr.,R.M.,,Cel,Severijn,,PvdA,,Dinkelland,Fractievoorzitter,male
135235,Dhr.,M.,,Marcel,Tijink,,VVD,,Dinkelland,Fractievoorzitter,male
135236,Mw.,C.M.E.,,Ilse,Duursma-Wigger,,CDA,,Dinkelland,Locoburgemeester,female
20255628,Dhr. mr.,O.J.R.J.,,,Huitema,,,,Dinkelland,Raadsgriffier,unknown
134796,Dhr.,J.H.J.,,,Meijer,,Algemeen Belang Dinkelland,,Dinkelland,Raadslid,unknown
134797,Mw.,A.J.J.M.,,,ten Dam-Koopman,,Algemeen Belang Dinkelland,,Dinkelland,Raadslid,unknown
124159,Dhr.,A.G.A.,,Arie,Mentink,,CDA,,Dinkelland,Raadslid,male
75632,Dhr.,B.H.G.J.,,Ben,Blokhuis,,CDA,,Dinkelland,Raadslid,male
117838,Dhr. drs.,E.A.,,Edo,van Bree,,CDA,,Dinkelland,Raadslid,male
124160,Dhr.,E.H.J.,,Erik,Hemmer,,CDA,,Dinkelland,Raadslid,male
75633,Dhr.,J.G.,,Jos,Jogems,,CDA,,Dinkelland,Raadslid,male
124161,Dhr.,M.,,Michael,Geerdink,,CDA,,Dinkelland,Raadslid,male
75637,Mw.,R.E.M.,,,Breukers,,CDA,,Dinkelland,Raadslid,unknown
131624,Dhr.,A.P.M.,,Fons,Maathuis,,D66,,Dinkelland,Raadslid,male
84720,Dhr.,A.H.J.,,Berthie,Schutte,,Lokaal Dinkelland,,Dinkelland,Raadslid,male
128446,Dhr.,G.F.A.J.,,Gerard,Krabbe,,Lokaal Dinkelland,,Dinkelland,Raadslid,male
128447,Dhr.,J.G.J.,,Jos,Kienhuis,,Lokaal Dinkelland,,Dinkelland,Raadslid,male
133757,Dhr.,P.G.B.,,Patrick,Schiphorst,,Lokaal Dinkelland,,Dinkelland,Raadslid,male
75645,Mw.,A.M.T.,,Anita,ten Dam,,Lokaal Dinkelland,,Dinkelland,Raadslid,female
75647,Mw.,H.D.,,Riki,Kortink-Schiphorst,,Lokaal Dinkelland,,Dinkelland,Raadslid,female
128448,Mw.,M.C.F.,,Marie-Chantal,Metz-Bekkers,,Lokaal Dinkelland,,Dinkelland,Raadslid,female
128449,Mw.,S.C.M.,,,Vrijkorte,,Lokaal Dinkelland,,Dinkelland,Raadslid,unknown
131625,Dhr.,R.M.,,Cel,Severijn,,PvdA,,Dinkelland,Raadslid,male
124169,Dhr.,M.,,Marcel,Tijink,,VVD,,Dinkelland,Raadslid,male
20255656,Dhr. mr.,G.J.,,Gerrit,Hofmans,,VVD,,Dinkelland,Raadslid,male
21582592,Dhr.,E.,,,Grobben,,,,Dinkelland,Secretaris,unknown
123721,Mw.,C.M.E.,,Ilse,Duursma-Wigger,,CDA,,Dinkelland,Wethouder,female
134798,Dhr.,A.B.J.,,,Steggink,,Partij Onafhankelijk,,Dinkelland,Wethouder,unknown
135079,Dhr.,B.J.,,Benno,Brand,,VVD,,Dinkelland,Wethouder,male
132125,Mw.,M.C.,,,Junius,,CDA,,Hellevoetsluis,Burgemeester,unknown
84587,Mw.,C.M.,,,Meerman-van Benthem,,CDA,,Hellevoetsluis,Fractievoorzitter,unknown
121723,Mw.,M.H.C.,,Mieke,Bakker-Mantjes,,D66,,Hellevoetsluis,Fractievoorzitter,female
121918,Mw.,B.,,Bianca,Verschoor,,GroenLinks,,Hellevoetsluis,Fractievoorzitter,female
116526,Dhr.,H.,,,Kap,,IBH,,Hellevoetsluis,Fractievoorzitter,unknown
84592,Dhr.,H.T.,,,Joosten,,PvdA,,Hellevoetsluis,Fractievoorzitter,unknown
84594,Dhr.,A.J.,,Aart Jan,Spoon,,VVD,,Hellevoetsluis,Fractievoorzitter,male
134987,Mw.,M.P.,,,den Brok-Swakhoven,,IBH,,Hellevoetsluis,Locoburgemeester,unknown
20255567,Dhr.,H.J.,,,van der Wel,,,,Hellevoetsluis,Raadsgriffier,unknown
121725,Dhr.,J.,,,Rijkeboer,,CDA,,Hellevoetsluis,Raadslid,unknown
83260,Mw.,C.M.,,,Meerman-van Benthem,,CDA,,Hellevoetsluis,Raadslid,unknown
121726,Dhr.,J.G.,,,van Gilst,,D66,,Hellevoetsluis,Raadslid,unknown
121727,Mw.,M.H.C.,,Mieke,Bakker-Mantjes,,D66,,Hellevoetsluis,Raadslid,female
121919,Mw.,B.,,Bianca,Verschoor,,GroenLinks,,Hellevoetsluis,Raadslid,female
121729,Mw.,N.M.A.,,,Schnocks-Kriek,,GroenLinks,,Hellevoetsluis,Raadslid,unknown
121731,Dhr.,A.C.,,,de Jongh,,IBH,,Hellevoetsluis,Raadslid,unknown
121732,Dhr.,E.H.,,,Taal,,IBH,,Hellevoetsluis,Raadslid,unknown
84597,Dhr.,H.,,,Kap,,IBH,,Hellevoetsluis,Raadslid,unknown
121733,Dhr.,H.,,,Westbroek,,IBH,,Hellevoetsluis,Raadslid,unknown
84599,Dhr.,J.F.,,,Reumkens,,IBH,,Hellevoetsluis,Raadslid,unknown
121734,Dhr.,L.,,,van Prooijen,,IBH,,Hellevoetsluis,Raadslid,unknown
84600,Dhr.,L.E.C.,,,van Beesten,,IBH,,Hellevoetsluis,Raadslid,unknown
125076,Dhr.,M.,,,Kromhout,,IBH,,Hellevoetsluis,Raadslid,unknown
84601,Dhr.,P.,,,Schop,,IBH,,Hellevoetsluis,Raadslid,unknown
121920,Mw.,D.,,,Bezemer-van der Starre,,IBH,,Hellevoetsluis,Raadslid,unknown
121735,Mw.,J.D.,,,de Jongh-de Champs,,IBH,,Hellevoetsluis,Raadslid,unknown
84605,Dhr.,H.T.,,,Joosten,,PvdA,,Hellevoetsluis,Raadslid,unknown
121736,Dhr.,M.,,,KÃ¶se,,PvdA,,Hellevoetsluis,Raadslid,unknown
121737,Mw.,H.H.,,,Wiersma-den Dulk,,PvdA,,Hellevoetsluis,Raadslid,unknown
84608,Dhr.,A.J.,,Aart Jan,Spoon,,VVD,,Hellevoetsluis,Raadslid,male
83271,Dhr.,C.G.D.,,Cees,van Leeuwen,,VVD,,Hellevoetsluis,Raadslid,male
84609,Dhr.,E.B.,,Ed,Weeder,,VVD,,Hellevoetsluis,Raadslid,male
125077,Dhr.,R.M.,,Rob,Slavenburg,,VVD,,Hellevoetsluis,Raadslid,male
121739,Mw.,M.,,Marja,Roza-de Pijper,,VVD,,Hellevoetsluis,Raadslid,female
20255601,Dhr.,J.C.,,,Simons,,,,Hellevoetsluis,Secretaris,unknown
124132,Dhr.,H.,,,van der Velde,,CDA,,Hellevoetsluis,Wethouder,unknown
124133,Dhr.,H.,,,van Lith,,IBH,,Hellevoetsluis,Wethouder,unknown
124134,Mw.,M.P.,,,den Brok-Swakhoven,,IBH,,Hellevoetsluis,Wethouder,unknown
84613,Dhr.,P.D.,,Peter,Hofman,,VVD,,Hellevoetsluis,Wethouder,male
114463,Dhr.,A.S.,,,Scholten,,VVD,,Venlo,Burgemeester,unknown
125078,Mw.,D.S.J.,,Desirée,Thissen,,CDA,,Venlo,Fractievoorzitter,female
132106,Dhr.,F.H.T.M.,,,Aerts,,D66,,Venlo,Fractievoorzitter,male
25290,Mw.,C.W.M.,,,Hendrickx,,GroenLinks,,Venlo,Fractievoorzitter,female
125079,Dhr.,F.P.M.,,,SchatorjÃ©,,Lokale Democraten,,Venlo,Fractievoorzitter,unknown
132107,Dhr.,E.,,,Boom,,PvdA,,Venlo,Fractievoorzitter,male
125081,Dhr.,A.H.J.,,,Heerschop,,SP,,Venlo,Fractievoorzitter,unknown
135578,Dhr.,A.F.E.,,,Pieko,,VenLokaal,,Venlo,Fractievoorzitter,unknown
135579,Dhr.,P.M.G.,,Bart,Kuntzelaers,,VVD,,Venlo,Fractievoorzitter,male
113963,Dhr.,S.H.M.,,,Satijn,,VVD,,Venlo,Locoburgemeester,unknown
20255491,Dhr.,G.J.P.,,,van Soest,,,,Venlo,Raadsgriffier,unknown
135581,Dhr.,A.,,Aissa,Meziani,,CDA,,Venlo,Raadslid,male
133421,Dhr.,A.J.M.,,Ton,Drissen,,CDA,,Venlo,Raadslid,male
131608,Dhr.,R.J.,,,Hermans,,CDA,,Venlo,Raadslid,male
125085,Dhr.,T.W.G.,,Tom,Verhaegh,,CDA,,Venlo,Raadslid,male
131609,Mw.,D.,,,OruÃ§,,CDA,,Venlo,Raadslid,unknown
89434,Mw.,D.S.J.,,Desirée,Thissen,,CDA,,Venlo,Raadslid,female
135582,Mw.,M.A.H.J.,,Miriam,Duckers,,CDA,,Venlo,Raadslid,female
132108,Mw.,M.S.,,,Karaman,,CDA,,Venlo,Raadslid,unknown
71160,Dhr.,F.H.T.M.,,,Aerts,,D66,,Venlo,Raadslid,male
132109,Mw.,A.J.,,,Thommassen,,D66,,Venlo,Raadslid,female
113347,Dhr.,H.,,,van Eijck,,GroenLinks,,Venlo,Raadslid,unknown
25311,Mw.,C.W.M.,,,Hendrickx,,GroenLinks,,Venlo,Raadslid,female
127967,Dhr.,A.,,,OruÃ§,,Lokale Democraten,,Venlo,Raadslid,unknown
115678,Dhr.,F.P.M.,,,SchatorjÃ©,,Lokale Democraten,,Venlo,Raadslid,unknown
125087,Dhr.,G.,,,Yurt,,Lokale Democraten,,Venlo,Raadslid,unknown
125088,Dhr.,P.G.M.,,,van Crooij,,Lokale Democraten,,Venlo,Raadslid,unknown
125091,Dhr.,E.,,,Boom,,PvdA,,Venlo,Raadslid,male
131610,Dhr.,E.R.,,,Manders,,PvdA,,Venlo,Raadslid,unknown
133411,Dhr.,G.A.J.,,,Vervoort,,PvdA,,Venlo,Raadslid,male
71163,Dhr.,H.,,,Mallouka,,PvdA,,Venlo,Raadslid,unknown
25323,Dhr.,H.A.M.H.,,,Janssen,,PvdA,,Venlo,Raadslid,male
125092,Dhr.,J.C.G.,,,Spijksma,,PvdA,,Venlo,Raadslid,male
114021,Mw.,S.E.H.,,,Holla-Crienen,,PvdA,,Venlo,Raadslid,female
71164,Dhr.,A.H.J.,,,Heerschop,,SP,,Venlo,Raadslid,unknown
71165,Dhr.,A.P.M.A.,,,Vervoort,,SP,,Venlo,Raadslid,unknown
125094,Dhr.,W.S.,,,HÃ¼gues,,SP,,Venlo,Raadslid,unknown
125095,Mw.,P.H.,,,Raijer-Brehmer,,SP,,Venlo,Raadslid,unknown
115579,Dhr.,A.F.E.,,,Pieko,,VenLokaal,,Venlo,Raadslid,unknown
125097,Dhr.,H.J.P.A,,,Bosch,,VenLokaal,,Venlo,Raadslid,unknown
125098,Dhr.,L.M.C.,,,van den Beucken,,VenLokaal,,Venlo,Raadslid,unknown
125099,Mw.,M.W.J.,,,Schuman,,VenLokaal,,Venlo,Raadslid,unknown
71169,Dhr.,G.J.,,,Geelen,,VVD,,Venlo,Raadslid,unknown
25332,Dhr.,J.M.E.,,,Heuvelings,,VVD,,Venlo,Raadslid,unknown
117085,Dhr.,M.,,,Houba,,VVD,,Venlo,Raadslid,unknown
25333,Dhr.,M.H.,,Martin,Camp,,VVD,,Venlo,Raadslid,male
125100,Dhr.,P.M.G.,,Bart,Kuntzelaers,,VVD,,Venlo,Raadslid,male
125101,Dhr.,R.H.J.,,Rob,Pijpers,,VVD,,Venlo,Raadslid,male
125102,Mw.,J.L.S.,,,van der Velden,,VVD,,Venlo,Raadslid,unknown
134499,Mw.,W.F.H.,,,van Rijn ten Vaanholt,,VVD,,Venlo,Raadslid,unknown
133987,Dhr.,H.,,,Lamers,,CDA,,Venlo,Wethouder,unknown
70970,Dhr.,J.H.G.H.,,,Teeuwen,,CDA,,Venlo,Wethouder,unknown
125103,Mw.,V.E.R.,,,Tax,,PvdA,,Venlo,Wethouder,female
135583,,B.,,,Aldewereld,,Venlokaal,,Venlo,Wethouder,unknown
98522,Dhr.,S.H.M.,,,Satijn,,VVD,,Venlo,Wethouder,unknown
114465,Dhr.,W.,,,van den Beucken,,VVD,,Venlo,Wethouder,unknown
117302,Mw.,D.H.,,,SchmalschlÃ¤ger,,GroenLinks,,Nuth,Burgemeester,unknown
122812,Dhr.,J.L.W.H.,,,Waltmans,,Burger Belangen Nuth,,Nuth,Fractievoorzitter,unknown
122813,Dhr.,L.H.M.,,,Rijkx,,CDA,,Nuth,Fractievoorzitter,unknown
128439,Dhr.,M.M.,,,de Rijk,,GroenLinks,,Nuth,Fractievoorzitter,unknown
122814,Dhr.,P.A.,,,van Eert,,Leefbaar Nuth,,Nuth,Fractievoorzitter,unknown
122815,Dhr. mr.,J.J.A.,,,Jetten,,Lokale Partij Groot Nuth,,Nuth,Fractievoorzitter,unknown
135110,Dhr.,J.W.C.,,,Geurts,,PvdA,,Nuth,Fractievoorzitter,unknown
122817,Dhr.,H.M.J.,,,Reijnders,,Trots,,Nuth,Fractievoorzitter,unknown
128440,Dhr.,J.T.J.,,,Houbiers,,VVD,,Nuth,Fractievoorzitter,unknown
134589,Dhr.,A.J.P.M.E.,,,Slangen,,VVD,,Nuth,Locoburgemeester,unknown
20255438,Dhr.,P.J.M.,,,Boyen,,,,Nuth,Raadsgriffier,unknown
122819,Dhr.,H.J.M.,,,van de Laar,,Burger Belangen Nuth,,Nuth,Raadslid,unknown
122820,Dhr.,J.L.W.H.,,,Waltmans,,Burger Belangen Nuth,,Nuth,Raadslid,unknown
122821,Mw.,A.M.H.,,,Goossens,,Burger Belangen Nuth,,Nuth,Raadslid,unknown
132646,Dhr.,A.F.,,,Linckens,,CDA,,Nuth,Raadslid,unknown
82055,Dhr.,A.M.J.,,,KollÃ©e,,CDA,,Nuth,Raadslid,unknown
122822,Dhr.,L.H.M.,,,Rijkx,,CDA,,Nuth,Raadslid,unknown
20589567,Dhr.,J.H.M.,,,Essers,,GroenLinks,,Nuth,Raadslid,unknown
82059,Dhr.,M.M.,,,de Rijk,,GroenLinks,,Nuth,Raadslid,unknown
122823,Dhr.,P.A.,,,van Eert,,Leefbaar Nuth,,Nuth,Raadslid,unknown
81659,Mw.,C.,,,Debets,,Leefbaar Nuth,,Nuth,Raadslid,unknown
122824,Dhr. mr.,J.J.A.,,,Jetten,,Lokale Partij Groot Nuth,,Nuth,Raadslid,unknown
135111,Dhr.,J.W.C.,,,Geurts,,PvdA,,Nuth,Raadslid,unknown
122826,Dhr.,H.M.J.,,,Reijnders,,Trots,,Nuth,Raadslid,unknown
122827,Dhr.,M.,,,Meijer,,Trots,,Nuth,Raadslid,unknown
122828,Dhr.,J.T.J.,,,Houbiers,,VVD,,Nuth,Raadslid,unknown
20589581,Dhr.,L.J.H.M.,,,Pansters,,VVD,,Nuth,Raadslid,unknown
23866342,Dhr.,A.N.,,,van den Bergh,,,,Nuth,Secretaris,unknown
134792,Dhr.,A.H.M.,,,Heuts,,BurgerBelangen Nuth,,Nuth,Wethouder,unknown
135744,Dhr.,A.A.B.,,,Pluijmaekers,,Onafhankelijk,,Nuth,Wethouder,unknown
134744,dr. ir.,G.,,,Bakker,,Trost Nuth,,Nuth,Wethouder,unknown
127229,Dhr.,A.J.P.M.E.,,,Slangen,,VVD,,Nuth,Wethouder,unknown
134764,Dhr. mr.,T.P.J.,,,Bruinsma,,PvdA,,Leerdam,Burgemeester waarnemend,unknown
123058,Mw.,M.,,,Visser,,CDA,,Leerdam,Fractievoorzitter,unknown
135136,Dhr.,H.I.,,,Wolting,,ChristenUnie,,Leerdam,Fractievoorzitter,unknown
20679309,Dhr.,N.,,,Gros,,Fractie Gros,,Leerdam,Fractievoorzitter,unknown
112378,Mw.,C.,,,van 't Pad,,PvdA,,Leerdam,Fractievoorzitter,unknown
123060,Dhr.,M.,,,de Visser,,SGP,,Leerdam,Fractievoorzitter,unknown
132748,Dhr.,J.C.A.,,,van den Berg,,VHL Lokaal Leerdam,,Leerdam,Fractievoorzitter,unknown
116677,Dhr.,A.,,,van der Leest,,VVD,,Leerdam,Fractievoorzitter,unknown
134138,Dhr.,T.,,,Meijdam,,Leerdam2000,,Leerdam,Locoburgemeester,unknown
20255382,Dhr.,B.T.,,,de Winter,,,,Leerdam,Raadsgriffier,unknown
123061,Dhr.,D.A.C.,,,Golverdingen,,CDA,,Leerdam,Raadslid,unknown
85166,Dhr.,T.H.,,,van Weverwijk,,CDA,,Leerdam,Raadslid,unknown
85167,Mw.,M.,,,Visser,,CDA,,Leerdam,Raadslid,unknown
135137,Dhr.,D.J.,,,van der Hek,,ChristenUnie,,Leerdam,Raadslid,unknown
123062,Dhr.,H.I.,,,Wolting,,ChristenUnie,,Leerdam,Raadslid,unknown
112380,Dhr.,N.,,,Gros,,Fractie Gros,,Leerdam,Raadslid,unknown
123066,Dhr.,K.,,,Koyuncu,,PvdA,,Leerdam,Raadslid,unknown
20640317,Dhr.,L.P.T.,,,Verwijmeren,,PvdA,,Leerdam,Raadslid,unknown
86404,Mw.,C.,,,van 't Pad,,PvdA,,Leerdam,Raadslid,unknown
20679338,Dhr.,H.,,,Verrips,,SGP,,Leerdam,Raadslid,unknown
123068,Dhr.,M.,,,de Visser,,SGP,,Leerdam,Raadslid,unknown
133387,Dhr.,M.,,,van Genderen,,SGP,,Leerdam,Raadslid,unknown
85170,Dhr.,B.A.,,,Keskin,,VHL Lokaal Leerdam,,Leerdam,Raadslid,unknown
