"municipality","party","number","initials","given_name","last_name","gender","city"
"Heerenveen","GB Heerenveen",7,"S.J.","Sjoukje","Faber","v","Heerenveen"
"Heerenveen","GB Heerenveen",8,"A.","Sandra","Jakovljević","v","Heerenveen"
"Heerenveen","GB Heerenveen",9,"M.J.","Martin","de Jong","m","Oranjewoud"
"Heerenveen","GB Heerenveen",10,"E.W.","Eelke","Krist","m","Nieuwehorne"
"Heerenveen","GB Heerenveen",11,"M.K.","Martin","Renema","m","Terband"
"Heerenveen","GB Heerenveen",12,"J.","Jan","Hemminga","m","Akkrum"
"Heerenveen","CDA",1,"J.C.F.","Hans","Broekhuizen","m","Heerenveen"
"Heerenveen","CDA",2,"A.F.","Amarens","Reitsma","v","Heerenveen"
"Heerenveen","CDA",3,"J.","Jentje","Abma","m","Jubbega"
"Heerenveen","CDA",4,"H.T.","Hedwich","Rinkes-Hof","v","Heerenveen"
"Heerenveen","CDA",5,"B.","Bernhard","Hoekstra","m","Nes"
"Heerenveen","CDA",6,"C.J.M.","Cristel","Muitjens","v","Akkrum"
"Heerenveen","CDA",7,"T.L.","Thea","IJsselmuiden-Swillens","v","Heerenveen"
"Heerenveen","CDA",8,"K.","Karst","Breeuwsma","m","Aldeboarn"
"Heerenveen","CDA",9,"S.","Sietze","Blacquière","m","Heerenveen"
"Heerenveen","CDA",10,"J.","Janienke","Knol","v","Heerenveen"
"Heerenveen","CDA",11,"H.E.","Henk","Mulder","m","Nieuwehorne"
"Heerenveen","CDA",12,"B.H.","Berend","Mulder","m","Haskerdijken"
"Heerenveen","CDA",13,"F.","Feikje","Fokkema-Pagani","v","Heerenveen"
"Heerenveen","CDA",14,"J.","Janny","Witzenburg-Enting","v","Heerenveen"
"Heerenveen","CDA",15,"IJ.R.","IJntze","Hoekstra","m","Katlijk"
"Heerenveen","CDA",16,"J.","Jan","de Kam","m","Aldeboarn"
"Heerenveen","CDA",17,"F.J.","Frank Jan","de Graaf","m","Heerenveen"
"Heerenveen","CDA",18,"J.T.","Johan","Krijnsen","m","Heerenveen"
"Heerenveen","CDA",19,"N.J.M.","Klaas","Besseling","m","Jubbega"
"Heerenveen","CDA",20,"A.","Albert","van der Sluis","m","Heerenveen"
"Heerenveen","CDA",21,"G.","Grietje","Schregardus-Abma","v","Oudehorne"
"Heerenveen","CDA",22,"W.","Wieger","van der Wal","m","Heerenveen"
"Heerenveen","CDA",23,"J.","Jappie","Kuiper","m","Nieuwehorne"
"Heerenveen","CDA",24,"A.J.","Aize","van der Veen","m","Heerenveen"
"Heerenveen","VVD",1,"T.A.","Tjeerd","Waterlander","m","Heerenveen"
"Heerenveen","VVD",2,"M.D.","Marga","Kuipers-Jansma","v","Gersloot"
"Heerenveen","VVD",3,"J.","Jaap","van Veen","m","Nieuwehorne"
"Heerenveen","VVD",4,"I.E.E.","Ilona","Zwanenburg","v","Heerenveen"
"Heerenveen","VVD",5,"G.","Goffe","Walsweer","m","Oranjewoud"
"Heerenveen","VVD",6,"R.","Rolie","Tromp","m","Heerenveen"
"Heerenveen","VVD",7,"J.A.","Jan Anton","Koers","m","Nes"
"Heerenveen","VVD",8,"T.","Tamara","Sloothaak","v","Heerenveen"
"Heerenveen","VVD",9,"A.J.","Arie","Kramp","m","Heerenveen"
"Heerenveen","VVD",10,"R.","Rinze","Bouius","m","Heerenveen"
"Heerenveen","VVD",11,"M.J.","Marjo","Vuist","v","Heerenveen"
"Heerenveen","VVD",12,"A.","Arno","ter Hart","m","Akkrum"
"Heerenveen","VVD",13,"Q.G.","Gerard","Adema","m","Tjalleberd"
"Heerenveen","VVD",14,"M.M.C.","Marcella","Rijkschroeff-Gordon","v","Heerenveen"
"Heerenveen","VVD",15,"M.J.","Melle","de Jager","m","Heerenveen"
"Heerenveen","VVD",16,"M.A.P.","Michel","van Doorn","m","Heerenveen"
"Heerenveen","VVD",17,"N.P.A.","Nynke","Sijtsma","v","Heerenveen"
"Heerenveen","VVD",18,"M.E.","Marten","Dijkstra","m","Aldeboarn"
"Heerenveen","VVD",19,"U.G.","Ulbe","Bijlsma","m","Nes"
"Heerenveen","VVD",20,"W.F.","Erik","Schot","m","Heerenveen"
"Heerenveen","VVD",21,"J.J.","Jetteke","van den Berg - de Jong","v","Heerenveen"
"Heerenveen","VVD",22,"B.","Bram","van Kruistum","m","Heerenveen"
"Heerenveen","VVD",23,"J.","Co","Corbijn","m","Heerenveen"
"Heerenveen","VVD",24,"P.S.","Peter","Pranger","m","Heerenveen"
"Heerenveen","VVD",25,"J.","Jur","Georgius","m","Oranjewoud"
"Heerenveen","VVD",26,"W.","Wietske","van der Schaaf","v","Aldeboarn"
"Heerenveen","VVD",27,"G.M.","Gerard","van Brussel","m","Heerenveen"
"Heerenveen","VVD",28,"F.H.","Foppe","Hemminga","m","Terband"
"Heerenveen","VVD",29,"P.M.","Piet","Vellinga","m","Akkrum"
"Heerenveen","VVD",30,"S.","Siebe","Homminga","m","Heerenveen"
"Heerenveen","D66",1,"P.T.W.","Pieter","van der Mark","m","Nes"
"Heerenveen","D66",2,"R.","Rixt","de Jong","v","Haskerdijken"
"Heerenveen","D66",3,"Y.J.","Ojanne","de Vries-Chang","v","Heerenveen"
"Heerenveen","D66",4,"R.","Reinier","Sotthewes","m","Bontebok"
"Heerenveen","D66",5,"A.A.","Althea","Browne","v","Heerenveen"
"Heerenveen","D66",6,"J.F.M.","Hans","Koekkoek","m","Heerenveen"
"Heerenveen","D66",7,"J.","Jieskje","Hollander","v","Heerenveen"
"Heerenveen","D66",8,"J.M.","Jantine","Kuijpers","v","Nes"
"Heerenveen","D66",9,"T.W.","Tiemen","Stuiver","m","Heerenveen"
"Heerenveen","D66",10,"S.K.","Sybrand","van der Meulen","m","Heerenveen"
"Heerenveen","D66",11,"D.M.","Dorine","van der Veen-Piscaer","v","Oranjewoud"
"Heerenveen","D66",12,"H.L.W.","Hans","Zaadnoordijk","m","Katlijk"
"Heerenveen","D66",13,"M.","Martin","Frensel","m","Akkrum"
"Heerenveen","FNP",1,"A.","Ate","Eijer","m","Jobbegea"
"Heerenveen","FNP",2,"A.","Alette","Kleefstra","v","Nijbrêge"
"Heerenveen","FNP",3,"E.A.M.","Erik","de Swart","m","De Knipe"
"Heerenveen","FNP",4,"G.","Gosse","Spiekhout","m","it Hearrenfean"
"Heerenveen","FNP",5,"H.","Ria","Buikhuizen","v","It Hearrenfean"
"Heerenveen","FNP",6,"P.","Poppe","Hooijsma","m","Mildaam"
"Heerenveen","FNP",7,"J.","Johan","Lukkes","m","it Hearrenfean"
"Heerenveen","FNP",8,"W.","Wieger","de Roo","m","it Hearrenfean"
"Heerenveen","FNP",9,"M.","Maaike","Terpstra","v","Jobbegea"
"Heerenveen","FNP",10,"G.","Gerrit","Jansen","m","it Hearrenfean"
"Heerenveen","FNP",11,"G.A.","Germ","Hosper","m","it Hearrenfean"
"Heerenveen","FNP",12,"R.","Reina","Hooghiemster","v","Akkrum"
"Heerenveen","FNP",13,"G.","Griet","Koudenburg-Sijtsema","v","Nijhoarne"
"Heerenveen","FNP",14,"R.","Ritske","Boonstra","m","Ketlik"
"Heerenveen","FNP",15,"H.","Hendrik","de Jong","m","Tsjalbert"
"Heerenveen","FNP",16,"S.H.","Siene","Bremer","m","Jobbegea"
"Heerenveen","FNP",17,"T.","Trientsje","Saakstra","v","it Hearrenfean"
"Heerenveen","FNP",18,"H.","Hein","van der Vliet","m","it Hearrenfean"
"Heerenveen","FNP",19,"J.","Jogchem","van den Berg","m","it Hearrenfean"
"Heerenveen","FNP",20,"P.B.","Bob","Sijtsma","m","it Hearrenfean"
"Heerenveen","FNP",21,"L.","Lieuwe","Postma","m","it Hearrenfean"
"Heerenveen","FNP",22,"T.","Tineke","Bleeker","v","it Hearrenfean"
"Heerenveen","FNP",23,"H.","Hylke","Schuurmans","m","it Hearrefean"
"Heerenveen","FNP",24,"K.","Klaas","Groen","m","it Hearrenfean"
"Heerenveen","FNP",25,"G.","Grietje","Brouwer","v","Lúnbert"
"Heerenveen","FNP",26,"J.","Jan","Hof","m","it Hearrenfean"
"Heerenveen","FNP",27,"R.H.","Rein","Bakker","m","it Oranjewâld"
"Heerenveen","FNP",28,"P.","Pyt","Kramer","m","Mildaam"
"Heerenveen","FNP",29,"H.","Hendrik","ten Hoeve","m","it Hearrenfean"
"Heerenveen","ChristenUnie",1,"C.","Lia","de Heij-Nap","v","Heerenveen"
"Heerenveen","ChristenUnie",2,"K.P.","Klaas Pieter","Derks","m","Heerenveen"
"Heerenveen","ChristenUnie",3,"A.R.","Aris","Leijendekker","m","Tjalleberd"
"Heerenveen","ChristenUnie",4,"D.","Douwe","de Jong","m","Heerenveen"
"Heerenveen","ChristenUnie",5,"B.","Berend","Busstra","m","Luinjeberd"
"Heerenveen","ChristenUnie",6,"T.P.","Theo","Derks","m","Heerenveen"
"Heerenveen","ChristenUnie",7,"K.","Klazina","Bontekoe-Heerema","v","Heerenveen"
"Heerenveen","ChristenUnie",8,"H.","Harmen","Schreur","m","De Knipe"
"Heerenveen","ChristenUnie",9,"T.","Ton","Ranzijn","m","Heerenveen"
"Heerenveen","ChristenUnie",10,"J.","Johannes","Zijlstra","m","Heerenveen"
"Heerenveen","ChristenUnie",11,"G.","Gerrie","Bergsma","m","Jonkerslân"
"Heerenveen","GroenLinks",1,"G.","Gerrie","Rozema","v","Akkrum"
"Heerenveen","GroenLinks",2,"G.","Grietje","van Dijk-Nijboer","v","Heerenveen"
"Heerenveen","GroenLinks",3,"R.","Retze","van der Honing","m","Heerenveen"
"Heerenveen","GroenLinks",4,"R.E.","Remco","Klinker","m","Heerenveen"
"Heerenveen","GroenLinks",5,"J.J.","Joanneke","Haasbroek","v","Bontebok"
"Heerenveen","GroenLinks",6,"E.C.","Erwin","van den Bosch","m","Nes"
"Heerenveen","GroenLinks",7,"F.","Franke","de Ruiter","m","Heerenveen"
"Heerenveen","GroenLinks",8,"A.J.","Arend","Kolhoff","m","Heerenveen"
"Heerenveen","GroenLinks",9,"N.","Nico","Smits","m","Heerenveen"
"Heerenveen","GroenLinks",10,"S.P.","Stijn","Scholten","m","Oudeschoot"
"Heerenveen","GroenLinks",11,"A.B.","Anna Belle","van Zuijlen","v","Akkrum"
"Heerenveen","GroenLinks",12,"G.C.","Gabriëlla","Modderman","v","Heerenveen"
"Heerenveen","GroenLinks",13,"G.","Gretha","Oost","v","Nes"
"Heerenveen","GroenLinks",14,"A.R.","Bert","Kruize","m","Heerenveen"
"Heerenveen","GroenLinks",15,"E.","Elisabeth","Stellingwerf","v","Aldeboarn"
"Heerenveen","GroenLinks",16,"J.","Joanne","van Doremalen","v","Heerenveen"
"Heerenveen","GroenLinks",17,"G.","Geert","Ferwerda","m","Nieuwehorne"
"Heerenveen","GroenLinks",18,"J.","Jelte","Pasma","m","Heerenveen"
"Heerenveen","GroenLinks",19,"A.","Annie","Edens-Talsma","v","Heerenveen"
"Heerenveen","GroenLinks",20,"A.","Anne","Dijkstra","m","Akkrum"
"Heerenveen","GroenLinks",21,"A.F.","Anneke","Boxman-Klinker","v","Heerenveen"
"Heerenveen","GroenLinks",22,"S.W.S.","Sietse","van Dijk","m","Mildam"
"Heerenveen","GroenLinks",23,"J.","Jan","Vledder","m","Akkrum"
"Heerenveen","GroenLinks",24,"E.","Els","Kornelis","v","Heerenveen"
"Heerenveen","GroenLinks",25,"G.J.J.M.","Geert-Jan","Stams","m","Heerenveen"
"Heerenveen","GroenLinks",26,"A.","Anton","Bot","m","Hoornsterzwaag"
"Heerenveen","GroenLinks",27,"A.J.","André","Rijnbeek","m","Oudehorne"
"Heerenveen","Lijst 9",1,"A.B.J.","Age","Hartsuiker","m","Jubbega"
"Heerenveen","Lijst 9",2,"T.J.G.","Dirk","Tuithof","m","Bontebok"
"Heerenveen","Lijst 9",3,"J.","Jeltsje","van der Schaar","v","Heerenveen"
"Heerenveen","Lijst 9",4,"B.S.","Ben","Kolle","m","Heerenveen"
"Heerenveen","Lijst 9",5,"N.D.E.","Norbert","Bolman","m","Heerenveen"
"Heerenveen","Lijst 9",6,"I.","Ingrid","van Veen","v","Heerenveen"
"Heerenveen","Lijst 9",7,"J.","Jelle","Soet","m","Heerenveen"
"Heerenveen","SP",1,"J.","Jan","van der Veen","m","Jubbega"
"Heerenveen","SP",2,"D.","Dimph","van Ruth","v","Jubbega"
"Heerenveen","SP",3,"P.M.","Paul","Steenbergen","m","Heerenveen"
"Heerenveen","SP",4,"B.I.","Brigitte","Oudman","v","Oudeschoot"
"Heerenveen","SP",5,"E.","Evert","Tigchelaar","m","Heerenveen"
"Heerenveen","SP",6,"G.J.J.M.","Gerhard","Witteveen","m","Tjalleberd"
"Heerenveen","SP",7,"P.","Peter","van der Kooij","m","Heerenveen"
"Heerenveen","SP",8,"S.M.","Sietske","van der Veen","v","Jubbega"
"Heerenveen","SP",9,"H.","Henny","Bergsma","v","Heerenveen"
"Heerenveen","SP",10,"T.","Tomas","van der Meer","m","Vegelinsoord"
"Heerenveen","SP",11,"B.","Bertha","Grijpstra","v","Jubbega"
"Heerenveen","SP",12,"D.","Daniëlle","Boonman","v","Heerenveen"
"Heerenveen","SP",13,"B.W.","Bert","Bulthuis","m","Heerenveen"
"Heerenveen","SP",14,"A.","Annie","Jonker","v","Jubbega"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",1,"J.M.","John","Does","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",2,"C.P.M.","Carola","van 't Schip-Nieuwboer","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",3,"M.A.W.","Monique","Bankras-van der Klein","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",4,"R.H.","Rene","Schoemaker","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",5,"H.","Hilke","Verhagen","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",6,"N.F.","Francis","de Nijs-van Marle","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",7,"A.J.H.","Anita","Arissen","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",8,"F.H.J.M.","Frank","de Bont","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",9,"C.G.A.","Kees","Tesselaar","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",10,"J.","Joyce","Kabalt","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",11,"S.C.","Sytze","van der Molen","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",12,"J.M","Jos","de Vries","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",13,"R.","Rutger","Does","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",14,"S.R.","Ron","Wessels","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",15,"G.H.J.","Gerrit","van der Meer","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",16,"J.C.J.","Joy","Bulters","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",17,"R.K.","Roel","Appers","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",18,"A.C.M.","Gonnie","Munster-Klitsie","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",19,"F.","Frans","van Marle","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",20,"T.E.","Trijntje","Fuhren","v","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",21,"J.","Jan","Molendijk","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",22,"J.W.A.","Jo","Lugtenberg","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",23,"C.C.","Kees","Mertens","m","Heerhugowaard"
"Heerhugowaard","Heerhugowaardse Onafhankelijke Partij",24,"L.H.M.","Leo","Dickhoff","m","Heerhugowaard"
"Heerhugowaard","CDA",1,"G.E.","Gido","Oude Kotte","m","Heerhugowaard"
"Heerhugowaard","CDA",2,"J.S.L.","Jolanda","van Ling-Wanst","v","Heerhugowaard"
"Heerhugowaard","CDA",3,"J.H.","Jasper","John","m","Heerhugowaard"
"Heerhugowaard","CDA",4,"M.","Gea","Klercq-Glas","v","Heerhugowaard"
"Heerhugowaard","CDA",5,"M.","Marcel","Koster","m","Heerhugowaard"
"Heerhugowaard","CDA",6,"N.","Nuri","Kevek","m","Heerhugowaard"
"Heerhugowaard","CDA",7,"M.","Mirjam","Rijswijk-Swaalf","v","Heerhugowaard"
"Heerhugowaard","CDA",8,"E.E.","Eithel","Loopstok","m","Heerhugowaard"
"Heerhugowaard","CDA",9,"J.J.Q.","Joey","Kamans","m","Heerhugowaard"
"Heerhugowaard","CDA",10,"S.R.","Roman","van der Boom","m","Heerhugowaard"
"Heerhugowaard","CDA",11,"N.","Niels","Zuurbier","m","Heerhugowaard"
"Heerhugowaard","CDA",12,"F.J.J.","Frits","Zuurbier","m","Heerhugowaard"
"Heerhugowaard","CDA",13,"G.N.","Gido","Schouten","m","Heerhugowaard"
"Heerhugowaard","CDA",14,"J.L.M.","Jan","Schouten","m","Heerhugowaard"
"Heerhugowaard","CDA",15,"E.","Egbert","Klaassen","m","Heerhugowaard"
"Heerhugowaard","CDA",16,"C.J.","Chris","Schuit","m","Heerhugowaard"
"Heerhugowaard","CDA",17,"C.J.","Hans","Schuit","m","Heerhugowaard"
"Heerhugowaard","CDA",18,"N.","Nassira","Ahripou","v","Heerhugowaard"
"Heerhugowaard","CDA",19,"E.","Elly","Oude Kotte-de Jong","v","Heerhugowaard"
"Heerhugowaard","CDA",20,"M.P.H.","Matthijs","Rijswijk-Swaalf","m","Heerhugowaard"
"Heerhugowaard","CDA",21,"L.P.M.","Loek","Punt","m","Heerhugowaard"
"Heerhugowaard","CDA",22,"R.M.","Reinier","Swart","m","Heerhugowaard"
"Heerhugowaard","CDA",23,"R.","Ruud","van Ling","m","Heerhugowaard"
"Heerhugowaard","CDA",24,"R.","Ruud","Hovel","m","Heerhugowaard"
"Heerhugowaard","CDA",25,"P.H.M.","Peter","van Ingen","m","Heerhugowaard"
"Heerhugowaard","CDA",26,"J.G.","Cobi","Post-van Muiswinkel","v","Heerhugowaard"
"Heerhugowaard","CDA",27,"R.S.","Roderigh","Groenland","m","Heerhugowaard"
"Heerhugowaard","VVD",1,"V.C.M.","Monique","Stam-De Nijs","v","Heerhugowaard"
"Heerhugowaard","VVD",2,"F.","Falco","Hoekstra","m","Heerhugowaard"
"Heerhugowaard","VVD",3,"V.T.A.","Veronique","Wanst","v","Heerhugowaard"
"Heerhugowaard","VVD",4,"W.","Wesley","Boer","m","Heerhugowaard"
"Heerhugowaard","VVD",5,"A.","Alex","Harren","m","Heerhugowaard"
"Heerhugowaard","VVD",6,"F.","Femke","Lammerts","v","Heerhugowaard"
"Heerhugowaard","VVD",7,"R.E.","Robert","Vermeulen","m","Heerhugowaard"
"Heerhugowaard","VVD",8,"E.S.","Eltjo","van der Laan","m","Heerhugowaard"
"Heerhugowaard","VVD",9,"N.","Nejla","Ugur","v","Heerhugowaard"
"Heerhugowaard","VVD",10,"M.H.","Marcel","Kruijer","m","Heerhugowaard"
"Heerhugowaard","VVD",11,"K.","Kim","Bogte","v","Heerhugowaard"
"Heerhugowaard","VVD",12,"S.","Sjoerd","van der Voort","m","Heerhugowaard"
"Heerhugowaard","VVD",13,"G.J.C.","Hans","van Voskuilen","m","Heerhugowaard"
"Heerhugowaard","VVD",14,"G.","George","Boellaard","m","Heerhugowaard"
"Heerhugowaard","D66",1,"M","Michael","Feelders","m","Heerhugowaard"
"Heerhugowaard","D66",2,"D.A.","David","Gosselaar","m","Heerhugowaard"
"Heerhugowaard","D66",3,"F.G.P.","Frank","Reiber","m","Heerhugowaard"
"Heerhugowaard","D66",4,"J.R.","Rene","Vrieswijk","m","Heerhugowaard"
"Heerhugowaard","D66",5,"A.","Anja","Grim","v","Heerhugowaard"
"Heerhugowaard","D66",6,"R.","Roxy","van Dijk","v","Heerhugowaard"
"Heerhugowaard","D66",7,"W.G.J.","Jeroen","Meinders","m","Heerhugowaard"
"Heerhugowaard","D66",8,"M.E.","Marlies","Pieterse","v","Heerhugowaard"
"Heerhugowaard","D66",9,"K.","Klaas","van der Wielen","m","Heerhugowaard"
"Heerhugowaard","D66",10,"J.","Jan","Mulder","m","Heerhugowaard"
"Heerhugowaard","Senioren HHW",1,"A.M.","Annette","Valent","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",2,"J.J.","Jan","van der Starre","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",3,"J.M.","Joke","van Ruitenbeek","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",4,"W.J.","Willem-Jan","Mandersloot","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",5,"N.J.","Nico","Troost","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",6,"E.","Ellen","Kerk-Webbe","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",7,"M.F.L.","Mike","Walter","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",8,"M.I.","Marjolein","Jungbäcker","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",9,"M.","Marijke","Brouwer-Wassenaar","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",10,"M.E.","Mary","van der Valk","onbekend","Heerhugowaard"
"Heerhugowaard","Senioren HHW",11,"G.B.","Gijs","Dirkmaat","onbekend","Heerhugowaard"
"Heerhugowaard","PvdA",1,"S.","Stefan","Brau","m","Heerhugowaard"
"Heerhugowaard","PvdA",2,"I.H.","Hudson","Louis","m","Heerhugowaard"
"Heerhugowaard","PvdA",3,"J.D.","Jaap","Koppelaar","m","Heerhugowaard"
"Heerhugowaard","PvdA",4,"V.K.","Vivian","van der Weide","v","Heerhugowaard"
"Heerhugowaard","PvdA",5,"B.","Bob","Duchatteau","m","Heerhugowaard"
"Heerhugowaard","PvdA",6,"A.H.","Riet","Versteeg-Kuper","v","Heerhugowaard"
"Heerhugowaard","PvdA",7,"M.","Metin","Kadioglu","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",1,"T.J.","Trijntje Johanne","Visser-Hogeterp","v","Heerhugowaard"
"Heerhugowaard","ChristenUnie",2,"A.G.","Auke","Pool","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",3,"B.J.","Benjamin","Gillot","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",4,"S.T.","Shawkat","Hanna","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",5,"E.J.A.","Edith","Vegter","v","Heerhugowaard"
"Heerhugowaard","ChristenUnie",6,"D.C.","Daniel","Braber","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",7,"H.J.J.H.","Jaime","Huls","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",8,"P.J.A.","Pascal","Jonker","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",9,"J.S.","Jack","Barkey","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",10,"A.","Adrie","Vermeulen","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",11,"J.P.","Jan Pieter","Balder","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",12,"C.H.","Toos","Harder-van Ravensberg","v","Heerhugowaard"
"Heerhugowaard","ChristenUnie",13,"R.","Robert","van Veen","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",14,"G.M.","Gerard","Hoogeland","m","Heerhugowaard"
"Heerhugowaard","ChristenUnie",15,"A.D.","Alrik","Vos","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",1,"S.L.","Sebastian","Visser","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",2,"M.","Milo","Poland","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",3,"D.","Daan","Koopmans","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",4,"Y.","Yannick","van Amerongen","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",5,"R.J.M.","Rosina","Vreeburg","v","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",6,"F.J.","Freek","Marchal","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",7,"F.T.M.","Frans","Schrauwers","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",8,"M.","Maik","Boontjes","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",9,"M.G.","Mike","Douma","m","Heerhugowaard"
"Heerhugowaard","Nederland Duurzaam",10,"B.S.","Bart","de Vries","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",1,"C.","Christiaan","Kwint","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",2,"P.","Pieter-Jan","de Groot","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",3,"R.A.","Roy","Korbijn","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",4,"A.P.M.","Alex","Kunst","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",5,"J.P.M.","Julian","Eeken","m","Heerhugowaard"
"Heerhugowaard","GroenLinks",6,"D.","Daniëlle","Barhorst","v","Heerhugowaard"
"Heerhugowaard","GroenLinks",7,"S.","Sréta","Schrieken","v","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",1,"Y","Yusuf","Mermer","m","Alkmaar"
"Heerhugowaard","Partij voor Iedereen",2,"K","Kerem","Hançer","m","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",3,"K","Kaan","Koç","m","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",4,"O","Oğuzhan","Karayurt","m","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",5,"C","Ceren","Mermer","v","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",6,"N","Neslihan","Karayurt","v","Heerhugowaard"
"Heerhugowaard","Partij voor Iedereen",7,"O","Ogün","Yücekaş","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",1,"P.C.J.","Piet","Carnas","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",2,"M.A.W","Maurice","Bettink","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",3,"M.","Marianne","Jongejan","v","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",4,"B.L.","Laurens","Muller","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",5,"R.M.","Roy","Groen in't Woud","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",6,"R.","Ramona","Wagenaar","v","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",7,"N.L.","Nico","Carnas","m","Heerhugowaard"
"Heerhugowaard","PP Recht & Eerlijk",8,"N.H.","Nico","Arts","m","Heerhugowaard"
"Heerlen","SP",1,"RPE","Ron","Meyer","m","Heerlen"
"Heerlen","SP",2,"PMA","Peter","van Zutphen","m","Heerlen"
"Heerlen","SP",3,"YM","Yolanda","Claessens","v","Heerlen"
"Heerlen","SP",4,"JMM","Jordy","Clemens","m","Heerlen"
"Heerlen","SP",5,"CJW","Chris","Hesse","m","Heerlen"
"Heerlen","SP",6,"AMG","Anita","Hendriks-Berg","v","Heerlen"
"Heerlen","SP",7,"OWM","Olivia","Mous","v","Heerlen"
