"municipality","party","number","initials","given_name","last_name","gender","city"
"Steenbergen","CDA",15,"W.G.A.","Willy","Simons","m","Steenbergen"
"Steenbergen","CDA",16,"H.G.","Harry","van Elzakker","m","Steenbergen"
"Steenbergen","CDA",17,"C.J.M.","Cor","van Geel","m","Nieuw-Vossemeer"
"Steenbergen","CDA",18,"M.A.F.H.","Mariëtte","Onland-van Haaren","v","Steenbergen"
"Steenbergen","D66",1,"E.C.","Eric","van der Spelt","m","Steenbergen"
"Steenbergen","D66",2,"A.F.C.","Ad","Theuns","m","Steenbergen"
"Steenbergen","D66",3,"T.C.J.","Tim","Huisman","m","Dinteloord"
"Steenbergen","D66",4,"V.J.","Vincent","van den Bosch","m","Steenbergen"
"Steenbergen","D66",5,"L.C.M.","Loes","Baselier-Hamers","v","Steenbergen"
"Steenbergen","D66",6,"B.","Barry","de Wit","m","Steenbergen"
"Steenbergen","D66",7,"D.","Debbie","Hoek","v","Steenbergen"
"Steenbergen","D66",8,"R.J.M.","René","de Schutter","m","Dinteloord"
"Steenbergen","D66",9,"A.A.M.","Anita","Nuiten","v","Steenbergen"
"Steenbergen","D66",10,"J.C.M.","Jos","Akkermans","m","De Heen"
"Steenbergen","D66",11,"P.C.M.","Nell","van der Zande","v","Steenbergen"
"Steenbergen","D66",12,"J.","Jaap","van der Steen","m","Steenbergen"
"Steenbergen","D66",13,"J.L.","Jelle","Heijmans","m","Steenbergen"
"Steenbergen","D66",14,"R.C.","Robin","Hopmans","m","Steenbergen"
"Steenbergen","D66",15,"P.M.A.C.","Ellie","Verwer-Nelen","v","Dinteloord"
"Steenbergen","D66",16,"L.C.M.","Leo","Heijmans","m","Steenbergen"
"Steenbergen","Steenbergen in Beeld",1,"P.S.J.","Paul","van Nieuwenhuyzen","m","Steenbergen"
"Steenbergen","Steenbergen in Beeld",2,"E.","Esmee","de Koning","v","Steenbergen"
"Steenbergen","Steenbergen in Beeld",3,"A.M.","Sacha","Smit","v","De Heen"
"Steenbergen","Steenbergen in Beeld",4,"P.C.","Peter","de Koning","m","Steenbergen"
"Steenbergen","Steenbergen in Beeld",5,"J.P.A.","Jan","Huijsmans","m","Dinteloord"
"Steenbergen","Steenbergen in Beeld",6,"S.","Sherda","de Koning","v","Steenbergen"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",1,"O.","Oene","Akkerman","m","Oldemarkt"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",2,"A.G.","André","Bus","m","Paasloo"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",3,"C.","Ina","Haveman-Regeling","v","Onna"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",4,"H.","Helmich","Ruitenberg","m","Giethoorn"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",5,"A.","Abe","Dijkstra","m","Oldemarkt"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",6,"E.J.E.","Erik","Dahmen","m","Vollenhove"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",7,"J.M.","Jeannette","Top","v","Tuk"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",8,"G.","Gert","Stam","m","Belt-Schutsloot"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",9,"T.","Tinus","Holterman","m","Giethoorn"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",10,"R.","Richard","Keizer","m","Steenwijk"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",11,"B.","Bennie","Daan","m","Steenwijkerwold"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",12,"M.A.T.","Ingrid","ten Berge-op de Weegh","v","Steenwijkerwold"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",13,"T.","Thomas","Oosterkamp","m","Oldemarkt"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",14,"G.","Guus","Mooiweer","m","Sint Jansklooster"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",15,"S.","Saskia","Bijl","v","Giethoorn"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",16,"A.R.","Anja","Hof","v","Basse"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",17,"G.L.","Gijs","Krol","m","Willemsoord"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",18,"J.A.B.M.","Jos","Smit","m","Oldemarkt"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",19,"A.","Andreas","Otten","m","Tuk"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",20,"C.H.","Conny","Schiere","v","De Pol"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",21,"K.","Klaas","van der Linde","m","Sint Jansklooster"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",22,"K.","Klaas","Korthoef","m","Belt-Schutsloot"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",23,"P.J.J.","Peter","Boerman","m","Basse"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",24,"T.","Tanja","van der Meer","v","Paasloo"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",25,"T.G.","Theo","te Riele","m","Steenwijkerwold"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",26,"J.M.","Jessica","Dedden","v","Oldemarkt"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",27,"A.R.","Auke","Feenstra","m","Tuk"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",28,"H.","Henk","de Boer","m","Ossenzijl"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",29,"K.","Karlijn","Knol","v","Giethoorn"
"Steenwijkerland","BuitenGewoon Leefbaar (BGL)",30,"T.","Tiny","Bijl","v","Giethoorn"
"Steenwijkerland","PvdA",1,"T.","Trijn","Jongman-Smit","v","Vollenhove"
"Steenwijkerland","PvdA",2,"S.","Steven","Bunt","m","Giethoorn"
"Steenwijkerland","PvdA",3,"J.","Jannes","Mulder","m","Steenwijkerwold"
"Steenwijkerland","PvdA",4,"W.H.","Willem","Sommer","m","Steenwijk"
"Steenwijkerland","PvdA",5,"M.","Tinus","Wolters","m","Steenwijkerwold"
"Steenwijkerland","PvdA",6,"M.","Marko","Ferwerda","m","Steenwijk"
"Steenwijkerland","PvdA",7,"W.T.A.","Wim","Konter","m","Vollenhove"
"Steenwijkerland","PvdA",8,"R.","Roland","Logtmeijer","m","Steenwijk"
"Steenwijkerland","PvdA",9,"J.C.","Jan","Cordes","m","Tuk"
"Steenwijkerland","PvdA",10,"Y.","Yakup","Demirci","m","Steenwijk"
"Steenwijkerland","PvdA",11,"A.B.M.","Jeanette","Aukes-Veldman","v","Blankenham"
"Steenwijkerland","PvdA",12,"A.A.","Sander","Boxum","m","Blokzijl"
"Steenwijkerland","PvdA",13,"S.","Siem","Bakker","m","Wanneperveen"
"Steenwijkerland","PvdA",14,"M.","Marion","van den Berg-van der Vet","v","Oldemarkt"
"Steenwijkerland","PvdA",15,"I.","Iris","Jongman","v","Vollenhove"
"Steenwijkerland","PvdA",16,"F.E.","Floris","Huisman","m","Steenwijk"
"Steenwijkerland","PvdA",17,"A.L.","Annelies","Klinefelter-Koopmans","v","Steenwijkerwold"
"Steenwijkerland","PvdA",18,"J.","Jan","ten Klooster","m","Willemsoord"
"Steenwijkerland","PvdA",19,"B.C.","Bart","Volkers","m","Steenwijk"
"Steenwijkerland","PvdA",20,"G.","Geiske","Tol","v","Basse"
"Steenwijkerland","PvdA",21,"L.","Linda","Hofman","v","Vollenhove"
"Steenwijkerland","PvdA",22,"T.L.","Theo","van der Werf","m","Steenwijk"
"Steenwijkerland","PvdA",23,"G.","Gé","Wildeboer-Tiemes","v","Wanneperveen"
"Steenwijkerland","PvdA",24,"T.","Teun","Boxum","m","Blokzijl"
"Steenwijkerland","PvdA",25,"T.","Tinie","Nengerman","v","Steenwijk"
"Steenwijkerland","PvdA",26,"K.D.","Klaas","Prins","m","Steenwijk"
"Steenwijkerland","PvdA",27,"G.C.","Greetje","van Zanten-Blum","v","Steenwijk"
"Steenwijkerland","PvdA",28,"W.","Wil","Pit","m","Steenwijk"
"Steenwijkerland","PvdA",29,"M.","Menie","Dalstra-Kramer","v","Kallenkote"
"Steenwijkerland","PvdA",30,"J.","Janita","Gorte","v","Giethoorn"
"Steenwijkerland","PvdA",31,"L.F.","Luc","Greven","m","Steenwijk"
"Steenwijkerland","CDA",1,"J.P.","Jan","Vredenburg","m","Giethoorn"
"Steenwijkerland","CDA",2,"F.B.","Femedith","Kersjes - Holweg","v","Vollenhove"
"Steenwijkerland","CDA",3,"S.","Steven","Boersma","m","Steenwijk"
"Steenwijkerland","CDA",4,"G.","Gerrit","Vinke","m","Tuk"
"Steenwijkerland","CDA",5,"C.J.","Clazinus","Netjes","m","Steenwijk"
"Steenwijkerland","CDA",6,"J.","Jan","van Beekhuizen","m","St Jansklooster"
"Steenwijkerland","CDA",7,"J.W.","Wim","Brus","m","Giethoorn"
"Steenwijkerland","CDA",8,"R.","Rhandy","Schreur","m","Scheerwolde"
"Steenwijkerland","CDA",9,"M.","Maarten","Punt","m","Ossenzijl"
"Steenwijkerland","CDA",10,"H.","Herman","Brouwer","m","Oldemarkt"
"Steenwijkerland","CDA",11,"A.N.H.","Toon","van Galen","m","Scheerwolde"
"Steenwijkerland","CDA",12,"A.G.J.","Arnold","te Riele","m","Vollenhove"
"Steenwijkerland","CDA",13,"S.B.","Sierd","Tilma","m","Steenwijk"
"Steenwijkerland","CDA",14,"T.","Tanja","Tuenter-Hetebrij","v","Giethoorn"
"Steenwijkerland","CDA",15,"R.","Robert","Wink","m","Steenwijkerwold"
"Steenwijkerland","CDA",16,"H.","Harmen","Haasjes","m","Vollenhove"
"Steenwijkerland","CDA",17,"M.","Marianne","Slootstra-Heinen","v","Oldemarkt"
"Steenwijkerland","CDA",18,"T.G.","Ineke","de Jong","v","Tuk"
"Steenwijkerland","CDA",19,"J.H.","Johan","van Dalen","m","Blokzijl"
"Steenwijkerland","CPB",1,"J.","Jacqueline","Willemsen-Post","v","Vollenhove"
"Steenwijkerland","CPB",2,"R.","Ronnie","Lassche","m","Sint Jansklooster"
"Steenwijkerland","CPB",3,"L.","Ludwig","Lassche","m","Blokzijl"
"Steenwijkerland","CPB",4,"G.","Gidion","Hoorn","m","Wanneperveen"
"Steenwijkerland","CPB",5,"T.","Tilko","Gernaat","m","Steenwijk"
"Steenwijkerland","CPB",6,"L.J.","Luuk","Bos","m","Vollenhove"
"Steenwijkerland","CPB",7,"H.A.","Rik","Hogeterp","m","Oldemarkt"
"Steenwijkerland","CPB",8,"J.","Jack","Doeven","m","Blokzijl"
"Steenwijkerland","CPB",9,"K.D.","Kasper","de Jonge","m","Belt-Schutsloot"
"Steenwijkerland","CPB",10,"E.","Eddy","Winter","m","Vollenhove"
"Steenwijkerland","CPB",11,"S.M.","Malissa","Spans-Witte","v","Sint Jansklooster"
"Steenwijkerland","CPB",12,"J.M.","Menno","Mollema","m","Steenwijk"
"Steenwijkerland","CPB",13,"A.","Arno","Vos","m","Vollenhove"
"Steenwijkerland","CPB",14,"K.","Karlo","Naberman","m","Sint Jansklooster"
"Steenwijkerland","CPB",15,"B.","Ineke","Slot-Westenbrink","v","Wanneperveen"
"Steenwijkerland","CPB",16,"H.","Rik","van de Belt","m","Belt-Schutsloot"
"Steenwijkerland","CPB",17,"J.G.","Janneke","Knobbe-Naberman","v","Sint Jansklooster"
"Steenwijkerland","CPB",18,"P.","Peter","Spans","m","Vollenhove"
"Steenwijkerland","CPB",19,"J.C.","Jolanda","Lassche-Mondria","v","Sint Jansklooster"
"Steenwijkerland","CPB",20,"H.A.","Karin","Hakvoort-Wouters","v","Blankenham"
"Steenwijkerland","CPB",21,"L.","Luut","van Dalen","m","Sint Jansklooster"
"Steenwijkerland","CPB",22,"W.","Wilma","Rook","v","Vollenhove"
"Steenwijkerland","CPB",23,"S.","Steven","de Jonge","m","Blokzijl"
"Steenwijkerland","CPB",24,"K.J.A.","Karla","Koelma","v","Blankenham"
"Steenwijkerland","CPB",25,"H.","Hiske","van Driel","v","Vollenhove"
"Steenwijkerland","CPB",26,"F.","Freddy","ten Wolde","m","Belt-Schutsloot"
"Steenwijkerland","CPB",27,"R.","Richard","van Benthem","m","Sint Jansklooster"
"Steenwijkerland","CPB",28,"T.","Trijntje","Halfmouw","v","Belt-Schutsloot"
"Steenwijkerland","CPB",29,"J.","Jaap","Heetebrij","m","Sint Jansklooster"
"Steenwijkerland","CPB",30,"W.","Wilma","van Benthem","v","Vollenhove"
"Steenwijkerland","CPB",31,"E.","Egbert","Lassche","m","Sint Jansklooster"
"Steenwijkerland","CPB",32,"J.H.","Joop","Ouderling","m","Vollenhove"
"Steenwijkerland","CPB",33,"G.","Geuje","Rook","m","Sint Jansklooster"
"Steenwijkerland","CPB",34,"A.","Aalt","de Jonge","m","Belt-Schutsloot"
"Steenwijkerland","CPB",35,"E.","Evert","Drogt","m","Sint Jansklooster"
"Steenwijkerland","CPB",36,"J.","Jan","Hoefman","m","Oldemarkt"
"Steenwijkerland","VVD",1,"M.J.A.","Miriam","Slomp - Dekkers","v","Giethoorn"
"Steenwijkerland","VVD",2,"A.W.","Wim","Stapel","m","Eesveen"
"Steenwijkerland","VVD",3,"A.M.","Bram","Harmsma","m","Steenwijk"
"Steenwijkerland","VVD",4,"J.","Jeroen","van Duijvenvoorde","m","Blokzijl"
"Steenwijkerland","VVD",5,"J.","Jeroen","Ziel","m","Sint Jansklooster"
"Steenwijkerland","VVD",6,"G.J.","Gert","Brommer","m","Tuk"
"Steenwijkerland","VVD",7,"L.","Luciënne","Middelhof","v","Vollenhove"
"Steenwijkerland","VVD",8,"E.","Bert","Beltman","m","Tuk"
"Steenwijkerland","VVD",9,"R.","Rhoda","van Eeden","v","Giethoorn"
"Steenwijkerland","VVD",10,"M.P.","Maurice","Bennen","m","Zuidveen"
"Steenwijkerland","VVD",11,"J.R.","Jurjen","Rienmeyer","m","Kalenberg"
"Steenwijkerland","VVD",12,"P.W.","Peter","Boender","m","Giethoorn"
"Steenwijkerland","VVD",13,"J.W.","Johan","Terpstra","m","Steenwijk"
"Steenwijkerland","VVD",14,"A.G.J.M.","André","Hammer","m","Vollenhove"
"Steenwijkerland","VVD",15,"L.","Leo","Pries","m","Tuk"
"Steenwijkerland","VVD",16,"J.M.","Jetty","van der Vegt - de Boer","v","Kuinre"
"Steenwijkerland","VVD",17,"E.","Elly","Lobers - Wijnia","v","Giethoorn"
"Steenwijkerland","VVD",18,"H.","Hendrik","Nijdam","m","Blokzijl"
"Steenwijkerland","VVD",19,"R.","Ruud","Ross","m","Basse"
"Steenwijkerland","VVD",20,"J.","Jan","Hogenberg","m","Scheerwolde"
"Steenwijkerland","VVD",21,"B.J.","Bouwe","Bakker","m","Sint Jansklooster"
"Steenwijkerland","VVD",22,"F.H.","Frans","Brandsma","m","Steenwijkerwold"
"Steenwijkerland","VVD",23,"J.","Hans","Hagendijk","m","Blokzijl"
"Steenwijkerland","VVD",24,"G.M.","Margé","Kamminga - van Rozen","v","Wetering"
"Steenwijkerland","VVD",25,"F.K.L.","Karst","Spijkervet","m","Wanneperveen"
"Steenwijkerland","VVD",26,"W.B.","Wirt","Groen","m","Steenwijk"
"Steenwijkerland","VVD",27,"I.A.","Ineke","Bakker","v","Blokzijl"
"Steenwijkerland","VVD",28,"G.C.","Bertine","Kuperus - Hartink","v","Steenwijk"
"Steenwijkerland","D66",1,"T.C.M.","Theo","Versteeg","m","Paasloo"
"Steenwijkerland","D66",2,"E.H.","Emmy","Elgersma","v","Eesveen"
"Steenwijkerland","D66",3,"M.W.","Minze","Leistra","m","Steenwijk"
"Steenwijkerland","D66",4,"T.H.","Thom","de Vries","m","Kalenberg"
"Steenwijkerland","D66",5,"J.W.","Jan Willem","van Dalen","m","Steenwijk"
"Steenwijkerland","D66",6,"J.H.","Harrie","te Raa","m","Blankenham"
"Steenwijkerland","D66",7,"A.A.J.","Aad","van der Linde","m","Giethoorn"
"Steenwijkerland","D66",8,"J.","Jos","Mooijweer","m","Blokzijl"
"Steenwijkerland","D66",9,"M.","Marjolein","Thoma","v","Steenwijk"
"Steenwijkerland","D66",10,"E.","Edgar","Vernooij","m","Steenwijk"
"Steenwijkerland","D66",11,"G.","Grieko","van Dijk","m","Tuk"
"Steenwijkerland","D66",12,"A.J.","Arjun","van der Dussen","m","Kalenberg"
"Steenwijkerland","D66",13,"A.F.","Anton","Fakkert","m","Steenwijk"
"Steenwijkerland","D66",14,"H.P.","Henk","Houter","m","Steenwijkerwold"
"Steenwijkerland","D66",15,"A.M.","Antoinette","Langedijk e/v Versteeg","v","Paasloo"
"Steenwijkerland","ChristenUnie",1,"M.","Marcel","Scheringa","m","Sint Jansklooster"
"Steenwijkerland","ChristenUnie",2,"J.G.","Jantina","Drijfhout-Alkema","v","Steenwijk"
"Steenwijkerland","ChristenUnie",3,"H.J.","Henk","Boxum","m","Sint Jansklooster"
"Steenwijkerland","ChristenUnie",4,"N.","Niels","Benus-van den Born","m","Steenwijk"
"Steenwijkerland","ChristenUnie",5,"P.F.","Peter Frank","van Benthem","m","Sint Jansklooster"
"Steenwijkerland","ChristenUnie",6,"L.","Lammie","Odink-de Jonge","v","Sint Jansklooster"
"Steenwijkerland","ChristenUnie",7,"D.","Dennis","Spans","m","Sint Jansklooster"
"Steenwijkerland","ChristenUnie",8,"C.","Cor","Lievers","m","Tuk"
"Steenwijkerland","ChristenUnie",9,"G.S.","Gerben","Kleine","m","Vollenhove"
"Steenwijkerland","ChristenUnie",10,"E.V.","Evert","Kruyswijk","m","Steenwijk"
"Steenwijkerland","ChristenUnie",11,"A.N.","Niels","Rook","m","Vollenhove"
"Steenwijkerland","ChristenUnie",12,"R.K.","Remmie","Winters","m","Eesveen"
"Steenwijkerland","ChristenUnie",13,"A.J.","Arien","Bekker-Holtland","v","Steenwijk"
"Steenwijkerland","ChristenUnie",14,"P.J.","Pieter Jan","Hummelen","m","Steenwijk"
"Steenwijkerland","ChristenUnie",15,"A.A.","Alfred","Tuin","m","Vollenhove"
"Steenwijkerland","ChristenUnie",16,"G.","Gjalt","de Haan","m","Steenwijk"
"Steenwijkerland","ChristenUnie",17,"H.J.","Hendrik Jan","Petter","m","Eesveen"
"Steenwijkerland","GROENLINKS",1,"R.","Ronald","van Vlijmen","m","Steenwijk"
"Steenwijkerland","GROENLINKS",2,"A.","Aletta","Makken","v","Steenwijk"
"Steenwijkerland","GROENLINKS",3,"F.","Fred","van der Ende","m","Kalenberg"
"Steenwijkerland","GROENLINKS",4,"I.J.","Ysbrand","Visser","m","Steenwijk"
"Steenwijkerland","GROENLINKS",5,"A.J.","Alexander","Tienstra","m","Steenwijk"
"Steenwijkerland","GROENLINKS",6,"M.M.","Martine","Koekebakker","v","Steenwijk"
"Steenwijkerland","GROENLINKS",7,"M.J.M.","Martien","Spitzen","m","Oldemarkt"
"Steenwijkerland","GROENLINKS",8,"G.","Guido","van der Veen","m","Steenwijk"
"Stein","DOS",1,"D.M.M.","Danny","Hendrix","m","Urmond"
"Stein","DOS",2,"N.T.P.","Natascha","Wingelaar","v","Stein"
"Stein","DOS",3,"P.H.","Peter","Claessen","m","Stein"
"Stein","DOS",4,"J.A.G.","Joep","Ummels","m","Elsloo"
"Stein","DOS",5,"J.J.M.","Julie","Meijers","v","Elsloo"
"Stein","DOS",6,"P.P.J.","Paul","Thomassen","m","Elsloo"
"Stein","DOS",7,"J.M.","Jorg","Driessen","m","Stein"
"Stein","DOS",8,"J.T.M.","John","Klinkenberg","m","Stein"
"Stein","DOS",9,"S.L.","Serge","Chambone","m","Elsloo"
"Stein","DOS",10,"A.C.J.","Guus","Peters","m","Elsloo"
"Stein","DOS",11,"M.M.P.","Maurice","Gransier","m","Urmond"
"Stein","DOS",12,"M.M.A.","Meddy","Goossens","v","Elsloo"
"Stein","DOS",13,"K.R.M.","Kevin","van de Wauw","m","Urmond"
"Stein","DOS",14,"E.A.M.","Els","Kengen","v","Elsloo"
"Stein","DOS",15,"M.","Cel","Thans","m","Elsloo"
"Stein","DOS",16,"D.E.J.","Denise","Gelissen","v","Elsloo"
"Stein","DOS",17,"R.L.W.","Ron","Goessens","m","Elsloo"
"Stein","DOS",18,"L.L.C.","Laurie","Gelissen","v","Elsloo"
"Stein","DOS",19,"R.","Ronald","Snippe","m","Elsloo"
"Stein","DOS",20,"L.H.H.","Louis","Kusters","m","Elsloo"
"Stein","DOS",21,"K.","Kevin","Driessen","m","Urmond"
"Stein","DOS",22,"C.E.J.","Chantal","Voskamp-Lemmens","v","Elsloo"
"Stein","DOS",23,"W.A.","Wil","Vaessen","m","Stein"
"Stein","DOS",24,"R.J.M.G.","Ron","De Rooy","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",1,"J.J.J.C.","Jack","Meijers","m","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",2,"W.J.G.","Willem","Thewissen","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",3,"J.I.J.","Nancy","Martens","v","Stein"
"Stein","Communiceren Met Burgers (CMB)",4,"J.A.M.","Joyce","Romers","v","Urmond"
"Stein","Communiceren Met Burgers (CMB)",5,"I.M.H.","Ingrid","van Es","v","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",6,"J.C.B.","Jean","de Vries","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",7,"C.J.J.","Chantal","Meijers","v","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",8,"R.M.P.H.","Rob","Haenen","m","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",9,"K.","Kyle","Hoeveler","m","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",10,"J.J.M.H.L.","Ken","Dassen","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",11,"D.M.L.M.","Daan","van Ommen","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",12,"R.J.A.H.","Rob","van der Blom","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",13,"J.T.J.","Jan","Vranken","m","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",14,"J.N.","Nico","Snackers","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",15,"M.C.J.","Marcel","de Beer","m","Urmond"
"Stein","Communiceren Met Burgers (CMB)",16,"J.J.M.","Jeroen","van Rooijen","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",17,"H.J.M.","Hub","Lamine","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",18,"J.W.A.","Jo","van Molken","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",19,"L.P.H.G.","Leon","Quix","m","Elsloo"
"Stein","Communiceren Met Burgers (CMB)",20,"P.J.A.","Nol","Lotz","m","Stein"
"Stein","Communiceren Met Burgers (CMB)",21,"H.M.H.","Huub","Driessen","m","Stein"
"Stein","CDA",1,"E.H.G.M.","Eric","Bours","m","Stein"
"Stein","CDA",2,"H.J.S.","Hub","Janssen","m","Urmond"
"Stein","CDA",3,"M.L.G.","Miriam","van Es","v","Stein"
"Stein","CDA",4,"C.S.F.","Suzanne","Cramers","v","Elsloo"
"Stein","CDA",5,"M.H.A.","Math","Horrichs","m","Urmond"
"Stein","CDA",6,"T.P.J.W.","Tom","Janssen","m","Stein"
"Stein","CDA",7,"L.H.G.M.","Leon","Aarts","m","Urmond"
"Stein","CDA",8,"C.H.A.M.","Cor","Nijpels","m","Urmond"
"Stein","CDA",9,"P.G.M.","Peter","Caelen","m","Stein"
"Stein","CDA",10,"H.L.","Leon","Tummers","m","Elsloo"
"Stein","CDA",11,"A.M.","Arno","Duckers","m","Urmond"
"Stein","CDA",12,"F.L.N.","Frans","Cramers","m","Elsloo"
"Stein","Politieke vereniging Steins Belang",1,"R.C.M.","Gina","van Mulken-van Lingen","v","Stein"
"Stein","Politieke vereniging Steins Belang",2,"N.","Noud","Claessens","m","Stein"
"Stein","Politieke vereniging Steins Belang",3,"M.C.C.","Mirjam","Driessen-Frederix","v","Urmond"
"Stein","Politieke vereniging Steins Belang",4,"P.P.J.","Paul","Lardenoije","m","Stein"
"Stein","Politieke vereniging Steins Belang",5,"A.","Anton","Roest","m","Stein"
"Stein","Politieke vereniging Steins Belang",6,"T.H.","Tom","Keulen","m","Stein"
"Stein","Politieke vereniging Steins Belang",7,"R.H.M.","Rene","Demandt","m","Stein"
"Stein","Politieke vereniging Steins Belang",8,"M.H.F.","Michel","Laven","m","Elsloo"
"Stein","Politieke vereniging Steins Belang",9,"R.W.","Rene","Gooren","m","Stein"
"Stein","Politieke vereniging Steins Belang",10,"J.","Jari","Knoops","m","Stein"
"Stein","Politieke vereniging Steins Belang",11,"J.","Joey","Stijns","m","Stein"
"Stein","Politieke vereniging Steins Belang",12,"R.J.F.M.","Resi","Conjour-Meijers","v","Stein"
"Stein","Politieke vereniging Steins Belang",13,"A.L.","Arlyn","Hoezen-Lingaya","v","Stein"
"Stein","Politieke vereniging Steins Belang",14,"T.A.","Thei","Leurs","m","Stein"
"Stein","Politieke vereniging Steins Belang",15,"M.L.P.G.","Marie-Louise","van Mulken","v","Elsloo"
"Stein","Politieke vereniging Steins Belang",16,"G.M.","Graad","Coumans","m","Stein"
"Stein","VVD",1,"F.T.M.J.","Frank","Dassen","m","Elsloo"
"Stein","VVD",2,"A.G.","Ab","Broersma","m","Elsloo"
"Stein","VVD",3,"S.J.M.","Semna","Rouschop","v","Stein"
"Stein","VVD",4,"M.J.T.","Josyane","Kremers","v","Stein"
"Stein","VVD",5,"R.C.M.","Regina","Lotz","v","Elsloo"
"Stein","VVD",6,"P.M.A.H.","Patrick","Ruijters","m","Urmond"
"Stein","VVD",7,"E.M.C.","Eva","van Mulken","v","Elsloo"
"Stein","VVD",8,"S.","Shauni","Drost","v","Nijmegen"
"Stein","VVD",9,"L.","Lotte","Leers","v","Stein"
"Stein","VVD",10,"L.E.I.","Linda","Schaafsma","v","Elsloo"
"Stein","VVD",11,"E.M.B.","Elly","Snackers","v","Stein"
"Stein","VVD",12,"D.P.W.","Dean","Coumans","m","Elsloo"
"Stein","VVD",13,"C.J.H.","Carmen","Geilen-Gelissen","v","Elsloo"
"Stein","VVD",14,"R.G.J.","Rob","Hermens","m","Hoensbroek"
"Stein","VVD",15,"P.L.C.","Peter","Salden","m","Stein"
"Stein","PvdA",1,"J.A.","Jose","Ie","v","Elsloo"
"Stein","PvdA",2,"S.","Seddik","Ghoule","m","Elsloo"
"Stein","PvdA",3,"L.H.","Helga","Heijing-Meessen","v","Stein"
"Stein","PvdA",4,"J.B.P.E.C.","Boudewijn","Janssen","m","Elsloo"
"Stein","PvdA",5,"H.H.M.","Hub","Vaessen","m","Urmond"
"Stein","PvdA",6,"R.H.W.","Ronald","Jaspar","m","Elsloo"
"Stein","PvdA",7,"M.J.P.A.","Marijke","Clerx","v","Urmond"
"Stein","Progressief Stein",1,"F.J.","Frans","van der Avert","m","Elsloo"
"Stein","Progressief Stein",2,"J.E.H.","John","Busing","m","Urmond"
"Stein","Progressief Stein",3,"G.G.M.","Guido","Devoi","m","Elsloo"
"Stein","Progressief Stein",4,"J.","Hanna","Wesselo","v","Elsloo"
"Stichtse Vecht","VVD",1,"J.W.E.","Jeroen Willem","Klomps","m","Maarssen"
"Stichtse Vecht","VVD",2,"C.J.","Jos","van Nieuwenhoven","m","Breukelen"
"Stichtse Vecht","VVD",3,"J.A.","Rianne","Beekman","v","Loenen aan de Vecht"
"Stichtse Vecht","VVD",4,"R.","Rick","Nederend","m","Maarssen"
"Stichtse Vecht","VVD",5,"A.L.","Arjan","Wisseborn","m","Breukelen"
"Stichtse Vecht","VVD",6,"P.M.E.","Pauline","Bredt-Aler","v","Maarssen"
"Stichtse Vecht","VVD",7,"B.M.","Babet","de Vries","v","Maarssen"
