gemeente_naam,gemeente_afkorting,functie_naam,medewerker_id,medewerker,medewerker_partij
Gemeente Hulst,Hulst,Raadslid,123190,Mw. C.R.J. Nijskens - de Maat,CDA
Gemeente Hulst,Hulst,Raadslid,133406,Dhr. J.F.L.M. van Eck,Fractie Jos van Eck
Gemeente Hulst,Hulst,Raadslid,123191,Dhr. J.C.P. Vereecken,Groot Hontenisse
Gemeente Hulst,Hulst,Raadslid,77491,Dhr. L.A. Mangnus,Groot Hontenisse
Gemeente Hulst,Hulst,Raadslid,77492,Dhr. M. van den  Kieboom,Groot Hontenisse
Gemeente Hulst,Hulst,Raadslid,130655,Dhr. T.J.M. Rombout,Hulst Anders
Gemeente Hulst,Hulst,Raadslid,132872,Dhr. F.J.P. Hoefnagels,Progressief Hulst
Gemeente Hulst,Hulst,Raadslid,123192,Dhr. M.A. de Maat,Progressief Hulst
Gemeente Hulst,Hulst,Raadslid,128515,Dhr. R. van Domburg,Progressief Hulst
Gemeente Hulst,Hulst,Raadslid,113231,Dhr. A.J. Saman,PvdA
Gemeente Hulst,Hulst,Raadslid,77497,Dhr. F. Smits,PvdA
Gemeente Hulst,Hulst,Raadslid,123193,Dhr. J.D.D. Weemaes,PvdA
Gemeente Hulst,Hulst,Raadslid,135135,Mw. M.H. van der Poorten,SP
Gemeente Hulst,Hulst,Raadslid,123194,Dhr. C. de Kraker,VVD
Gemeente Hulst,Hulst,Secretaris,20267257,Dhr. S. ter Wal MCM,
Gemeente Hulst,Hulst,Wethouder,124031,Dhr. J.P.E.M. Hageman,Algemeen Belang Groot Hulst
Gemeente Hulst,Hulst,Wethouder,76688,Dhr. A.A.V. TottÃ©,CDA
Gemeente Hulst,Hulst,Wethouder,34690,Dhr. F.A.D. van Driessche,Groot Hontenisse
Gemeente Hulst,Hulst,Wethouder,134444,Mw. D.J.G.M. van Damme-Fassaert,PvdA
Gemeente Oirschot,Oirschot,Burgemeester,22041600,Mw. mr. J.C.R. Keijzers-Verschelling,CDA
Gemeente Oirschot,Oirschot,Fractievoorzitter,128390,Dhr. J. van de Ven,CDA
Gemeente Oirschot,Oirschot,Fractievoorzitter,128391,Dhr. K. Timmermans,De Gewone Man
Gemeente Oirschot,Oirschot,Fractievoorzitter,128392,Mw. E. Langens-Brooimans,Dorpsvisie
Gemeente Oirschot,Oirschot,Fractievoorzitter,92488,Dhr. P. van Esch,D66
Gemeente Oirschot,Oirschot,Fractievoorzitter,128538,Mw. A. Pronk,PvdA
Gemeente Oirschot,Oirschot,Fractievoorzitter,123777,Mw. T. Cichy-van Gessel,SP
Gemeente Oirschot,Oirschot,Fractievoorzitter,123778,Mw. I. Sollewijn Gelpke-Uppelschoten,VVD
Gemeente Oirschot,Oirschot,Locoburgemeester,128388,Dhr. drs. P.A.G. Machielsen,CDA
Gemeente Oirschot,Oirschot,Raadsgriffier,20267172,Dhr. H. Struijs,
Gemeente Oirschot,Oirschot,Raadslid,131451,Dhr. H. van der  Schoot,CDA
Gemeente Oirschot,Oirschot,Raadslid,123780,Dhr. J. van de Ven,CDA
Gemeente Oirschot,Oirschot,Raadslid,128393,Dhr. M. Schoenmakers,CDA
Gemeente Oirschot,Oirschot,Raadslid,80118,Dhr. M. Timmermans,CDA
Gemeente Oirschot,Oirschot,Raadslid,123782,Dhr. J. Pijnenburg,De Gewone Man
Gemeente Oirschot,Oirschot,Raadslid,111715,Dhr. K. Timmermans,De Gewone Man
Gemeente Oirschot,Oirschot,Raadslid,123783,Dhr. P. van den Biggelaar,De Gewone Man
Gemeente Oirschot,Oirschot,Raadslid,82789,Dhr. J. van Brunschot,Dorpsvisie
Gemeente Oirschot,Oirschot,Raadslid,80126,Mw. E. Langens-Brooimans,Dorpsvisie
Gemeente Oirschot,Oirschot,Raadslid,80119,Dhr. H. Sauer,D66
Gemeente Oirschot,Oirschot,Raadslid,80120,Dhr. P. van Esch,D66
Gemeente Oirschot,Oirschot,Raadslid,128394,Mw. A. Pronk,PvdA
Gemeente Oirschot,Oirschot,Raadslid,133660,Dhr. F. van Boekhold,SP
Gemeente Oirschot,Oirschot,Raadslid,123785,Mw. S. Staffeleu,SP
Gemeente Oirschot,Oirschot,Raadslid,123786,Mw. T. Cichy-van Gessel,SP
Gemeente Oirschot,Oirschot,Raadslid,123787,Dhr. A. van de Sande,VVD
Gemeente Oirschot,Oirschot,Raadslid,80131,Mw. I. Sollewijn Gelpke-Uppelschoten,VVD
Gemeente Oirschot,Oirschot,Secretaris,20267198,Dhr. J.C.M. Michels,
Gemeente Oirschot,Oirschot,Wethouder,127153,Dhr. drs. P.A.G. Machielsen,CDA
Gemeente Oirschot,Oirschot,Wethouder,127154,Dhr. C. van Hoek,Dorpsvisie
Gemeente Oirschot,Oirschot,Wethouder,127155,Dhr. R.P.J. Daenen,PvdA
Gemeente Oirschot,Oirschot,Wethouder,127156,Dhr. F. van Hoof,SP
Gemeente Sluis,Sluis,Burgemeester,22327389,Mw. mr. M.M.D. Vermue,CDA
Gemeente Sluis,Sluis,Fractievoorzitter,133697,Dhr. J.A. Quaak,CDA
Gemeente Sluis,Sluis,Fractievoorzitter,133205,Dhr. A.H.M. Scheppers,Dorpsbelangen & Toerisme
Gemeente Sluis,Sluis,Fractievoorzitter,124771,Dhr. W.J. Huigh,D66
Gemeente Sluis,Sluis,Fractievoorzitter,89791,Dhr. F. Babijn,Lijst Babijn
Gemeente Sluis,Sluis,Fractievoorzitter,124772,Dhr. M.M. Rijk,Nieuw Gemeentebelang
Gemeente Sluis,Sluis,Fractievoorzitter,89793,Dhr. R.P. Evers,PvdA
Gemeente Sluis,Sluis,Fractievoorzitter,123245,Dhr. R.L. Eversdijk,SP
Gemeente Sluis,Sluis,Fractievoorzitter,124773,Dhr. ir. C.J. Almekinders,VVD
Gemeente Sluis,Sluis,Locoburgemeester,128318,Dhr. P.P.M. Ploegaert,CDA
Gemeente Sluis,Sluis,Raadsgriffier,20267118,Dhr. mr. P.T.G. Claeijs,
Gemeente Sluis,Sluis,Raadslid,124774,Dhr. I.J. de Hullu,CDA
Gemeente Sluis,Sluis,Raadslid,77827,Dhr. J.A. Quaak,CDA
Gemeente Sluis,Sluis,Raadslid,131800,Dhr. L Kamphuis,CDA
Gemeente Sluis,Sluis,Raadslid,133698,Mw. P.E.M. van de Vijver-van Deursen,CDA
Gemeente Sluis,Sluis,Raadslid,133206,Dhr. A. Vreeke,Dorpsbelangen & Toerisme
Gemeente Sluis,Sluis,Raadslid,79005,Dhr. A.H.M. Scheppers,Dorpsbelangen & Toerisme
Gemeente Sluis,Sluis,Raadslid,123247,Mw. M.E. Carels-Steenbergen,Dorpsbelangen & Toerisme
Gemeente Sluis,Sluis,Raadslid,124775,Dhr. W.J. Huigh,D66
Gemeente Sluis,Sluis,Raadslid,79009,Dhr. F. Babijn,Lijst Babijn
Gemeente Sluis,Sluis,Raadslid,123248,Mw. L.E. Flikweert,Lijst Babijn
Gemeente Sluis,Sluis,Raadslid,123249,Dhr. F.J.C.M. Gijsel,Nieuw Gemeentebelang
Gemeente Sluis,Sluis,Raadslid,124776,Dhr. M.M. Rijk,Nieuw Gemeentebelang
Gemeente Sluis,Sluis,Raadslid,123250,Mw. M.J. Poissonnier-Dekker,Nieuw Gemeentebelang
Gemeente Sluis,Sluis,Raadslid,79012,Dhr. R.P. Evers,PvdA
Gemeente Sluis,Sluis,Raadslid,128321,Mw. J.A. Kramer,PvdA
Gemeente Sluis,Sluis,Raadslid,123251,Dhr. R.L. Eversdijk,SP
Gemeente Sluis,Sluis,Raadslid,123252,Dhr. ir. C.J. Almekinders,VVD
Gemeente Sluis,Sluis,Raadslid,77833,Dhr. P.A.J.C. Thomaes,VVD
Gemeente Sluis,Sluis,Raadslid,124777,Mw. A.V. van Kleef,VVD
Gemeente Sluis,Sluis,Secretaris,20267146,Mw. S. de Kievit- Minnaert,
Gemeente Sluis,Sluis,Wethouder,79545,Dhr. P.P.M. Ploegaert,CDA
Gemeente Sluis,Sluis,Wethouder,124779,Mw. C.E.M. van de Vijver-Claerhoudt,Nieuw Gemeentebelang
Gemeente Sluis,Sluis,Wethouder,130861,Dhr. J. Werkman,VVD
Gemeente Grave,Grave,Burgemeester,117096,Dhr. A.M.H. Roolvink,VVD
Gemeente Grave,Grave,Fractievoorzitter,129579,Mw. E.E.M. Eigenhuijsen,Fractie Eigenhuijsen
Gemeente Grave,Grave,Fractievoorzitter,128434,Dhr. R. Bannink,VVD
Gemeente Grave,Grave,Fractievoorzitter,128433,Dhr. B.J. Peters,CDA
Gemeente Grave,Grave,Fractievoorzitter,131480,Mw. P.C. Schuts-Pennings,Keerpunt 2010
Gemeente Grave,Grave,Fractievoorzitter,128282,Dhr. D.B. Joosten,Lokale Partij Grave
Gemeente Grave,Grave,Fractievoorzitter,128284,Dhr. J.J.E. van Geest,Verenigd Progressief Grave
Gemeente Grave,Grave,Fractievoorzitter,128283,Dhr. F.A.J. Smulders,Trots Liberaal Land van Cuijk
Gemeente Grave,Grave,Locoburgemeester,128277,Mw. A.M. Henisch-Hulsman,Lokale Partij Grave
Gemeente Grave,Grave,Raadsgriffier,20267067,Mw. ing. S.A. de Best-Boere,
Gemeente Grave,Grave,Raadslid,124838,Dhr. J.H.M. Spoorendonk,CDA
Gemeente Grave,Grave,Raadslid,124840,Dhr. J.J.M. Nuijen,Lokale Partij Grave
Gemeente Grave,Grave,Raadslid,124839,Dhr. B.W.A.M. Litjens,Keerpunt 2010
Gemeente Grave,Grave,Raadslid,124842,Mw. A. Bannink,Lokale Partij Grave
Gemeente Grave,Grave,Raadslid,124841,Dhr. R.L.M. Keereweer,Lokale Partij Grave
Gemeente Grave,Grave,Raadslid,124844,Dhr. mr. L.A. Kamps,Verenigd Progressief Grave
Gemeente Grave,Grave,Raadslid,124843,Dhr. F.A.J. Smulders,Trots Liberaal Land van Cuijk
Gemeente Grave,Grave,Raadslid,88493,Dhr. R. Bannink,VVD
Gemeente Grave,Grave,Raadslid,130548,Dhr. H. Bongers,Keerpunt 2010
Gemeente Grave,Grave,Raadslid,73462,Dhr. B.J. Peters,CDA
Gemeente Grave,Grave,Raadslid,73467,Dhr. D.B. Joosten,Lokale Partij Grave
Gemeente Grave,Grave,Raadslid,73474,Mw. S.J. de Zoeten,Verenigd Progressief Grave
Gemeente Grave,Grave,Raadslid,73473,Dhr. J.J.E. van Geest,Verenigd Progressief Grave
Gemeente Grave,Grave,Raadslid,129492,Mw. E.E.M. Eigenhuijsen,Fractie Eigenhuijsen
Gemeente Grave,Grave,Raadslid,131481,Mw. P.C. Schuts-Pennings,Keerpunt 2010
Gemeente Grave,Grave,Secretaris,20267091,Dhr. J.J.L. Heerkens,
Gemeente Grave,Grave,Wethouder,124145,Dhr. J. Joon,VVD
Gemeente Grave,Grave,Wethouder,124144,Mw. A.M. Henisch-Hulsman,Lokale Partij Grave
Gemeente Grave,Grave,Wethouder,22179564,Dhr. P.H.F.M. van Dieperbeek,CDA
Gemeente Eindhoven,Eindhoven,Burgemeester,134910,Dhr. J.A. Jorritsma,VVD
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,131815,Dhr. C.P. van der Voort,BBL
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,132372,Dhr. ir. J. Rozendaal,VVD
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,127660,Dhr. J. Jansen,ChristenUnie
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,127664,Dhr. R.G.J. Reker,Lijst Pim Fortuyn
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,127663,Dhr. G.P.B.M. Geerts,Leefbaar Eindhoven
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,127665,Dhr. A.J.A. Rennenberg,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,131132,Mw. L. Hofman,CDA
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,20266960,Dhr. T.H.J. Reijnaerts,D66
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,133333,Dhr. M. Memis,SP
Gemeente Eindhoven,Eindhoven,Fractievoorzitter,133077,Dhr. R. Thijs,GroenLinks
Gemeente Eindhoven,Eindhoven,Locoburgemeester,116587,Dhr. G.C.F.M. Depla,PvdA
Gemeente Eindhoven,Eindhoven,Raadsgriffier,22645905,Mw. J. Verbruggen,
Gemeente Eindhoven,Eindhoven,Raadslid,132196,Dhr. H.P.R. Poels,SP
Gemeente Eindhoven,Eindhoven,Raadslid,131816,Dhr. C.P. van der Voort,BBL
Gemeente Eindhoven,Eindhoven,Raadslid,131819,Dhr. ir. W.G.J. Claassen,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Raadslid,21591329,Dhr. J. Hopstaken,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,131817,Dhr. E.R. Maas,BBL
Gemeente Eindhoven,Eindhoven,Raadslid,131818,Dhr. G.J.W.M. Smeets,D66
Gemeente Eindhoven,Eindhoven,Raadslid,98798,Dhr. F.A.M. Noldus,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Raadslid,120820,Dhr. C.M.J. Verbeek,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Raadslid,120819,Dhr. R. Thijs,GroenLinks
Gemeente Eindhoven,Eindhoven,Raadslid,120823,Mw. E.F. Schoumacher,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,20266993,Dhr. M. van Dorst,D66
Gemeente Eindhoven,Eindhoven,Raadslid,74504,Dhr. A.J.A. Rennenberg,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Raadslid,74503,Dhr. mr. P.P.H.A. Leenders,CDA
Gemeente Eindhoven,Eindhoven,Raadslid,133652,Dhr. J.F.A. van Zijl,GroenLinks
Gemeente Eindhoven,Eindhoven,Raadslid,133653,Dhr. K.G. Sachse,GroenLinks
Gemeente Eindhoven,Eindhoven,Raadslid,75422,Mw. drs. K. Wagt,CDA
Gemeente Eindhoven,Eindhoven,Raadslid,22608326,L.H. Oostenbrugge,SP
Gemeente Eindhoven,Eindhoven,Raadslid,75425,Dhr. R. Verkroost,D66
Gemeente Eindhoven,Eindhoven,Raadslid,133153,Dhr. J.J.M. de Jong,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,134693,Mw. C. van Bergeijk,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,134700,Dhr. E.J.H. Cols,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,75433,Dhr. R.G.J. Reker,Lijst Pim Fortuyn
Gemeente Eindhoven,Eindhoven,Raadslid,75435,Dhr. A.W.C.M. Raaijmakers,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,75438,Dhr. H. Bouteibi,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,127670,Dhr. D.J.M. Rennenberg,OuderenAppÃ¨l
Gemeente Eindhoven,Eindhoven,Raadslid,120508,Dhr. J. Jansen,ChristenUnie
Gemeente Eindhoven,Eindhoven,Raadslid,75452,Dhr. M.F. Oosterveer,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,120507,Mw. L. Hofman,CDA
Gemeente Eindhoven,Eindhoven,Raadslid,75454,Dhr. ir. J. Rozendaal,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,120510,Dhr. T.H.J. Reijnaerts,D66
Gemeente Eindhoven,Eindhoven,Raadslid,132287,Dhr. C.H.B. Weijs,CDA
Gemeente Eindhoven,Eindhoven,Raadslid,75453,Dhr. drs. M.G. Punte,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,120509,Dhr. P. Bamenga,D66
Gemeente Eindhoven,Eindhoven,Raadslid,120512,Mw. S. Lammers,GroenLinks
Gemeente Eindhoven,Eindhoven,Raadslid,120511,Mw. drs. B.L. van Benthem Jutting,D66
Gemeente Eindhoven,Eindhoven,Raadslid,120514,Dhr. mr. E.A.H.M.J. de Beaumont,Leefbaar Eindhoven
Gemeente Eindhoven,Eindhoven,Raadslid,120513,Dhr. G.P.B.M. Geerts,Leefbaar Eindhoven
Gemeente Eindhoven,Eindhoven,Raadslid,127939,"Dhr. P.J,.A. Gielen",D66
Gemeente Eindhoven,Eindhoven,Raadslid,120518,Mw. E. van Dijk,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,120517,Dhr. W.J. Overeem,PvdA
Gemeente Eindhoven,Eindhoven,Raadslid,120520,Dhr. M.J.C. Lathouwers,SP
Gemeente Eindhoven,Eindhoven,Raadslid,120519,Dhr. M. Memis,SP
Gemeente Eindhoven,Eindhoven,Raadslid,120521,Dhr. R.L.C. Caris,SP
Gemeente Eindhoven,Eindhoven,Raadslid,120523,Mw. M.C.T.M. List-de Roos,VVD
Gemeente Eindhoven,Eindhoven,Raadslid,89168,Dhr. F.J.A.G. Depla,PvdA
Gemeente Eindhoven,Eindhoven,Secretaris,20267037,Dhr. M. Wilke,
Gemeente Eindhoven,Eindhoven,Wethouder,125222,Mw. J.A. Visscher,SP
Gemeente Eindhoven,Eindhoven,Wethouder,84338,Mw. drs. M. Schreurs,D66
Gemeente Eindhoven,Eindhoven,Wethouder,132597,Dhr. drs. W.S. Seuren,D66
Gemeente Eindhoven,Eindhoven,Wethouder,118086,Dhr. Y. Torunoglu,PvdA
Gemeente Eindhoven,Eindhoven,Wethouder,135625,Dhr. J.J. Wedemeijer,SP
Gemeente Eindhoven,Eindhoven,Wethouder,134729,Mw. drs. R. Richters,GroenLinks
Gemeente Eindhoven,Eindhoven,Wethouder,89170,Dhr. G.C.F.M. Depla,PvdA
Gemeente Olst-Wijhe,Olst-Wijhe,Burgemeester,52366,Dhr. A.G.J. Strien,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,22070641,Dhr. B.J. Habers,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,120294,Mw. M. Lof,D66
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,22070650,Mw. A.E. Boerman,PvdA
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,125330,Mw. G.M.C. Hulleman-Jansen,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,125331,Dhr. J. Gerkes,VVD
Gemeente Olst-Wijhe,Olst-Wijhe,Fractievoorzitter,134556,Dhr. R.W. Kronieger,Olst-Wijhe Nieuw Liberaal
Gemeente Olst-Wijhe,Olst-Wijhe,Locoburgemeester,125332,Dhr. H.G. Engberink,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadsgriffier,20266915,Dhr. B.A. Duursema,
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,126500,Dhr. E. Dijkslag,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,22473268,Mw. J.A. Voskuil,D66
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,126501,Mw. H.S. Haverkate-Bartels,VVD
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,120296,Mw. E.J.P. Spanbroek,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,132197,Dhr. R.H. de Wit,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,120298,Dhr. R.A.J. Brandsma,D66
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,120297,Dhr. H. Olthof,D66
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,120300,Mw. B.L. Burink-Kuipers,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,120299,Mw. M. Lof,D66
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,96302,Mw. G.M.C. Hulleman-Jansen,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,80304,Dhr. B.J. Habers,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,80306,Mw. E.G.L.M. Lugtenberg,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,80312,Dhr. R.J.M. Leber,PvdA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,80314,Mw. A.E. Boerman,PvdA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,21864629,Dhr. J. van der Stege,Gemeentebelangen
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,80316,Dhr. J. Gerkes,VVD
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,22070682,Dhr. M.D. Jumelet,PvdA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,21864643,Dhr. A.A.J. Nijland,VVD
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,22070665,Dhr. L.P. Das,CDA
Gemeente Olst-Wijhe,Olst-Wijhe,Raadslid,134557,Dhr. R.W. Kronieger,Olst-Wijhe Nieuw Liberaal
Gemeente Olst-Wijhe,Olst-Wijhe,Secretaris,20266941,Dhr. drs. D.L.W. Zielhuis,
Gemeente Olst-Wijhe,Olst-Wijhe,Wethouder,125337,Dhr. A.G.J. Bosch,VVD
Gemeente Olst-Wijhe,Olst-Wijhe,Wethouder,125336,Dhr. M. Blind,Gemeentebelangen Olst-Wijhe
Gemeente Olst-Wijhe,Olst-Wijhe,Wethouder,125335,Dhr. H.G. Engberink,CDA
Gemeente Druten,Druten,Burgemeester,68101,Dhr. drs. L.J.E.M. van Riswijk,CDA
Gemeente Druten,Druten,Fractievoorzitter,135482,Dhr. J.W.A.M. Reijers,Dorpslijst Afferden
Gemeente Druten,Druten,Fractievoorzitter,118040,Mw. P.W.J. Thomassen,Dorpslijst Deest
Gemeente Druten,Druten,Fractievoorzitter,120939,Dhr. G.W.J. de Wildt,Dorpslijst Horssen
Gemeente Druten,Druten,Fractievoorzitter,135483,Dhr. M. EnkÃ¼r,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Fractievoorzitter,134077,Dhr. G.S.B. Worm,Kernachtig Druten
Gemeente Druten,Druten,Fractievoorzitter,118042,Dhr. W.T.H. van den Dobbelsteen,SeniorenPartij Druten
Gemeente Druten,Druten,Fractievoorzitter,134078,Mw. D.C.M. Uitdehaag,Sociaal Maas en Waal
Gemeente Druten,Druten,Fractievoorzitter,131022,Dhr. W.T.J. Cornelissen,Welzijn Druten
Gemeente Druten,Druten,Locoburgemeester,134079,Dhr. drs. M.H.T. Lepoutre,Kernachtig Druten
Gemeente Druten,Druten,Raadsgriffier,20266864,Mw. S.A. van der Lugt,
Gemeente Druten,Druten,Raadslid,135484,Dhr. G.M. van Elk,Dorpslijst Afferden
Gemeente Druten,Druten,Raadslid,83232,Dhr. J.W.A.M. Reijers,Dorpslijst Afferden
Gemeente Druten,Druten,Raadslid,118045,Mw. P.W.J. Thomassen,Dorpslijst Deest
Gemeente Druten,Druten,Raadslid,120943,Dhr. G.W.J. de Wildt,Dorpslijst Horssen
Gemeente Druten,Druten,Raadslid,83234,Dhr. M. EnkÃ¼r,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Raadslid,132150,Dhr. R.H.A.M. Postulart,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Raadslid,135500,Mw. S. Wassenaar,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Raadslid,134080,Dhr. A.H. Wijnen,Kernachtig Druten
Gemeente Druten,Druten,Raadslid,134081,Dhr. G.S.B. Worm,Kernachtig Druten
Gemeente Druten,Druten,Raadslid,134082,Dhr. M. Pardoel,Kernachtig Druten
Gemeente Druten,Druten,Raadslid,134083,Dhr. P.G.J. Geurts,Kernachtig Druten
Gemeente Druten,Druten,Raadslid,118047,Dhr. W.T.H. van den Dobbelsteen,SeniorenPartij Druten
Gemeente Druten,Druten,Raadslid,134084,Dhr. H.A. Linthorst,Sociaal Maas en Waal
Gemeente Druten,Druten,Raadslid,134085,Mw. D.C.M. Uitdehaag,Sociaal Maas en Waal
Gemeente Druten,Druten,Raadslid,81272,Dhr. C.M. Koppers,Welzijn Druten
Gemeente Druten,Druten,Raadslid,120944,Dhr. M. Aslan,Welzijn Druten
Gemeente Druten,Druten,Raadslid,83235,Dhr. W.T.J. Cornelissen,Welzijn Druten
Gemeente Druten,Druten,Secretaris,20266890,Mw. mr. drs. A.J.E.M. Buise-Jansen,
Gemeente Druten,Druten,Wethouder,135486,Dhr. A. Springveld,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Wethouder,118023,Dhr. G.C.M. van Elk,Dorpslijst Puiflijk/Druten-Zuid
Gemeente Druten,Druten,Wethouder,134086,Dhr. drs. M.H.T. Lepoutre,Kernachtig Druten
Gemeente Vaals,Vaals,Burgemeester,134230,Dhr. drs. R.L.T. van Loo,Partij Onafhankelijk
Gemeente Vaals,Vaals,Fractievoorzitter,116756,Dhr. J.C. Coenen,CDA
Gemeente Vaals,Vaals,Fractievoorzitter,133685,Dhr. H.H. Kleikers,Fractie Kleikers
Gemeente Vaals,Vaals,Fractievoorzitter,124831,Mw. N. Quaedackers,Fractie Vroemen
Gemeente Vaals,Vaals,Fractievoorzitter,132964,Dhr. P.J.H. Baltus,Lokaal!
Gemeente Vaals,Vaals,Fractievoorzitter,129197,Dhr. J. Winkens,PvdA
Gemeente Vaals,Vaals,Fractievoorzitter,124832,Mw. M. Kayser,V&O
Gemeente Vaals,Vaals,Locoburgemeester,128225,Dhr. mr. J.P.M.H. Kompier,Betaalbaar en Duurzaam Vaals
Gemeente Vaals,Vaals,Raadsgriffier,20266815,Dhr. mr. B.G.P. Hoevenagel,
Gemeente Vaals,Vaals,Raadslid,73334,Dhr. G.C.H. van Vliet,CDA
Gemeente Vaals,Vaals,Raadslid,73335,Dhr. J.C. Coenen,CDA
Gemeente Vaals,Vaals,Raadslid,120913,Dhr. M.H. Jussen,CDA
Gemeente Vaals,Vaals,Raadslid,133686,Dhr. H.H. Kleikers,Fractie Kleikers
Gemeente Vaals,Vaals,Raadslid,124833,Dhr. ing. J.H.G.M. Vroemen,Fractie Vroemen
Gemeente Vaals,Vaals,Raadslid,124834,Mw. N. Quaedackers,Fractie Vroemen
Gemeente Vaals,Vaals,Raadslid,124763,Dhr. G. Lucchesi,Lokaal!
Gemeente Vaals,Vaals,Raadslid,128228,Dhr. H. Mertens,Lokaal!
Gemeente Vaals,Vaals,Raadslid,124764,Dhr. P.J.H. Baltus,Lokaal!
Gemeente Vaals,Vaals,Raadslid,124766,Dhr. J. Winkens,PvdA
Gemeente Vaals,Vaals,Raadslid,131130,Mw. K. Pakbiers-Renericken,PvdA
Gemeente Vaals,Vaals,Raadslid,73343,Mw. B. Lemmer,V&O
Gemeente Vaals,Vaals,Raadslid,120917,Mw. M. Kayser,V&O
Gemeente Vaals,Vaals,Secretaris,20266837,Dhr. mr. drs. J.H.M.J. Bertram,
Gemeente Vaals,Vaals,Wethouder,124835,Dhr. mr. J.P.M.H. Kompier,Betaalbaar en Duurzaam Vaals
Gemeente Vaals,Vaals,Wethouder,130683,Dhr. R. Kersten,PvdA
Gemeente Vaals,Vaals,Wethouder,124836,Dhr. P. de Graauw,V&O
Gemeente Kollumerland c.a.,Kollumerland c.a.,Burgemeester,34290,Dhr. B. Bilker,CDA
Gemeente Kollumerland c.a.,Kollumerland c.a.,Fractievoorzitter,106593,Dhr. W. Rekker,FNP
Gemeente Kollumerland c.a.,Kollumerland c.a.,Fractievoorzitter,118844,Dhr. S. Keizer,PvdA
Gemeente Kollumerland c.a.,Kollumerland c.a.,Fractievoorzitter,118845,Dhr. S.T. Nieuwenhuis,VVD
Gemeente Kollumerland c.a.,Kollumerland c.a.,Fractievoorzitter,118087,Dhr. W. van der Veen,CDA
