id,title,first_name,last_name,suffix,party,municipality,role
120619,Mw.,I.M.,van Dijk,,VVD,Gemeente Nijmegen,Raadslid
79791,Dhr.,H.M.,Klaasen,,D66,Gemeente Heemstede,Raadslid
126591,Mw.,N.I.,Terwiel,,SP,Gemeente Hilversum,Raadslid
134144,Dhr.,R.,van Galen,,Onafhankelijke Democraten 16,Gemeente Tiel,Raadslid
120934,Dhr.,M.J.W.,Smid,,Stadspartij,Gemeente Purmerend,Raadslid
127532,Dhr.,H.R.W.,Wowor,,Leefbaar Zeewolde,Gemeente Zeewolde,Raadslid
131814,Dhr.,J.,Gilissen,,PvdA,Gemeente Eijsden-Margraten,Raadslid
74680,Mw.,C.,Hamer,,D66,Gemeente Leiderdorp,Raadslid
128158,Dhr.,D.,Vuijk,,Breda '97,Gemeente Breda,Raadslid
84888,Dhr.,A.J.,Romar,,CDA,Gemeente Terschelling,Raadslid
124833,Dhr. ing.,J.H.G.M.,Vroemen,,Fractie Vroemen,Gemeente Vaals,Raadslid
131334,Dhr.,E,Meinsma,,Fryske Nasjonale Partij,Gemeente Dongeradeel,Raadslid
118768,Dhr.,A.,Eijer,,FNP,Gemeente Heerenveen,Raadslid
124937,Dhr.,R.T.P.,Brouwer,,NZ Lokaal,Gemeente Noordwijkerhout,Raadslid
122119,Mw.,J.M.G.,Lanphen,,D66,Gemeente Blaricum,Raadslid
112003,Dhr.,J.P.A.,Koman,,Lijst Koman,Gemeente Epe,Raadslid
134683,Dhr.,J.M.,van der Werf,,Combinatie Gemeentebelangen,Gemeente Aa en Hunze,Raadslid
74895,Dhr.,P.A.,Otten,,VVD,Gemeente Zeist,Raadslid
126353,Dhr.,R.,Bijderwieden,,VVD,Gemeente Sliedrecht,Raadslid
129908,Dhr.,P.M.,van der Krabben,,Bosch Belang,Gemeente 's-Hertogenbosch,Raadslid
20750049,Dhr.,W.L.A.,Sorel,,Leefbaar Leiden,Gemeente Leiden,Raadslid
132012,Dhr.,J.T.P.,Gubbens,,D66,Gemeente Leiden,Raadslid
121389,Dhr.,J.S.,Dirks,,SP,Gemeente Leiden,Raadslid
121393,Dhr.,W.M.,Hoogeveen,,VVD,Gemeente Leiden,Raadslid
78590,Dhr. drs.,P.R.,Bootsma,,D66,Gemeente Leiden,Raadslid
121377,Mw. drs.,M.A.C.M.,van Sandick,,CDA,Gemeente Leiden,Raadslid
78596,Dhr.,W.R.A.,van Peijpe,,GroenLinks,Gemeente Leiden,Raadslid
78585,Dhr.,J.T.A.,van Haaster,,D66,Gemeente Leiden,Raadslid
125030,Mw.,H.J.,Baart,,PvdA,Gemeente Leiden,Raadslid
125032,Mw.,J.,Gilissen-Verplancke,,VVD,Gemeente Leiden,Raadslid
128965,Dhr.,F.L.J.,Bleijie,,CDA,Gemeente Leiden,Raadslid
115311,Dhr.,M.A.A.,Gaulard,,D66,Gemeente Leiden,Raadslid
87746,Dhr.,J.,van der Kraats,,SP,Gemeente Leiden,Raadslid
121390,Mw.,A.A.,van den Berg,,SP,Gemeente Leiden,Raadslid
132005,Mw.,A.J.,Strijers,,D66,Gemeente Leiden,Raadslid
125031,Mw.,N.A.C.,Wanga,,SP,Gemeente Leiden,Raadslid
129026,Mw.,Y.A.,van Delft,,GroenLinks,Gemeente Leiden,Raadslid
115312,Mw.,A.,van den Boogaard,,PvdA,Gemeente Leiden,Raadslid
121375,Dhr.,K.,de Vries,,CDA,Gemeente Leiden,Raadslid
121391,Mw.,M.,van Walraven,,SP,Gemeente Leiden,Raadslid
121378,Dhr.,L.,van Brussel,,D66,Gemeente Leiden,Raadslid
115309,Dhr.,E.,Krijgsman,,D66,Gemeente Leiden,Raadslid
121384,Dhr.,A.M.,North,,GroenLinks,Gemeente Leiden,Raadslid
121388,Dhr.,G.,Holla,,PvdA,Gemeente Leiden,Raadslid
121376,Dhr.,R.J.,Storm,,CDA,Gemeente Leiden,Raadslid
113121,Dhr.,M.M.,Keuning,,ChristenUnie,Gemeente Leiden,Raadslid
78598,Dhr.,D.J.G.,Sloos,,Leefbaar Leiden,Gemeente Leiden,Raadslid
125029,Mw.,S.V.,Herman,,D66,Gemeente Leiden,Raadslid
121387,Dhr.,A.H.,Schalkwijk,,PvdA,Gemeente Leiden,Raadslid
121381,Mw.,F.,Spijker,,D66,Gemeente Leiden,Raadslid
121380,Mw.,A.A.,Wassenaar,,D66,Gemeente Leiden,Raadslid
20572110,Dhr.,F.,Tahmasian,,D66,Gemeente Leiden,Raadslid
121394,Mw.,A.H.M.,van Wijk-Meijer,,VVD,Gemeente Leiden,Raadslid
78599,Dhr.,D.M.,de Vos,,Partij voor de Dieren,Gemeente Leiden,Raadslid
80959,Dhr.,T.R.,van der Pol,,D66,Gemeente Harlingen,Raadslid
96402,Dhr.,F.,Schipper,,PvdA,Gemeente Meppel,Raadslid
128729,Dhr.,J.,Olsthoorn,,GroenLinks,Gemeente Leiden,Raadslid
73874,Dhr.,H.J.,Hoitink,,De Liberalen,Gemeente Bunnik,Raadslid
125805,Dhr.,M.M.J.,Gordijn,,CDA,Gemeente Brunssum,Raadslid
135585,Dhr.,A.,Joling,,VVD,Gemeente Borger-Odoorn,Raadslid
128555,Dhr.,E.,Hattem,,SGP,Gemeente Staphorst,Raadslid
135356,Mw.,P.,van Schayik-de Vries,,Dorpslijst Langenboom,Gemeente Mill en St. Hubert,Raadslid
126016,Dhr.,M.,van Gemert,,CDA,Gemeente Mill en St. Hubert,Raadslid
126014,Dhr.,E.C.W.,van Schipstal,,CDA,Gemeente Mill en St. Hubert,Raadslid
83729,Dhr.,E.R.,Rietveld,,Algemeen Belang '90,Gemeente Mill en St. Hubert,Raadslid
131483,Dhr.,F.X.,van der Heiden,,Dorpslijst Langenboom,Gemeente Mill en St. Hubert,Raadslid
132207,Dhr.,B.C.H.,Hendriks,,Algemeen Belang '90,Gemeente Mill en St. Hubert,Raadslid
83731,Dhr.,Th.F.M.M.,van Eenbergen,,Algemeen Belang '90,Gemeente Mill en St. Hubert,Raadslid
83739,Mw.,A.A.J.M.,Derks-Boonaerts,,Vier Kernen Partij,Gemeente Mill en St. Hubert,Raadslid
126019,Mw.,A.,Straatman- van Tiel,,Vier Kernen Partij,Gemeente Mill en St. Hubert,Raadslid
83734,Dhr.,P.N.M.,Cornelissen,,CDA,Gemeente Mill en St. Hubert,Raadslid
126015,Dhr.,M.,Janssen- van Gaal,,CDA,Gemeente Mill en St. Hubert,Raadslid
83740,Mw.,F.M.J.,van Berlicum-Lange,,Vier Kernen Partij,Gemeente Mill en St. Hubert,Raadslid
126013,Dhr.,M.,van den Elzen,,Algemeen Belang '90,Gemeente Mill en St. Hubert,Raadslid
126018,Dhr.,F.,Janssen,,Vier Kernen Partij,Gemeente Mill en St. Hubert,Raadslid
129917,Dhr.,M.J.J.,van der Geld MSc,,D66,Gemeente 's-Hertogenbosch,Raadslid
80110,Dhr.,S.,&Ouml;zkan,,PvdA,Gemeente Emmen,Raadslid
134685,Mw.,M.C.G.,Munneke-Smeets,,Hart voor Bussum Naarden Muiden/Muiderberg,Gemeente Gooise Meren,Raadslid
119924,Dhr.,J.P.D.,van Osselaer,,D66,Gemeente Amsterdam,Raadslid
127777,Dhr.,E.,Wessels,,Platform Progressief Wierden (PPW),Gemeente Wierden,Raadslid
110972,Dhr.,J.,van der Stoep,,CDA,Gemeente Barendrecht,Raadslid
119935,Dhr.,B.R.,Groot Wassink,,GroenLinks,Gemeente Amsterdam,Raadslid
131045,Mw.,J.H.,van Amerongen-Elfferich,,VVD-Liberaal 2000,Gemeente Voorst,Raadslid
84755,Dhr.,M.E.,Companjen,,ChristenUnie,Gemeente Harderwijk,Raadslid
132539,Dhr.,H.T.M.,van Lipzig,,CDA,Gemeente Geldrop-Mierlo,Raadslid
126908,Dhr.,M.,Visser,,ChristenUnie/SGP,Gemeente Sliedrecht,Raadslid
130564,Dhr.,J.A.L.,Backer,,Gemeentebelangen,Gemeente Beverwijk,Raadslid
115745,Dhr.,A.,Rose,,Gemeentebelangen Schiedam,Gemeente Schiedam,Raadslid
123214,Dhr.,A.J.,Kosten,,SGP,Gemeente Papendrecht,Raadslid
86410,Dhr.,H.M.,Wichers Schreur,,CDA,Gemeente Haaksbergen,Raadslid
120994,Mw.,A.H.J.,Konings-Penterman,,Onafhankelijken Oost Gelre (OOG),Gemeente Oost Gelre,Raadslid
72946,Mw.,E.M.,Kist,,VVD,Gemeente Giessenlanden,Raadslid
120859,Dhr.,C.,Roem,,VVD,Gemeente Bergen NH,Raadslid
126386,Dhr.,V.,Koerse BEd.,,GroenLinks,Gemeente Waterland,Raadslid
116618,Dhr.,H.,Sijtsma,,CDA,Gemeente Harlingen,Raadslid
81383,Dhr.,A.H.M.,Menke,,PvdA,Gemeente Oude IJsselstreek,Raadslid
132140,Mw.,S.,Aksoy,,Lokaal Apeldoorn,Gemeente Apeldoorn,Raadslid
128294,Dhr.,J.,Westerhuis,,Gemeentebelangen,Gemeente Veendam,Raadslid
78284,Mw.,J.,Smith-Visser,,ChristenUnie,Gemeente Houten,Raadslid
131327,Mw.,T.E.,Kuijper-van der Roest,,Welzijn Koggenland,Gemeente Koggenland,Raadslid
95619,Dhr.,R.W.,van Olden,,VVD,Gemeente De Ronde Venen,Raadslid
85781,Dhr.,H.H.,AB,,Ons Belang,Gemeente Schiermonnikoog,Raadslid
119263,Dhr.,M.,Benmhammed,,PvdA,Gemeente Leeuwarden,Raadslid
117238,Dhr.,H.J.M.,Poppelier,,Trots,Gemeente Purmerend,Raadslid
128161,Dhr.,R.,Sips,,PvdA,Gemeente Breda,Raadslid
80297,Mw.,H.G.,van Leeuwen-van Ewijk,,VVD,Gemeente Geldermalsen,Raadslid
121395,Mw.,D.M.,Verbree,,VVD,Gemeente Leiden,Raadslid
74487,Dhr.,W.K.,Postma,,FNP,Gemeente Tytsjerksteradiel,Raadslid
119368,Dhr.,J.K.,Volbeda,,FNP,Gemeente De Fryske Marren,Raadslid
73999,Dhr.,A.,Tekelenburg,,GroenLinks,Gemeente Lochem,Raadslid
120174,Dhr.,H.,Dikkers,,Democraten Gemeente Heumen,Gemeente Heumen,Raadslid
78241,Dhr.,A.L.,van Woesik,,Gemeentebelangen,Gemeente Vught,Raadslid
135707,Dhr.,T.A.P.H.,Valkering,,Heiloo Lokaal,Gemeente Heiloo,Raadslid
120755,Dhr.,H.A.M.,Dekker,,CDA,Gemeente Scherpenzeel,Raadslid
130063,Mw.,G.J.,Goudriaan-de Vries,,PvdA,Gemeente Krimpenerwaard,Raadslid
119989,Dhr.,G.G.T.,Verkuil,,SGP,Gemeente Borsele,Raadslid
75504,Dhr.,K.,Terpstra,,PvdA,Gemeente Vlaardingen,Raadslid
132732,Dhr.,Y.,&Ccedil;elik,,PvdA,Gemeente Tilburg,Raadslid
20257770,Dhr.,A.,Molenaar,,Fractie Molenaar,Gemeente Zaanstad,Raadslid
20256095,Mw.,K.,Bouman,,D66,Gemeente Haarlemmermeer,Raadslid
72485,Mw.,T.,Valckx,,Lokaal Peel en Maas,Gemeente Peel en Maas,Raadslid
113403,Dhr.,E.J.,Schotting,,PvdA,Gemeente Papendrecht,Raadslid
123111,Dhr.,N.,Kahveci,,PvdA,Gemeente Zwijndrecht,Raadslid
120151,Dhr.,J.G.M.,Thijssen,,CDA,Gemeente Cuijk,Raadslid
20254780,Dhr.,H.,Rietveld,,Ieders Belang/groep De Jong,Gemeente Nieuwegein,Raadslid
133569,Mw.,Th..A.,Veldt,,CDA,Gemeente Castricum,Raadslid
132144,Mw.,I.L.,Bregman-Middelburg,,Beemster Polder Partij,Gemeente Beemster,Raadslid
130054,Dhr.,J.R.,Dekker,,CDA,Gemeente Krimpenerwaard,Raadslid
121552,Mw.,E.H.,Kloekhorst-Augustijn,,PvdA,Gemeente Hardenberg,Raadslid
131076,Dhr.,P.,Koekoek,,CDA,Gemeente Hoogeveen,Raadslid
22179771,Dhr.,J.,Janson,,PvdA,Gemeente Noordwijkerhout,Raadslid
20725421,Dhr.,D.C.E.M.,van Loon,,CDA,Gemeente Berg en Dal,Raadslid
120184,Mw.,M.D.,Kuiper,,CDA,Gemeente Apeldoorn,Raadslid
120386,Mw.,M.,van Duin,,SP,Gemeente Groningen,Raadslid
118764,Dhr.,J.,Abma,,CDA,Gemeente Heerenveen,Raadslid
120819,Dhr.,R.,Thijs,,GroenLinks,Gemeente Eindhoven,Raadslid
118172,Mw.,K.,Hakhoff,,VOCHoorn,Gemeente Hoorn,Raadslid
134492,Dhr.,B.W.,Drinkwaard,,CDA,Gemeente Katwijk,Raadslid
132595,Dhr.,A.F.M.,Schreurs,,DOE!,Gemeente Deurne,Raadslid
120749,Mw.,I.A.M.,Soolsma-Boomstra,,Harlinger Belang,Gemeente Harlingen,Raadslid
120246,Dhr.,F.C.P.,Kramer,,Leefbaar Schouwen-Duiveland,Gemeente Schouwen-Duiveland,Raadslid
134820,Mw.,J.F.,Schrijver,,CDA,Gemeente Den Helder,Raadslid
124429,Mw.,W.,van Soest,,Partij van de Ouderen,Gemeente Amsterdam,Raadslid
74605,Dhr.,H.K.,Schuring,,PvdA,Gemeente Zeist,Raadslid
125171,Mw.,A.W.,Pastoor,,CDA,Gemeente Zeist,Raadslid
130028,Mw.,J.M.J.,Brouwer,,VOLG,Gemeente Berg en Dal,Raadslid
128053,Dhr.,L.A.,van Oort MSc,,Dorpspartij,Gemeente Gemert-Bakel,Raadslid
78588,Dhr.,V.,K&ouml;roglu,,D66,Gemeente Leiden,Raadslid
71669,Mw.,J.L.M.,Craenmehr-Hesen,,CDA,Gemeente Horst aan de Maas,Raadslid
130315,Dhr.,F.L.G.M.,Spreeuwenberg,,SP,Gemeente Horst aan de Maas,Raadslid
123184,Mw.,M.H.,Roelofs-Huijs,,SP,Gemeente Horst aan de Maas,Raadslid
126438,Mw.,J.T.,Hermans,,Essentie,Gemeente Horst aan de Maas,Raadslid
71675,Dhr.,R.G.J.,Bouten,,PvdA,Gemeente Horst aan de Maas,Raadslid
20622974,Dhr.,H.E.M.M.,Peters,,CDA,Gemeente Horst aan de Maas,Raadslid
126439,Dhr.,J.H.,Wijnen,,PvdA,Gemeente Horst aan de Maas,Raadslid
122853,Dhr.,J.A.M.M.,Jenniskens,,CDA,Gemeente Horst aan de Maas,Raadslid
132238,Dhr.,J.A.H.,Weijs,,D66,Gemeente Horst aan de Maas,Raadslid
125135,Mw.,L.,Wijnhoven,,CDA,Gemeente Horst aan de Maas,Raadslid
123183,Dhr.,M.G.M.,Lenssen,,SP,Gemeente Horst aan de Maas,Raadslid
98401,Mw.,B.C.P.L.,van den Berg,,Essentie,Gemeente Horst aan de Maas,Raadslid
71665,Dhr.,H.L.A.,Weijs,,CDA,Gemeente Horst aan de Maas,Raadslid
20623003,Mw.,P.G.H.T.,Giersbergen,,SP,Gemeente Horst aan de Maas,Raadslid
96122,Dhr.,B.W.H.,Hendrix,,Essentie,Gemeente Horst aan de Maas,Raadslid
126436,Dhr.,A.J.A.,Janssen,,CDA,Gemeente Horst aan de Maas,Raadslid
134763,Dhr.,B.,Bertrams,,Essentie,Gemeente Horst aan de Maas,Raadslid
131024,Dhr.,D.J.H.,van Hees,,CDA,Gemeente Horst aan de Maas,Raadslid
71676,Dhr.,R.M.,van der Weegen,,PvdA,Gemeente Horst aan de Maas,Raadslid
71666,Dhr.,M.A.P.,Beelen,,CDA,Gemeente Horst aan de Maas,Raadslid
122857,Mw.,A.J.H.,Fonteyne,,SP,Gemeente Horst aan de Maas,Raadslid
122854,Dhr.,J.,Gubbels,,D66,Gemeente Horst aan de Maas,Raadslid
126440,Mw.,H.W.,Janssen,,SP,Gemeente Horst aan de Maas,Raadslid
129282,Dhr.,H.G.W.,Brouwers,,CDA,Gemeente Horst aan de Maas,Raadslid
121867,Dhr.,R.,Konings,,VVD,Gemeente Teylingen,Raadslid
21707,Dhr.,R.P.M.,Arts,,CDA,Gemeente Bergen (L),Raadslid
77962,Mw.,A.E.,Kloosterboer,,Kleurrijk Langedijk,Gemeente Langedijk,Raadslid
76382,Mw.,P.F.,d'Anjou-Lems,,PvdA,Gemeente Schouwen-Duiveland,Raadslid
125794,Dhr.,P.H.,Graansma,,ChristenUnie,Gemeente Oldebroek,Raadslid
87372,Dhr.,J.W.,Ooijevaar,,GroenLinks,Gemeente Schiedam,Raadslid
82848,Mw.,R.M.,Keijzer-Zweers,,D66,Gemeente Teylingen,Raadslid
135704,Dhr.,N.H.R.,Stok,,Gemeentebelangen,Gemeente Slochteren,Raadslid
20252576,Dhr.,R.W.,Boekholt,,VVD,Gemeente Borsele,Raadslid
123063,Dhr.,G.,Middelkoop,,VHL Lokaal Leerdam,Gemeente Leerdam,Raadslid
76183,Mw.,M.R.,Verkleij-Lemmers,,CDA,Gemeente Alphen aan den Rijn,Raadslid
83720,Dhr.,Th.,Kalverboer,,AOV,Gemeente Purmerend,Raadslid
135286,Dhr.,R.,van der Velde,,PvdA/GroenLinks,Gemeente Noordoostpolder,Raadslid
135503,Mw.,K.,Schenkel-Zandvoort,,ChristenUnie,Gemeente Appingedam,Raadslid
121868,Dhr.,J.M.T.,Janssen,,CDA,Gemeente Maastricht,Raadslid
85603,Dhr.,A.,Harren,,VVD,Gemeente Heerhugowaard,Raadslid
125359,Mw.,M.N.,Portier-Ayoubi,,D66,Gemeente Sint-Michielsgestel,Raadslid
117448,Mw.,A.,de Groot-Slagter,,RijnGouweLokaal,Gemeente Alphen aan den Rijn,Raadslid
77208,Mw.,E.,Hanemaaijer,,CDA,Gemeente Dongeradeel,Raadslid
134244,Mw.,J.N.,Gerssen,,VVD,Gemeente Tilburg,Raadslid
125107,Dhr.,M.P.,Reijerman,,Stadspartij Wageningen,Gemeente Wageningen,Raadslid
20367123,Mw.,S.R.M.,Solomons,,GroenLinks,Gemeente Maastricht,Raadslid
124930,Mw.,A.E.M.,Warmerdam,,CDA,Gemeente Noordwijkerhout,Raadslid
82232,Dhr.,J.A.,Versluis,,SGP,Gemeente Werkendam,Raadslid
120514,Dhr. mr.,E.A.H.M.J.,de Beaumont,,Leefbaar Eindhoven,Gemeente Eindhoven,Raadslid
124678,Mw.,I.,Waarhuijs-Gijsbers,,Stadspartij,Gemeente Purmerend,Raadslid
75674,Dhr.,R.F.T.,Wanrooij,,VVD,Gemeente Wormerland,Raadslid
124776,Dhr.,M.M.,Rijk,,Nieuw Gemeentebelang,Gemeente Sluis,Raadslid
119780,Dhr.,H.A.L.B.,Maas,,Pro5,Gemeente Bladel,Raadslid
126947,Mw.,E.P.J.M.,Smit,,D66,Gemeente Tilburg,Raadslid
131634,Dhr.,D.,Koning,,CDA,Gemeente Harderwijk,Raadslid
135407,Dhr.,J.,Schuring,,D66,Gemeente Deventer,Raadslid
119249,Dhr.,P.,Tilma,,FNP list Pier Tilma,Gemeente Leeuwarden,Raadslid
131277,Dhr.,S.,Zoodsma,,CDA,Gemeente Harlingen,Raadslid
77026,Dhr.,M.P.H.M.,Leenders,,Samenwerking Venray,Gemeente Venray,Raadslid
81518,Dhr.,D.L.,Polderdijk,,Cromstrijen '98,Gemeente Cromstrijen,Raadslid
120278,Mw.,T.G.,Doesburg-Kugel,,ChristenUnie,Gemeente Bedum,Raadslid
20253497,Dhr. drs.,A.H.G.,Pohle,,KIJK!!! (PvdA GroenLinks D66),Gemeente Meerssen,Raadslid
79136,Dhr.,W.C.,M&uuml;ller,,VVD,Gemeente Hellendoorn,Raadslid
122127,Dhr.,F.J.E.,Derksen,,Fractie Balans,Gemeente Gulpen-Wittem,Raadslid
128378,Dhr.,K.,van Harten,,ChristenUnie,Gemeente Nunspeet,Raadslid
127319,Dhr.,J.,van Olffen,,Verenigd Links,Gemeente Leeuwarden,Raadslid
79328,Dhr.,D.J.,Quaars,,VVD,Gemeente Breda,Raadslid
113510,Dhr. ing.,I.C.,Roetman,,ChristenUnie/SGP,Gemeente Stichtse Vecht,Raadslid
122541,Dhr.,M.E.,Diekstra,,VVD,Gemeente Nieuwegein,Raadslid
133992,Dhr.,F.T.,Maste,,VVD,Gemeente Zoetermeer,Raadslid
130025,Mw.,W.M.L.A.,Borremans,,Combinatie '90,Gemeente Berg en Dal,Raadslid
128972,Mw.,S.M.,Noorda-Russchen,,VVD,Gemeente Marum,Raadslid
122025,Dhr.,F.B.,Minhas,,VVD,Gemeente Schiedam,Raadslid
119881,Mw.,P.L.R.,Mieris,,PvdA,Gemeente Tilburg,Raadslid
129876,Dhr.,G.C.A.,Broers,,Voor De Gemeenschap (VDG),Gemeente Oss,Raadslid
83738,Dhr.,J.J.M.,van Kempen,,Vier Kernen Partij,Gemeente Mill en St. Hubert,Raadslid
79114,Dhr.,A.C.,Fase,,VVD,Gemeente Tholen,Raadslid
120422,Dhr.,B.M.,Wilmar,,GroenLinks,Gemeente Nuenen c.a.,Raadslid
122961,Dhr.,C.J.C.,van Baaren,,VVD,Gemeente Buren,Raadslid
122485,Mw.,M.L.M.E.,Tecklenburg,,GroenLinks,Gemeente Breda,Raadslid
127610,Dhr.,M.J.,Hilkens,,Lokaal Belang,Gemeente Maasgouw,Raadslid
121832,Dhr.,T.J.,Blomen,,Lokaal Belang,Gemeente Maasgouw,Raadslid
80173,Dhr.,A.P.J.A.M.,Thijssen,,VVD,Gemeente Maasgouw,Raadslid
127611,Dhr.,L.P.M.,Zeegers,,VVD,Gemeente Maasgouw,Raadslid
127608,Dhr.,K.,Hawinkels,,CDA,Gemeente Maasgouw,Raadslid
121834,Dhr.,A.A.J.M.,van Dam,,PvdA,Gemeente Maasgouw,Raadslid
121827,Dhr.,E.A.M.,Dehing,,CDA,Gemeente Maasgouw,Raadslid
80158,Dhr.,B.J.M.,Busschops,,CDA,Gemeente Maasgouw,Raadslid
80169,Dhr.,T.M.S.M.,van Herten,,Lokaal Belang,Gemeente Maasgouw,Raadslid
82199,Mw.,T.G.,Hoenen-van Avesaath,,CDA,Gemeente Maasgouw,Raadslid
121828,Dhr.,T.J.C.M.,Snijckers,,CDA,Gemeente Maasgouw,Raadslid
80170,Mw.,G.,Hilbrink-Hofstra,,Lokaal Belang,Gemeente Maasgouw,Raadslid
133720,Dhr.,C.M.J.E.P.,Meerts,,Liberale Volkspartij Maasgouw,Gemeente Maasgouw,Raadslid
127609,Dhr.,G.H.J.,Reijners,,Lokaal Belang,Gemeente Maasgouw,Raadslid
121836,Mw.,C.M.W.,Peters,,VVD,Gemeente Maasgouw,Raadslid
121831,Dhr.,R.J.J.,Cretskens,,Lokaal Belang,Gemeente Maasgouw,Raadslid
121835,Mw.,J.H.,Bours-Vogels,,PvdA,Gemeente Maasgouw,Raadslid
98062,Dhr.,P.A.H.,Ligthart,,CDA,Gemeente Medemblik,Raadslid
132744,Dhr.,T.,Kiesbrink,,PvdA,Gemeente Marum,Raadslid
134228,Dhr.,L.,van Eijndhoven,,VVD,Gemeente Utrecht,Raadslid
135018,Dhr.,P.L.H.,van Voorst,,Hart voor Schijndel,Gemeente Meierijstad,Raadslid
126325,Mw.,Z.,Ceben,,Burgerbelangen Enschede,Gemeente Enschede,Raadslid
74503,Dhr. mr.,P.P.H.A.,Leenders,,CDA,Gemeente Eindhoven,Raadslid
74395,Mw.,M.C.A.,de Groot-Haen,,CDA,Gemeente Goirle,Raadslid
77074,Dhr.,G.,de Jong,,VZ2000,Gemeente Grootegast,Raadslid
123436,Dhr.,J.J.H.,van Gemert,,SP,Gemeente Gennep,Raadslid
85166,Dhr.,T.H.,van Weverwijk,,CDA,Gemeente Leerdam,Raadslid
20589567,Dhr.,J.H.M.,Essers,,GroenLinks,Gemeente Nuth,Raadslid
124958,Dhr. ir.,D.G.,Rohaan,,CDA,Gemeente Berkelland,Raadslid
126481,Dhr.,A.H.,van der Leij,,PvdA,Gemeente Bergen NH,Raadslid
122223,Dhr.,A.G.M.,Hellenbrand,,Senioren Belang Beek,Gemeente Beek,Raadslid
120758,Dhr.,A.,van Es,,Democraten Scherpenzeel,Gemeente Scherpenzeel,Raadslid
133164,Dhr.,G.J.,van den Bogerd,,CDA,Gemeente Lansingerland,Raadslid
133036,Mw. drs.,A.,Dekker,,D66,Gemeente Haarlem,Raadslid
110831,Mw.,F.,de Leeuw-de Kleuver,,OPH,Gemeente Haarlem,Raadslid
125180,Dhr.,J.J.,Visser,,CDA,Gemeente Haarlem,Raadslid
135595,Dhr.,G.,Hulster,,Actiepartij,Gemeente Haarlem,Raadslid
131296,Dhr.,J.M.,Baaijens,,Actiepartij,Gemeente Haarlem,Raadslid
123987,Dhr. mr.,M.J.A.E.,Rijssenbeek,,D66,Gemeente Haarlem,Raadslid
83085,Dhr.,M.,Aynan,,PvdA,Gemeente Haarlem,Raadslid
129967,Dhr.,M.,de Groot,,D66,Gemeente Haarlem,Raadslid
123991,Dhr.,F.N.G.,Smit,MBA,OPH,Gemeente Haarlem,Raadslid
131662,Mw.,Z.,Klazes,,GroenLinks,Gemeente Haarlem,Raadslid
94199,Mw.,M.C.M.,Schopman,,PvdA,Gemeente Haarlem,Raadslid
85013,Mw.,D.C.,Leitner,,D66,Gemeente Haarlem,Raadslid
123985,Dhr.,B.,van Leeuwen,,D66,Gemeente Haarlem,Raadslid
124000,Mw.,H.A.,van der Smagt,,VVD,Gemeente Haarlem,Raadslid
123990,Dhr.,R.A.H.,Berkhout,,GroenLinks,Gemeente Haarlem,Raadslid
133038,Dhr.,A.P.D.,van den Raadt,,Trots Haarlem,Gemeente Haarlem,Raadslid
83082,Dhr.,A.,Azannay,,GroenLinks,Gemeente Haarlem,Raadslid
123996,Dhr. mr. drs.,F.H.,Garretsen,,SP,Gemeente Haarlem,Raadslid
83084,Dhr.,J.,Fritz,,PvdA,Gemeente Haarlem,Raadslid
123999,Mw. drs.,M.A.,Sterenberg,,VVD,Gemeente Haarlem,Raadslid
129968,Dhr.,P.,Spijkerman,,D66,Gemeente Haarlem,Raadslid
123982,Mw.,E.,de Raadt,,CDA,Gemeente Haarlem,Raadslid
123981,Dhr.,M.,El Aichi,,CDA,Gemeente Haarlem,Raadslid
133037,Dhr.,D.,Mohr,,Fractie Mohr,Gemeente Haarlem,Raadslid
123997,Mw.,J.,van Ketel,,SP,Gemeente Haarlem,Raadslid
129970,Mw.,L.C.,van Zetten,,Hart voor Haarlem,Gemeente Haarlem,Raadslid
123993,Mw.,D.,van Loenen,,PvdA,Gemeente Haarlem,Raadslid
123984,Dhr.,B.,G&uuml;n,MBA,D66,Gemeente Haarlem,Raadslid
123983,Dhr.,F.C.,Visser,,ChristenUnie,Gemeente Haarlem,Raadslid
117093,Dhr.,J.,Boer,,VVD,Gemeente Haarlem,Raadslid
85009,Dhr.,G.B.,van Driel,,CDA,Gemeente Haarlem,Raadslid
83356,Mw.,S.,&Ouml;zogul-&Ouml;zen,,SP,Gemeente Haarlem,Raadslid
123992,Dhr. drs.,M.H.,Brander,,PvdA,Gemeente Haarlem,Raadslid
123995,Dhr.,A.F.,Bloem,,SP,Gemeente Haarlem,Raadslid
129969,Mw.,F.G.,Cannegieter,,D66,Gemeente Haarlem,Raadslid
20272121,Dhr.,J.A.F.,van der Bruggen,,PvdA,Gemeente Haarlem,Raadslid
113745,Mw.,M.D.A.,Huysse,,GroenLinks,Gemeente Haarlem,Raadslid
129456,Dhr.,J.M.A.,Hegeman,,D66,Gemeente Boxtel,Raadslid
78843,Dhr.,P.C.C.,Kastrop,,OPH,Gemeente Heerlen,Raadslid
131899,Dhr. drs.,J.G.W.,Rooijakkers,,PvdA,Gemeente Veldhoven,Raadslid
127840,Dhr.,C.,ter Maaten,,GemeenteBelangenWoudenberg,Gemeente Woudenberg,Raadslid
85779,Dhr.,E.D.,de Groot,,Ons Belang,Gemeente Schiermonnikoog,Raadslid
