"Address","Status Code","Status","Naam","gemeente 1","partij-abbr 1","functie 1"
"https://almanak.overheid.nl/22419935/Dhr_MC_Hoogland/",200,"OK","Dhr. M.C. Hoogland","Gemeente Papendrecht","SGP","Wethouder"
"https://almanak.overheid.nl/84577/Mw_JR_Reuwer-Verheij/",200,"OK","Mw. J.R. Reuwer-Verheij","Gemeente Papendrecht","D66","Wethouder"
"https://almanak.overheid.nl/134738/Mw_drs_AJ_van_Eekelen/",200,"OK","Mw. drs. A.J. van Eekelen","Gemeente Papendrecht","VVD","Wethouder"
"https://almanak.overheid.nl/125167/Dhr_J_de_Vos/",200,"OK","Dhr. J. de Vos","Gemeente Meppel","PvdA","Wethouder"
"https://almanak.overheid.nl/125165/Dhr_HG_ten_Hulscher/",200,"OK","Dhr. H.G. ten Hulscher","Gemeente Meppel","CDA","Wethouder"
"https://almanak.overheid.nl/125168/Dhr_RP_Koning/",200,"OK","Dhr. R.P. Koning","Gemeente Meppel","VVD","Wethouder"
"https://almanak.overheid.nl/125166/Dhr_G_Stam/",200,"OK","Dhr. G. Stam","Gemeente Meppel","ChristenUnie","Wethouder"
"https://almanak.overheid.nl/125515/Mw_JH_van_den_Dolder-Soeten/",200,"OK","Mw. J.H. van den Dolder-Soeten","Gemeente Hellendoorn","ChristenUnie","Wethouder"
"https://almanak.overheid.nl/35022/Dhr_MGM_van_Es/",200,"OK","Dhr. M.G.M. van Es","Gemeente Beek","Burger Belangen Beek - Nieuwe Democraten Beek","Wethouder"
"https://almanak.overheid.nl/135206/Dhr_FFM_van_der_Wiel/",200,"OK","Dhr. F.F.M. van der Wiel","Gemeente Cranendonck","PvdA","Wethouder"
"https://almanak.overheid.nl/20667673/Dhr_drs_B_Brink/",200,"OK","Dhr. drs. B. Brink","Gemeente Tiel","PvdA","Wethouder"
"https://almanak.overheid.nl/23779/Dhr_L_Verspuij/",200,"OK","Dhr. L. Verspuij","Gemeente Tiel","D66","Wethouder"
"https://almanak.overheid.nl/82807/Dhr_HA_Driessen/",200,"OK","Dhr. H.A. Driessen","Gemeente Tiel","CDA","Wethouder"
"https://almanak.overheid.nl/123198/Dhr_MJJ_Melissen/",200,"OK","Dhr. M.J.J. Melissen","Gemeente Tiel","VVD","Wethouder"
"https://almanak.overheid.nl/125329/Mw_AE_Snuif/",200,"OK","Mw. A.E. Snuif","Gemeente Hillegom","D66","Wethouder"
"https://almanak.overheid.nl/85162/Dhr_JJAM_van_Groningen/",200,"OK","Dhr. J.J.A.M. van Groningen","Gemeente Duiven","Lokaal Alternatief","Wethouder"
