system_id,title,initials,first_name,given_name,last_name,suffix,party,department,municipality,role
128310,Dhr. ir.,M.J.,,,van Merwerode,,D66,,Uden,Wethouder
134687,,F.W.,,,van den Berg,,Gewoon Uden,,Uden,Wethouder
20582882,Dhr.,G.V.I.C.,,,van Heeswijk,,Jong Uden,,Uden,Wethouder
114513,Dhr.,G.A.,,,Overmans,,PvdA,,Uden,Wethouder
66784,Dhr. drs.,R.P.J.M.,,,Peerenboom,,VVD,,Uden,Wethouder
117286,Dhr. drs.,W.R.,,,Sluiter,,PvdA,,Harlingen,Burgemeester
120739,Dhr.,H.,,,Sijtsma,,CDA,,Harlingen,Fractievoorzitter
89475,Mw.,M.A.M.,,,Chukwuemeka-Liefting,,ChristenUnie,,Harlingen,Fractievoorzitter
89476,Dhr.,T.R.,,,van der Pol,,D66,,Harlingen,Fractievoorzitter
120740,Dhr.,W.J.,,,Kroon,,GroenLinks,,Harlingen,Fractievoorzitter
120741,Dhr.,J.,,,Saakstra,,Harlinger Belang,,Harlingen,Fractievoorzitter
126998,Dhr.,J.B.H.,,,Erents,,HOOP,,Harlingen,Fractievoorzitter
128475,Dhr.,E.R.,,,Helvrich,,PvdA,,Harlingen,Fractievoorzitter
128726,Dhr.,G.J.,,,de Vries,,VVD,,Harlingen,Fractievoorzitter
120742,Dhr.,W.J.,,,Wildeboer,,Wad'n partij,,Harlingen,Fractievoorzitter
133989,Mw.,M.,,,le Roy,,Harlinger Belang,,Harlingen,Locoburgemeester
20270690,Mw.,H.,,,Jansen,,,,Harlingen,Raadsgriffier
120744,Dhr.,H.,,,Bloemhof,,CDA,,Harlingen,Raadslid
116618,Dhr.,H.,,,Sijtsma,,CDA,,Harlingen,Raadslid
131277,Dhr.,S.,,,Zoodsma,,CDA,,Harlingen,Raadslid
80958,Mw.,M.A.M.,,,Chukwuemeka-Liefting,,ChristenUnie,,Harlingen,Raadslid
120745,Dhr.,A.H.,,,Burkels,,D66,,Harlingen,Raadslid
80959,Dhr.,T.R.,,,van der Pol,,D66,,Harlingen,Raadslid
120746,Dhr.,W.J.,,,Kroon,,GroenLinks,,Harlingen,Raadslid
120747,Dhr.,J.,,,Jellema,,Harlinger Belang,,Harlingen,Raadslid
120748,Dhr.,J.,,,Saakstra,,Harlinger Belang,,Harlingen,Raadslid
120749,Mw.,I.A.M.,,,Soolsma-Boomstra,,Harlinger Belang,,Harlingen,Raadslid
126999,Dhr.,J.B.H.,,,Erents,,HOOP,,Harlingen,Raadslid
128476,Dhr.,E.R.,,,Helvrich,,PvdA,,Harlingen,Raadslid
80967,Dhr.,W.,,,van Dijk,,PvdA,,Harlingen,Raadslid
131278,Mw.,A.J.,,,Huizenga,,PvdA,,Harlingen,Raadslid
120750,Dhr.,G.J.,,,de Vries,,VVD,,Harlingen,Raadslid
120751,Dhr.,P.M.,,,Schoute,,VVD,,Harlingen,Raadslid
120752,Dhr.,W.J.,,,Wildeboer,,Wad'n partij,,Harlingen,Raadslid
126723,Dhr.,H.G.N.,,,Boon,,CDA,,Harlingen,Wethouder
133990,Mw.,M.,,,le Roy,,Harlinger Belang,,Harlingen,Wethouder
124913,Dhr.,H.,,,Kuiken,,PvdA,,Harlingen,Wethouder
22113213,Mw.,G.,,,de Vries-Leggedoor,,CDA,,Zuidhorn,Burgemeester waarnemend
135538,Mw.,G.,,,Veenstra,,CDA,,Zuidhorn,Fractievoorzitter
98762,Dhr.,H.,,,Schipper,,ChristenUnie,,Zuidhorn,Fractievoorzitter
134076,Dhr.,J.A.,,,Gutman,,D66,,Zuidhorn,Fractievoorzitter
78794,Dhr.,K.W.,,,van der Hoek,,GroenLinks,,Zuidhorn,Fractievoorzitter
123116,Dhr.,M.F.,,,Veenstra,,PvdA,,Zuidhorn,Fractievoorzitter
78796,Dhr.,R.J.,,,Westerhoff-Dijkinga,,VVD,,Zuidhorn,Fractievoorzitter
89022,Dhr.,F.,,,Stol,,CDA,,Zuidhorn,Locoburgemeester
20270636,Mw. drs.,M.J.,,,Slopsema-Terpstra,,,,Zuidhorn,Raadsgriffier
135539,Dhr.,J.,,,Tel,,CDA,,Zuidhorn,Raadslid
123117,Dhr.,M.H.,,,Boog,,CDA,,Zuidhorn,Raadslid
132279,Mw.,A.A.,,,Jansma,,CDA,,Zuidhorn,Raadslid
131100,Mw.,G.,,,Veenstra,,CDA,,Zuidhorn,Raadslid
87752,Dhr.,A.,,,Steenbergen,,ChristenUnie,,Zuidhorn,Raadslid
78803,Dhr.,H.,,,Schipper,,ChristenUnie,,Zuidhorn,Raadslid
87753,Mw.,A.H.,,,Havinga-Rook,,ChristenUnie,,Zuidhorn,Raadslid
98763,Mw.,I.,,,van Essen-Smilde,,ChristenUnie,,Zuidhorn,Raadslid
97485,Dhr.,H.W.,,,Rutgers,,D66,,Zuidhorn,Raadslid
123119,Dhr.,J.A.,,,Gutman,,D66,,Zuidhorn,Raadslid
97486,Dhr.,A.A.H.J.,,,Temmingh,,GroenLinks,,Zuidhorn,Raadslid
78808,Dhr.,K.W.,,,van der Hoek,,GroenLinks,,Zuidhorn,Raadslid
124672,Dhr.,M.H.,,,Pellenbarg,,GroenLinks,,Zuidhorn,Raadslid
78809,Dhr.,A.R.,,,Hatzman,,PvdA,,Zuidhorn,Raadslid
123120,Dhr.,M.F.,,,Veenstra,,PvdA,,Zuidhorn,Raadslid
78813,Dhr.,R.J.,,,Westerhoff-Dijkinga,,VVD,,Zuidhorn,Raadslid
87757,Mw.,G.S.,,,Dijkstra-Jacobi,,VVD,,Zuidhorn,Raadslid
20270662,Dhr.,H.,,,Koning,,,,Zuidhorn,Secretaris
84461,Dhr.,F.,,,Stol,,CDA,,Zuidhorn,Wethouder
84462,Dhr.,H.,,,Nederveen,,ChristenUnie,,Zuidhorn,Wethouder
124830,Dhr.,H.A.,,,Bakker,,GroenLinks,,Zuidhorn,Wethouder
63048,Dhr.,M.A.P.,,,Michels,,CDA,,Winsum,Burgemeester
133217,Dhr.,N.R.,,,Werkman,,CDW 2.0,,Winsum,Fractievoorzitter
20742348,Dhr.,J.,,,Hoekzema,,Gemeentebelangen,,Winsum,Fractievoorzitter
131711,Dhr.,R.M.,,,Prummel,,D66,,Winsum,Fractievoorzitter
132223,Dhr.,P.F.,,,Ritzema,,CDA,,Winsum,Fractievoorzitter
135312,Mw. ing.,N.W.,,,Gijzen-Rij,,ChristenUnie,,Winsum,Fractievoorzitter
20742354,Dhr.,A.A.M.,,,Bruininks,,GroenLinks,,Winsum,Fractievoorzitter
92274,Dhr.,J.W.,,,Nanninga,,PvdA,,Winsum,Fractievoorzitter
92275,Dhr.,H.T.,,,Jonkman,,VVD,,Winsum,Fractievoorzitter
133503,Dhr.,H.,,,Blok,,ChristenUnie,,Winsum,Locoburgemeester
20270575,Dhr. drs.,J.,,,van der Meer MMC,,,,Winsum,Raadsgriffier
133219,Dhr.,N.R.,,,Werkman,,CDW 2.0,,Winsum,Raadslid
131001,Dhr.,A.A.M.,,,Bruininks,,GroenLinks,,Winsum,Raadslid
116672,Dhr.,D.,,,Knoops,,ChristenUnie,,Winsum,Raadslid
132225,Dhr.,P.F.,,,Ritzema,,CDA,,Winsum,Raadslid
132226,Mw.,W.M.,,,Scheepstra-Beukers,,GroenLinks,,Winsum,Raadslid
20270592,Dhr.,J.,,,Hoekzema,,Gemeentebelangen,,Winsum,Raadslid
135315,Dhr.,G.,,,Groen,,Gemeentebelangen,,Winsum,Raadslid
135316,Dhr.,H.P.,,,Wolters,,Gemeentebelangen,,Winsum,Raadslid
131284,Dhr.,R.M.,,,Prummel,,D66,,Winsum,Raadslid
135313,Dhr.,A.T.,,,Molenhuis,,CDW 2.0,,Winsum,Raadslid
135314,Mw. ing.,N.W.,,,Gijzen-Rij,,ChristenUnie,,Winsum,Raadslid
131488,Dhr.,Y.,,,Sijbrandij,,CDA,,Winsum,Raadslid
82326,Dhr.,H.P.,,,de Vink,,PvdA,,Winsum,Raadslid
82327,Dhr.,J.W.,,,Nanninga,,PvdA,,Winsum,Raadslid
82735,Dhr.,H.T.,,,Jonkman,,VVD,,Winsum,Raadslid
20270605,Dhr. drs.,F.J.G.,,,Wiertz,,,,Winsum,Secretaris
135318,Dhr.,B.G.,,,Westerink,,CDA,,Winsum,Wethouder
127795,Dhr.,H.,,,Blok,,ChristenUnie,,Winsum,Wethouder
127796,Dhr.,M.M.H.,,,Verschuren,,GroenLinks,,Winsum,Wethouder
71816,Dhr.,F.H.,,,Wiersma,,CDA,,De Marne,Burgemeester
130745,Dhr.,R.,,,Vogel,,CDA,,De Marne,Fractievoorzitter
87805,Dhr.,T.M.,,,de Vries,,ChristenUnie,,De Marne,Fractievoorzitter
23276008,Dhr.,P.G.,,,Steenman,,GroenLinks,,De Marne,Fractievoorzitter
133937,Mw.,M.E.M.,,,Cleerdin,,PvdA,,De Marne,Fractievoorzitter
87807,Dhr.,J.P.,,,van der Vis,,VVD,,De Marne,Fractievoorzitter
89913,Dhr.,K.P.,,,Berghuis,,CDA,,De Marne,Locoburgemeester
20270525,Mw.,M.,,,Hegeman,,,,De Marne,Raadsgriffier
130746,Dhr.,P.K.,,,Boneschansker,,CDA,,De Marne,Raadslid
81717,Dhr.,R.,,,Vogel,,CDA,,De Marne,Raadslid
117934,Dhr.,R.A.,,,Veenwijk,,CDA,,De Marne,Raadslid
128528,Dhr.,W.W.,,,Kooi,,CDA,,De Marne,Raadslid
81720,Dhr.,T.M.,,,de Vries,,ChristenUnie,,De Marne,Raadslid
81721,Mw.,J.H.,,,Vogel,,ChristenUnie,,De Marne,Raadslid
128529,Dhr.,J.M.,,,van Gils,,GroenLinks,,De Marne,Raadslid
115599,Dhr.,P.G.,,,Steenman,,GroenLinks,,De Marne,Raadslid
128530,Mw.,A.M.,,,Smits,,GroenLinks,,De Marne,Raadslid
81724,Dhr.,H.,,,van der Heide,,PvdA,,De Marne,Raadslid
81725,Dhr.,M.A.,,,Buikema,,PvdA,,De Marne,Raadslid
128531,Mw.,M.E.M.,,,Cleerdin,,PvdA,,De Marne,Raadslid
81728,Dhr.,F.P.,,,van der Zee,,VVD,,De Marne,Raadslid
81729,Dhr.,J.P.,,,van der Vis,,VVD,,De Marne,Raadslid
113426,Mw.,A.A.,,,Waal-van Seijen,,VVD,,De Marne,Raadslid
20270549,Mw.,J.C.H.G.M.,,,Bottema,,,,De Marne,Secretaris
79118,Dhr.,K.P.,,,Berghuis,,CDA,,De Marne,Wethouder
128532,Mw.,M.A.,,,de Visser,,PvdA,,De Marne,Wethouder
132353,Dhr.,J.,,,Kuin,,PvdA,,Pekela,Burgemeester waarnemend
21650153,Mw.,H.,,,Knevelman-Hulshof,,GroenLinks,,Pekela,Fractievoorzitter
124150,Dhr.,W.R.,,,Meilof,,ChristenUnie,,Pekela,Fractievoorzitter
120264,Dhr.,D.,,,Berghuis,,CDA,,Pekela,Fractievoorzitter
89257,Dhr.,H.,,,Busemann,,PvdA,,Pekela,Fractievoorzitter
120265,Dhr.,G.A.,,,Kupers,,Samen Voor Pekela,,Pekela,Fractievoorzitter
89258,Dhr.,P.H.,,,Siegers,,SP,,Pekela,Fractievoorzitter
134196,,VACANT,,,,,VCP,,Pekela,Fractievoorzitter
120267,Mw.,J.J.,,,Fridrichs-Kok,,VVD,,Pekela,Fractievoorzitter
130688,Dhr.,H.,,,Hemmes,,SP,,Pekela,Locoburgemeester
20270422,Dhr.,W.E.,,,Meffert,,,,Pekela,Raadsgriffier
81313,Dhr.,H.,,,Busemann,,PvdA,,Pekela,Raadslid
81318,Dhr.,G.A.,,,Kupers,,Samen Voor Pekela,,Pekela,Raadslid
81317,Dhr.,P.H.,,,Siegers,,SP,,Pekela,Raadslid
89262,Dhr.,K.,,,Kruisman,,SP,,Pekela,Raadslid
124153,Mw.,E.C.A.,,,Winkel,,Samen Voor Pekela,,Pekela,Raadslid
135234,Mw.,H.,,,Knevelman-Hulshof,,GroenLinks,,Pekela,Raadslid
120268,Dhr.,D.,,,Berghuis,,CDA,,Pekela,Raadslid
120270,Dhr.,W.R.,,,Meilof,,ChristenUnie,,Pekela,Raadslid
120269,Dhr.,M.P.,,,Ritzema,,CDA,,Pekela,Raadslid
120272,Mw.,G.,,,Smit-Norder,,Samen Voor Pekela,,Pekela,Raadslid
120271,Dhr.,R.K.,,,Kuiper,,PvdA,,Pekela,Raadslid
131846,Mw.,A.,,,Vroomans-Makkinga,,SP,,Pekela,Raadslid
120273,Mw.,M.,,,Wubbema,,SP,,Pekela,Raadslid
134197,,VACANT,,,,,VCP,,Pekela,Raadslid
81323,Mw.,J.J.,,,Fridrichs-Kok,,VVD,,Pekela,Raadslid
20270446,Dhr.,J.,,,van der Woude,,,,Pekela,Secretaris
84719,Dhr.,J.J.,,,van Mannekes,,Samen Voor Pekela,,Pekela,Wethouder
37396,Dhr.,H.,,,Hemmes,,SP,,Pekela,Wethouder
23240449,Dhr. drs.,R.W.,,,Munniksma,,PvdA,,Midden-Groningen,Burgemeester waarnemend
23240457,Mw.,A.P.A.,,,van der Burg-Versteeg,,CDA,,Midden-Groningen,Fractievoorzitter
23240463,Dhr.,M.T.,,,Metscher,,ChristenUnie,,Midden-Groningen,Fractievoorzitter
23240469,Dhr. mr.,G.H.,,,Renkema,,D66,,Midden-Groningen,Fractievoorzitter
23240475,Dhr.,H.,,,Haze,,Gemeentebelangen,,Midden-Groningen,Fractievoorzitter
23240481,Mw.,M.E.,,,Bosman,,GroenLinks,,Midden-Groningen,Fractievoorzitter
23240487,Mw.,N.,,,Kruzenga,,Leefbaar Midden Groningen,,Midden-Groningen,Fractievoorzitter
23240493,Mw.,T.J.,,,van der Veen,,PvdA,,Midden-Groningen,Fractievoorzitter
23240499,Dhr.,M.,,,Feenstra,,SP,,Midden-Groningen,Fractievoorzitter
23240505,Mw.,M.E.,,,Bos-Carabain,,VVD,,Midden-Groningen,Fractievoorzitter
23240513,Mw.,F.M.,,,Koop-Bouwman,,,,Midden-Groningen,Raadsgriffier
23240521,Dhr.,F.,,,Bos,,CDA,,Midden-Groningen,Raadslid
23240527,Dhr.,H.,,,Wind,,CDA,,Midden-Groningen,Raadslid
23240533,Dhr.,M.W.,,,van der Meijden,,CDA,,Midden-Groningen,Raadslid
23240539,Mw.,A.P.A.,,,van der Burg-Versteeg,,CDA,,Midden-Groningen,Raadslid
23240545,Dhr.,H.B.,,,van Dijk,,ChristenUnie,,Midden-Groningen,Raadslid
23240551,Dhr.,M.T.,,,Metscher,,ChristenUnie,,Midden-Groningen,Raadslid
23240557,Dhr.,N.,,,Joostens,,ChristenUnie,,Midden-Groningen,Raadslid
23240563,Mw.,L.,,,Doorn,,ChristenUnie,,Midden-Groningen,Raadslid
23240569,Dhr. mr.,G.H.,,,Renkema,,D66,,Midden-Groningen,Raadslid
23240575,Dhr.,Y.P.,,,Lutterop,,D66,,Midden-Groningen,Raadslid
23240581,Dhr.,H.,,,Haze,,Gemeentebelangen,,Midden-Groningen,Raadslid
23240587,Dhr.,H.,,,Loots,,Gemeentebelangen,,Midden-Groningen,Raadslid
23240593,Dhr.,J.,,,Velthuis,,Gemeentebelangen,,Midden-Groningen,Raadslid
23240599,Dhr.,M.,,,Ploeger,,Gemeentebelangen,,Midden-Groningen,Raadslid
23240605,Dhr.,N.H.R.,,,Stok,,Gemeentebelangen,,Midden-Groningen,Raadslid
23240611,Dhr.,A.D.,,,Bosscher,,GroenLinks,,Midden-Groningen,Raadslid
23240617,Dhr.,H.,,,Bos,,GroenLinks,,Midden-Groningen,Raadslid
23240623,Mw.,M.E.,,,Bosman,,GroenLinks,,Midden-Groningen,Raadslid
23240629,Mw.,N.,,,Kruzenga,,Leefbaar Midden Groningen,,Midden-Groningen,Raadslid
23240635,Dhr.,H.J.,,,Flederus,,PvdA,,Midden-Groningen,Raadslid
23240641,Dhr.,R.,,,Sinnema,,PvdA,,Midden-Groningen,Raadslid
23240647,Mw.,J.,,,van Duren,,PvdA,,Midden-Groningen,Raadslid
23240653,Mw. mr.,C.M.,,,Ridderbos-Hovingh,,PvdA,,Midden-Groningen,Raadslid
23240659,Mw.,T.J.,,,van der Veen,,PvdA,,Midden-Groningen,Raadslid
23240665,Dhr.,K.W.,,,Koning,,SP,,Midden-Groningen,Raadslid
23240671,Dhr.,M.,,,Feenstra,,SP,,Midden-Groningen,Raadslid
23240677,Dhr.,M.,,,Kluit,,SP,,Midden-Groningen,Raadslid
23240683,Dhr.,N.R.,,,van der Vlist,,SP,,Midden-Groningen,Raadslid
23240689,Mw.,J.,,,Lesman-Veenstra,,SP,,Midden-Groningen,Raadslid
23240695,Dhr.,C.J.H.,,,Ubels,,VVD,,Midden-Groningen,Raadslid
23240701,Dhr.,E.J.K.,,,Offereins,,VVD,,Midden-Groningen,Raadslid
23240707,Mw.,M.E.,,,Bos-Carabain,,VVD,,Midden-Groningen,Raadslid
23240713,Mw.,P.,,,Nieland-Kampen,,VVD,,Midden-Groningen,Raadslid
23240721,Dhr.,H.,,,Mulder,,,,Midden-Groningen,Secretaris
23240729,Dhr.,E.,,,Drenth,,CDA,,Midden-Groningen,Wethouder
23240735,Dhr.,J.J.,,,Boersma,,ChristenUnie,,Midden-Groningen,Wethouder
23240741,Mw.,A.F.,,,Woortman,,PvdA,,Midden-Groningen,Wethouder
23240747,Dhr.,P.,,,Verschuren,,SP,,Midden-Groningen,Wethouder
23240753,Dhr.,J.,,,Borg,,VVD,,Midden-Groningen,Wethouder
22043948,Dhr. ir.,J.N.,,,Rozendaal,,SGP,,Elburg,Burgemeester
135266,Dhr.,P.R.,,,van Andel RA,,Elburg Beleid,,Elburg,Fractievoorzitter
117543,Dhr.,J.A.,,,Neijzen,,CDA,,Elburg,Fractievoorzitter
134699,Dhr.,J.,,,Dickhof,,ChristenUnie,,Elburg,Fractievoorzitter
121458,Dhr.,M.,,,Smulders,,D66,,Elburg,Fractievoorzitter
133072,Dhr.,B.,,,van Loo,,Algemeen Belang,,Elburg,Fractievoorzitter
133731,Dhr. drs.,E.J.,,,Vonk,,PvdA,,Elburg,Fractievoorzitter
81977,Dhr.,J.,,,Krooneman,,SGP,,Elburg,Fractievoorzitter
121460,Mw.,M.,,,Schoots - van Duren,,VVD,,Elburg,Fractievoorzitter
64082,Dhr.,H.,,,Wessel,,Algemeen Belang,,Elburg,Locoburgemeester
20270289,Mw.,M.C.,,,Luiting,,,,Elburg,Raadsgriffier
135267,Dhr.,P.R.,,,van Andel RA,,Elburg Beleid,,Elburg,Raadslid
133732,Dhr. drs.,E.J.,,,Vonk,,PvdA,,Elburg,Raadslid
133415,Dhr.,A.,,,Dijk,,ChristenUnie,,Elburg,Raadslid
87333,Dhr.,T.C.,,,Pouwels,,Elburg Beleid,,Elburg,Raadslid
121462,Dhr.,B.,,,Bosman,,ChristenUnie,,Elburg,Raadslid
121461,Dhr.,G.,,,Visscher,,Algemeen Belang,,Elburg,Raadslid
121463,Dhr.,M.,,,Smulders,,D66,,Elburg,Raadslid
80439,Dhr.,B.,,,van Loo,,Algemeen Belang,,Elburg,Raadslid
127931,Dhr.,A.,,,Klein,,SGP,,Elburg,Raadslid
80443,Dhr.,J.A.,,,Neijzen,,CDA,,Elburg,Raadslid
81981,Dhr.,J.,,,Dickhof,,ChristenUnie,,Elburg,Raadslid
133767,Dhr.,E.D.,,,Jansen,,ChristenUnie,,Elburg,Raadslid
80455,Dhr.,J.,,,Krooneman,,SGP,,Elburg,Raadslid
117517,Dhr.,C.,,,Dijkhuizen,,CDA,,Elburg,Raadslid
128144,Mw.,A.,,,de Weerd-Deetman,,Algemeen Belang,,Elburg,Raadslid
133073,Mw.,E.H.C.,,,ten Have-Schoonhoven,,Algemeen Belang,,Elburg,Raadslid
20839422,Dhr.,J.W.,,,Valk,,SGP,,Elburg,Raadslid
121465,Dhr.,D.A.,,,van Velthuysen,,VVD,,Elburg,Raadslid
121466,Mw.,M.,,,Schoots - van Duren,,VVD,,Elburg,Raadslid
20270317,Dhr.,J.K.C.,,,van der Jagt,,,,Elburg,Secretaris
37207,Dhr.,H.,,,Wessel,,Algemeen Belang,,Elburg,Wethouder
84285,Dhr.,S.W.,,,Krooneman,,ChristenUnie,,Elburg,Wethouder
133134,Mw. drs.,N.J.,,,Oosthoek,,Elburg Beleid,,Elburg,Wethouder
62103,Dhr.,J.,,,Polinder,,SGP,,Elburg,Wethouder
20270221,Dhr.,A.W.,,,Hiemstra,,CDA,,Appingedam,Burgemeester waarnemend
135140,Dhr.,E.W.,,,Raangs,,CDA,,Appingedam,Fractievoorzitter
135502,Mw.,K.,,,Schenkel-Zandvoort,,ChristenUnie,,Appingedam,Fractievoorzitter
86432,Dhr.,C.A.,,,van Ekelenburg,,D66,,Appingedam,Fractievoorzitter
123218,Dhr.,A.,,,Zwart,,Gemeentebelangen,,Appingedam,Fractievoorzitter
130486,Dhr.,H.P.,,,Brantsma,,PvdA,,Appingedam,Fractievoorzitter
20839350,Dhr.,P.,,,Boerema,,SP,,Appingedam,Fractievoorzitter
81287,Mw.,A.,,,Usmany-Dallinga,,Gemeentebelangen,,Appingedam,Locoburgemeester
20270237,Mw.,T.G.C.,,,Kramer-Klein,,,,Appingedam,Raadsgriffier
77773,Dhr.,E.W.,,,Raangs,,CDA,,Appingedam,Raadslid
123221,Dhr.,J.,,,Jongerden,,CDA,,Appingedam,Raadslid
135141,Mw.,C.J.,,,Wouters-van Stee,,CDA,,Appingedam,Raadslid
135503,Mw.,K.,,,Schenkel-Zandvoort,,ChristenUnie,,Appingedam,Raadslid
86437,Dhr.,C.A.,,,van Ekelenburg,,D66,,Appingedam,Raadslid
123223,Dhr.,A.,,,Zwart,,Gemeentebelangen,,Appingedam,Raadslid
110645,Dhr.,H.B.,,,Perdok,,Gemeentebelangen,,Appingedam,Raadslid
97853,Dhr.,I.,,,Poucki,,Gemeentebelangen,,Appingedam,Raadslid
135504,Mw.,G.,,,Tuhehay-de Boom,,Gemeentebelangen,,Appingedam,Raadslid
77778,Mw.,J.G.,,,Schoonhoven,,Gemeentebelangen,,Appingedam,Raadslid
77784,Dhr.,H.P.,,,Brantsma,,PvdA,,Appingedam,Raadslid
130657,Dhr.,J.,,,van der Lei,,PvdA,,Appingedam,Raadslid
123225,Dhr.,H.,,,Rozema,,SP,,Appingedam,Raadslid
123226,Dhr.,M.,,,Koops,,SP,,Appingedam,Raadslid
123227,Dhr.,P.,,,Boerema,,SP,,Appingedam,Raadslid
20839378,Dhr.,A.,,,Castelein,,,,Appingedam,Secretaris
131258,Dhr.,M.,,,van Bostelen,,CDA,,Appingedam,Wethouder
37168,Mw.,A.,,,Usmany-Dallinga,,Gemeentebelangen,,Appingedam,Wethouder
20890842,Dhr. drs.,J.Th.,,,Hoekema,,D66,,Langedijk,Burgemeester waarnemend
77942,Dhr.,G.J.E.,,,Nijman,,Dorpsbelang Langedijk,,Langedijk,Fractievoorzitter
77944,Dhr.,D.,,,Boonstra,,Hart voor Langedijk/D66,,Langedijk,Fractievoorzitter
77943,Dhr.,N.,,,Zwart,,GroenLinks,,Langedijk,Fractievoorzitter
122562,Dhr.,W.,,,Nugteren,,ChristenUnie,,Langedijk,Fractievoorzitter
130841,Mw.,A.M.,,,Schuijt,,CDA,,Langedijk,Fractievoorzitter
77945,Mw.,A.E.,,,Kloosterboer,,Kleurrijk Langedijk,,Langedijk,Fractievoorzitter
112500,Dhr.,M.L.,,,Reijven,,PvdA,,Langedijk,Fractievoorzitter
77947,Dhr.,H.,,,de Graaf,,VVD,,Langedijk,Fractievoorzitter
111808,Dhr.,P.J.,,,Beers,,Dorpsbelang Langedijk,,Langedijk,Locoburgemeester
20270176,Dhr.,G.J.,,,Graaf,,,,Langedijk,Raadsgriffier
135398,Mw.,K.,,,van der Vliet,,Dorpsbelang Langedijk,,Langedijk,Raadslid
112501,Dhr.,M.L.,,,Reijven,,PvdA,,Langedijk,Raadslid
121338,Dhr.,W.,,,Nugteren,,ChristenUnie,,Langedijk,Raadslid
127866,Mw.,J.,,,de Boer,,Hart voor Langedijk/D66,,Langedijk,Raadslid
121340,Mw.,M.,,,Swager,,Dorpsbelang Langedijk,,Langedijk,Raadslid
121339,Mw.,E.,,,Nieuwland-Rijs,,Dorpsbelang Langedijk,,Langedijk,Raadslid
121343,Dhr.,B.,,,Hoejenbos,,VVD,,Langedijk,Raadslid
77954,Dhr.,G.J.E.,,,Nijman,,Dorpsbelang Langedijk,,Langedijk,Raadslid
77956,Dhr.,N.,,,Zwart,,GroenLinks,,Langedijk,Raadslid
77958,Dhr.,D.,,,Boonstra,,Hart voor Langedijk/D66,,Langedijk,Raadslid
126534,Mw.,A.M.,,,Schuijt,,CDA,,Langedijk,Raadslid
77960,Dhr.,A.J.L.,,,Buis,,Kleurrijk Langedijk,,Langedijk,Raadslid
77962,Mw.,A.E.,,,Kloosterboer,,Kleurrijk Langedijk,,Langedijk,Raadslid
77961,Dhr.,J.T.,,,Bakkum,,Kleurrijk Langedijk,,Langedijk,Raadslid
133583,Dhr.,N.,,,Langedijk,,Hart voor Langedijk/D66,,Langedijk,Raadslid
131661,Dhr.,P.J.M.,,,van Kleef,,GroenLinks,,Langedijk,Raadslid
130842,Dhr.,G.J.F.,,,Kamper,,CDA,,Langedijk,Raadslid
20582440,Mw.,J.D.,,,Visser,,Dorpsbelang Langedijk,,Langedijk,Raadslid
77966,Dhr.,H.,,,de Graaf,,VVD,,Langedijk,Raadslid
121345,Dhr.,J.A.,,,Hofman,,VVD,,Langedijk,Raadslid
126256,Dhr.,R.J.,,,Wagenaar,,VVD,,Langedijk,Raadslid
20270206,Dhr.,E.,,,Annaert,,,,Langedijk,Secretaris
21945542,Dhr.,G.J.,,,Rep,,CDA,,Langedijk,Wethouder
87696,Dhr.,P.J.,,,Beers,,Dorpsbelang Langedijk,,Langedijk,Wethouder
123181,Dhr.,J.,,,Nieuwenhuizen,,VVD,,Langedijk,Wethouder
134985,Mw. drs.,A.,,,Vermeulen,,VVD,,Zutphen,Burgemeester
128114,Mw.,L.,,,Luesink,,GroenLinks,,Zutphen,Fractievoorzitter
79217,Dhr.,A.,,,Oldenkamp,,ChristenUnie,,Zutphen,Fractievoorzitter
131332,Mw.,G.I.,,,Timmer-Dingemans,,D66,,Zutphen,Fractievoorzitter
133125,Dhr.,F.,,,van Vliet,,Partij Van Vliet,,Zutphen,Fractievoorzitter
134424,Dhr.,M.G.S.,,,Siemes,,Burgerbelang,,Zutphen,Fractievoorzitter
128416,Dhr.,G.H.,,,Brunsveld,,CDA,,Zutphen,Fractievoorzitter
21649916,Dhr.,A.IJ.,,,Pepers,,Fractie Pepers en Verwoort,,Zutphen,Fractievoorzitter
130995,Dhr.,A.W.,,,Jansen,,BewustZW,,Zutphen,Fractievoorzitter
128115,Dhr.,H.W.,,,Hissink,,PvdA,,Zutphen,Fractievoorzitter
133131,Dhr.,M.J.,,,ten Broeke,,SP,,Zutphen,Fractievoorzitter
130996,Mw.,D.,,,Bogerd,,Stadspartij,,Zutphen,Fractievoorzitter
21649927,Mw.,A.,,,van Dijk,,VVD,,Zutphen,Fractievoorzitter
129546,Dhr.,O.W.,,,Bosch,,VVD,,Zutphen,Locoburgemeester
20270110,Dhr. mr.,G.A.J.,,,Winters,,,,Zutphen,Raadsgriffier
128486,Mw.,K.M.,,,Warmoltz-van Wamel,,CDA,,Zutphen,Raadslid
118117,Dhr.,G.H.,,,Brunsveld,,CDA,,Zutphen,Raadslid
128492,Dhr.,F.J.M.,,,Heitling,,PvdA,,Zutphen,Raadslid
128491,Dhr.,G.V.C.,,,Boldewijn,,GroenLinks,,Zutphen,Raadslid
120446,Dhr.,H.F.,,,Remmers,,D66,,Zutphen,Raadslid
120445,Dhr.,C.A.,,,Lammers,,D66,,Zutphen,Raadslid
